year,WinOrLost,Abass Muyiwa Lawal,Adilson José de Paula,Agustín Camacho Bayo,Agustín García Iñiguez,Aitor Fresán Oroz,Aitor Ocio Carrión,Albert Cano López,Albert Meyong Zé,Albert Tomàs Sobrepera,Alberto Aguilar Leiva,Alberto Cifuentes Martínez,Alberto Iglesias,Alberto Jiménez Monteagudo,Alberto López Dotor,Alberto Moreno García,Alberto Álvaro Perea Correoso,Alejandro Antón Blasco,Alejandro Castro Fernández,Alejandro González Nappi,Alejandro Pérez Aracil,Alejandro Rodríguez López,Alejandro San José Junco,Alejandro Sánchez Gómez,Aleksandr Vladimirovich Maslov,Alfonso Martínez Flores,Alfonso Romero Silos,Alfonso de la Fuente Peinador,Alfredo Ortuño Martínez,Andrés Bernal Arranz,Andrés Curiel García,Andrés Nicolás Olivera,Antolín Ocaña Puertas,Antonio Albaladejo Avilés,Antonio Alcahud Martínez,Antonio Benítez Salas,Antonio Cabezuelo Martínez,Antonio Camilo Casal Fernández,Antonio Cazaurang Company,Antonio Coll Pou,Antonio García Pérez,Antonio Gómez Pérez,Antonio Hidalgo Morilla,Antonio Jiménez Rangel,Antonio José Huedo Marchante,Antonio López Alfaro,Antonio López Álvarez,Antonio Maya Gabarri,Antonio Moreno Merino,Antonio Notario Caro,Antonio Pacheco D'Agosti,Antonio Pinilla Miranda,Antonio Rivas Martínez,Antonio Rizzolo,Antonio Sánchez de la Calle,Antonio Velamazán Tejedor,Antonio Villaescusa Navarro,Antônio Carlos Zago,Argimiro Márquez Peñarrubia,Armando Tejera Perdomo,Aurelio Martínez Delgado,Axier Intxaurraga Mendia,Benigno Chaparro Vera,Bernardo Aguirregomezcorta Arrizabalaga,Bernardo Navazo Martín,Bernardo Tapia Montiel,Carles Domingo Pladevall,Carlos Alejandro Duré Baltar,Carlos Alfaro Martínez,Carlos Arias Chicón,Carlos David Cano Marín,Carlos Eduardo Ferrari,Carlos González Peña,Carlos Martínez Arribas,Carlos Merino González,Carlos Moreno León,Carlos Pérez García,Carlos Reina Aranda,Carlos Ángel Roa,Carmelo Luján Aroca,Casto Espinosa Barriga,Christian Leonel Díaz,Cristhian Ricardo Stuani Curbelo,Cristian Fernández Conchuela,Criubaldo Hernández Gómez,César Alexis Cortés Pinto,César Díaz Martínez,César Ortiz Puentenueva,Cătălin Munteanu Constantín,Daniel Bouzas Pan,Daniel Gail Bricios,Daniel Kenedy Pimentel Mateus dos Santos,Daniel López Ramos,Daniel Ruiz Martínez,Daniel Toribio Aquino Antúnez,David Almazán Abril,David Bauzá Francés,David Belenguer Reverter,David Català Jiménez,David Cañas Fernández,David Galindo Gallego,David Sánchez Rodríguez,David de la Hera Baños,David Álvarez Vázquez,Delfí Geli Roura,Diego Alberto Trotta,Diego Alegre Gil,Diego Mainz García,Diego Quintero Bueno,Diego Rodríguez Fernández,Diego da Silva Costa,Dragan Vulević,Eduardo García León,Eloy Silvestre Parrillas García,Elías Molina-Prados García-Navas,Emiliano Jiménez Santos,Emilio José Gutiérrez González,Emilio Rodríguez Andreu,Emmanuel Amuneke,Enrique Peláez Garmendia,Enrique Sala Saumell,Enrique Tortosa García,Esteban Cabrera Aldea,Esteban Javier López D'Asero,Esteban Santiago Buján,Esteve Fradera Serrat,Eudald Duran Alberch,Eugeny Anatolyevich Plotnikov,Fabiano Pereira da Costa,Fernando Clemente Di Carlo Merlo,Fernando González Crespo,Fernando Jorge Fajardo Trias,Fernando Marcos Santiago,Fernando Miguel Cebrián Alarcón,Fernando Morientes Sánchez,Fernando Morán Escudero,Fernando Navarro Corbacho,Fernando Navarro Valiente,Fernando Nieto Jara,Fernando Sales de los Cobos,Francisco,Francisco David Sousa Franquelo,Francisco Flores García,Francisco Gómez López,Francisco J. Sanchiz Muñoz,Francisco Javier Aguilar Jiménez,Francisco Javier Aguilera Blanco,Francisco Javier García Guerrero,Francisco Javier Luke Bermúdez,Francisco Javier Menéndez Frechilla,Francisco Javier Moreno Jiménez,Francisco Javier Mármol Rodríguez,Francisco Javier Navarro Luján,Francisco Javier Oliete Valle,Francisco Javier Rodríguez Vílchez,Francisco Javier Tarantino Uriarte,Francisco Javier Tobarra Gil,Francisco Jiménez González,Francisco José Gómez Uceda,Francisco José Madrona Gómez,Francisco José Nicolás González,Francisco José Pariente Dutor,Francisco José Sánchez Rodríguez,Francisco Martínez Arguisuelas,Francisco Noguerol Freijedo,Francisco Ortiz Márquez,Francisco Peña Romero,Francisco Ramón Mate Rodríguez,Franco Borràs Pellicer,Félix Sánchez Gómez,Gabriel Alarcón Marchante,Gabriel González Chaves,Gabriel Omar Amato,Gaspar Gálvez Burgos,Gaspar López Rogles,Gerardo Ortega de Francisco,Gervasio Salas Vázquez,Ginés Asensio Ruiz,Giuseppe Baronchelli,Gonzalo Arguiñano Elezkano,Gorka Azkorra Trueba,Gregorio Fonseca Recio,Gregorio Sadornil Rodríguez,Guillaume N'Kendo Tchoungang,Guillermo Roldán Méndez,Gustavo Díaz Domínguez,Gustavo Lionel Siviero,Gustavo Matías Alustiza,Hipólito Raúl Martín del Olmo,Horacio Abel Moyano Cuello,Héctor Bueno Ávila,Ibon Gutiérrez Fernández,Ignacio Segura Carrión,Iker Begoña Zubiaur,Isaac Jiménez Serrano,Isidro Bernard Guerrero,Ismael Rangel León,Ismael Urzaiz Aranda,Ivan Jurić,Ivaylo Viktorov Andonov,Iván Díaz Ruiz,Iván Helguera Bujía,Iñaki Léniz Bengoetxea,Jaime Romero Gómez,Jaime Samper Morenilla,Jaime Sánchez Fernández,Jaume Sobregrau Mitjans,Javier Alejandro Espínola,Javier Castellano Betancor,Javier Garrido Ramírez,Javier Gómez Cifuentes,Javier Martínez González,Javier Oliver Salvador,Jeremias Emanuel Caggiano,Jerónimo Figueroa Cabrera,Jesús Antonio Castellanos Garrido,Jesús Cabrero Mora,Jesús Martín Fernández,Jesús María Luengo Latorre,Jesús Muñoz Calonge,Jesús Navarro García,Jesús Unanua Becerril,Joaquín Andrés Moso Hernández,Joaquín Enrique Valerio Olivera,Joaquín Miguel Latasa,Joe Emerson Bizera Bastos,Jon García Sobrino,Jonathan López Pérez,Jonathan Soriano Casas,Jordi Ferrón Forné,Josep Maria Sala Boix,José Aicart Suils,José Alberto Garmendia Martínez,José Alberto Toril Rodríguez,José Almendros Martínez,José Antonio Aguilera Huertas,José Antonio Almenara Montoya,José Antonio Castanera Sanjuan,José Antonio García Picazo,José Antonio García Rabasco,José Antonio González Padilla,José Antonio Gómez Álvarez de Eulate,José Antonio Morante Gutiérrez,José Antonio Peraile Tinaut,José Antonio Álvarez Domínguez,José Carlos Soria Gil,José Catalán Catalán,José Francisco Alcahud Martínez,José Francisco Molina Jiménez,José Francisco Sigüenza Soto,José Ignacio Zahínos Sánchez,José Javier Barkero Saludes,José Jesús Perera López,José Joaquín Moreno Verdú,José Juan Luque Jiménez,José Luis Baroja Galán,José Luis Cabrero Valle,José Luis Calvoecheaga Cortada,José Luis Carro Pita,José Luis García Martínez,José Luis Garzón Muñoz,José Luis Molina Ruescas,José Luis Nsue Obama,José Luis Rodríguez Fernández,José Luis Romero Felipe,José Luis Sancho Capella,José Luis Vegar Tebar,José Luis Zalazar Rodríguez,José López Santiago,José Manuel Cabrera Menéndez,José Manuel González López,José Manuel Hernández Sanz,José Manuel López Gaspar,José Manuel Rodríguez Ortega,José Manuel Rodríguez Romeo,José Manuel Villalustre Ramos,José María Botella Ferris,José Miguel Prieto Castillo,José Morata Pérez,José Ortiz Corroto,José Ródenas Carcelén,José Sánchez Fernández,José Verdú Nicolás,José Vicente Aliaga Cervera,José Vicente Fernández López,José Vicente Ramos Lledó,José Vicente Simeón Peris,José Villalba Arana,José Ángel Moreno Castro,Juan Antonio Albacete Anquela,Juan Antonio Chesa Camacho,Juan Antonio López Moreno,Juan Antonio Villalba Arana,Juan Carlos Arévalo Aguilar,Juan Carlos Balaguer Zamora,Juan Carlos Centurión Báez,Juan Carlos Díaz Serrano,Juan Carlos Espadas Navarro,Juan Carlos Ferrando Giménez,Juan Carlos Lázaro Póveda,Juan Carlos Moreno Rodríguez,Juan Carlos Plaza Gómez,Juan Carlos Rodríguez Belencoso,Juan Carlos Sanz Cordón,Juan Gualberto Casco Bogarín,Juan Huerta Fernández,Juan Ignacio Rodríguez Rodríguez,Juan José Juárez Valera,Juan José Pereira Zambrano,Juan José Sánchez Maqueda,Juan Leandro José Pérez,Juan Lisón García,Juan Luis Bernal Cuéllar,Juan Luis Gómez López,Juan María Hernández Roldán,Juan Miguel Callejón Bueno,Juan Navarro Beneyto,Juan Sabas Huertas Lorente,Juan Vargas Fernández,Juan de Dios Carrasco Hidalgo,Juan Ángel Madrigal Alba,Juan Ángel Ramos García,Julio Cabello Ortega,Julio Jaime Puig Cossens,Julio José Iglesias Rouget,Julio Soler Guerrero,Julián Castillo Torrente,Julián Romero Cañego,Julián Rubio Sánchez,Laurent Viaud,Leonardo Ángel Biagini,Leopoldo Salvador Cifuentes,Liert Rosa Balsera da Silva,Lluís Majó Platell,Ludovic Delporte,Luis Alonso Cebada,Luis Ernesto Paños Tórtola,Luis Gabelo del Socorro Conejo Jiménez,Luis Mayoral Grande,Luis Miguel Gracia Julián,Líbero Parri Romero,Magín Mir Martínez,Maicon Júnior Baggio,Manuel Almunia Rivero,Manuel Blanco Rodríguez,Manuel Carlos Quesada Candela,Manuel Escarbajal Ruiz,Manuel Fernández Melgarejo,Manuel Gato Thomason,Manuel Jesús Quintero Acuña,Manuel Monferrer Roig,Manuel Piñero Padilla,Manuel Pérez Rodrigo,Manuel Riego Romero,Manuel Salvador Serra,Manuel Santos Cifo,Manuel Sánchez Mendoza,Manuel Villalba Arana,Marco Antonio Etcheverry Vargas,Marco Antonio Navas González,Mariano Andrés Mendoza,Mariano Esteban Uglessich,Mariano Hernán López,Mariano Mansilla Cuevas,Mario Bermejo Castanedo,Mario Blanco Rodríguez,Mario Ormaechea López,Mario Romero Cañego,Mario Víctor Blázquez Blázquez,Mark Dennis González Hoffman,Martín Irazoki Zozaia,Martín Monteagudo Monteagudo,Martín Nicolás Camaño Martín,Martín Pérez Mellado,Miguel Gregori Morell,Miguel Melgar Rodríguez,Miguel Núñez Borreguero,Miguel Ángel Bossio Bastianni,Miguel Ángel Brau Puente,Miguel Ángel García Pérez-Roldán,Miguel Ángel García Tebar,Miguel Ángel Guerrero Martín,Miguel Ángel Ruiz García,Mikel Aguirregomezkorta Larrea,Mikel Amantegui Errandonea,Miquel Buades Crespí,Moussa Yahaya,Nemesio Martín Montejo,Nenad Bjelica,Nenad Vanić,Nicolás Arnaldo Núñez Rojas,Nicolás Ignacio Crovetto Aqueveque,Nilson Esidio Mora,Oleksandr Oleksandrovych Golokolosov,Pablo Buendía Elvira,Pablo García López,Pablo García Moreno,Pablo Gil Sarrión,Pablo Ibáñez Tébar,Pablo Ignacio Calandria,Pablo Redondo Martínez,Pablo Sierra Madrazo,Pablo Vicente Carmona,Pablo de Lucas Expósito,Patricio González Fernández,Pedro Antonio Martínez Soriano,Pedro Antonio Moreno López,Pedro Corbalán Martínez,Pedro García Bolaños,Pedro Hernández Martínez,Pedro Ignacio Cordero Sánchez,Pedro Martínez Moreno,Pedro Muñoz Martínez,Pedro Parada García,Pedro Ramón Alcantud Fernández,Pedro Riesco Herrera,Petar Vasiljević Marković,Plácido Moreno Carlos,Predrag Plazinić,Prudencio Garrido Nieto,Rachid Rokki,Rafael Collado García,Rafael García Escribano,Rafael Gorina Sánchez,Rafael Riaño Torrecilla,Rafael Verdú Beramendi,Raimundo Aguilar Redondo,Raimundo Salas Alfaro,Ramón Blázquez Guerrero,Ramón Román Ortiz,Ramón Vázquez García,Raúl Molina Alcocer,Raúl Núñez Aural,Raúl Ricardo dos Santos González,Raúl Valbuena Cano,Raúl Valencia Muñoz,Ricardo Ciudad Fernández,Ricardo Sanzol Goñi,Ritchie Kitoko,Roberto Batres Díaz,Roberto Fernández Pérez,Rodrigo Gimeno Molina,Rommel Fernández Gutiérrez,Ronald Louis Gaspercic,Rubén Castro Martín,Rubén Darío Delgado,Rubén García Ruiz,Rubén González Rocha,Rubén Reyes Díaz,Rubén Vega Fuentes,Salvador Ballesta Vialcho,Salvatore Giunta,Santiago Denia Sánchez,Santiago Silvino Carpintero Fernández,Sebastián Fernández Reyes,Sebastián Manuel Corona Nacarino,Sergio Arenas Llagostera,Sergio Magano Canti,Sergio Santamaría González,Silvestre Ramón Calvo Bejarano,Sotero López Clemente,Sócrates Parri Romero,Tomás Galo,Unai Vergara Díez-Caballero,Velli Kasumov,Vicente Blanco Sánchez,Vicente Manuel Martí Company,Vladan Dimitrijević,Vladimir Bulatović,Víctor Celso Alberto Brito,Víctor Leonel Altobelli,Víctor Manuel Afonso Mateo,Walter Horacio Peralta Saracho,Walter Reinaldo Pico,Wellington Vieira da Silva,Xavier Escaich Ferrer,Xavier Jiménez Santafé,Zigor Aranalde Sarasola,aureano,avarro,ené,iménez,lázquez,nan,omingo,omínguez,osch,rancisco,uerda,Álvaro Cámara Rey,Álvaro Rubio Robres,Ángel,Ángel Javier Hernández Pindado,Ángel Luis Ruiz Paz,Ángel Rodríguez Torres,Ángel Torrecillas Morales,Òscar García Junyent,Óscar Alberto Dertycia Álvarez,Óscar Collado Jareño,Óscar Montiel Marín,ópez
1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
