year,WinOrLost,Aarón Piñán de la Fuente,Aarón Rey Sánchez,Abdullah Abdulsalam Alahrak,Abel Jesús Luque Aparcero,Addison Alves de Oliveira,Adriano Félix Teixeira,Adrián Acosta Prieto,Adrián Jiménez Gozalo,Adrián Mancebo Serrano,Adrián Nieto González,Adán Gurdiel Mella,Agustín Arrieta Salazar,Agustín Lasaosa Laliena,Agustín Merayo Cidranes,Ahmad Yasser,Aiert Derteano Elorriaga,Aitor Fernández López,Aitor Olmo Ibáñez,Aitor Salvador Núñez Martín,Albert Manel Estellés Fernández,Albert Puigdollers Saperas,Albert Yagüe Jiménez,Alberto Benito Correa,Alberto Bodelón Alfonso,Alberto Cobos Guinea,Alberto Fernández Fidalgo,Alberto Fuentes Gómez,Alberto González García,Alberto Guitián Ceballos,Alberto Martínez Ramón,Alberto Negral González,Alberto Ortiz Blanco,Alberto Rodríguez,Alberto Rodríguez Ramos,Alberto Solaeta Bonet,Alberto Solís Gómez,Alberto Suárez Santos,Alberto Turzo Antolínez,Aleix Coch Lucena,Alejandro Arenales Marchena,Alejandro Blesa Pina,Alejandro Escardó Llamas,Alejandro Fernández Sainz-Pardo,Alejandro Gallar Falguera,Alejandro Gómez García,Alexander Goikoetxea Urkiaga,Alfonso Martín Castillo,Alfonso Moreno Fernández,Alfredo Prieto Alonso,Almoez Ali Zainelabdeen Mohamed Abdulla,Amado Martínez Ruiz,Amadou Diarra,Anastasio Esteban Gómez,Ander Vitoria Aguirre,Andoni Zubiaurre Dorronsoro,Andrés Alonso García,Andrés Fernández Carbajo,Andy Awazi Kawaya Kinghi Mwana Mufula,Anton Salvatore Matthäi,Antonio Calvo Martín,Antonio Esteban Gusano,Antonio Fernández García,Antonio Fernández Villanueva,Antonio Francisco das Chagas Honorato,Antonio Gutiérrez,Antonio Gómez Navarro,Antonio Herrero Alonso,Antonio José González García,Antonio López García,Antonio Maiquez Iorido,Antonio Manuel Sarmiento García,Antonio Martínez Felipe,Antonio Moreno Sánchez,Antonio Ramírez Martínez,Antonio Roberto Marcos Sánchez,Antonio Sambruno Aragón,Antonio Tomillo Expósito,Aridai Cabrera Suárez,Aridane Jesús Santana Cabrera,Armindo Rubbin Ceccón,Arsenio Valbuena Fernández,Asier Eizaguirre Rosa,Assim Omer Al Haj Madibo,Augusto César Verissimo Galván,Avelino Riopedre Muiña,Avelino Vega Blanco,Baltasar Martino Pérez,Belarmino López Fierro,Benito Anguas Fanlo,Benjamín Martínez Martínez,Benjamín Mortera Argüelles,Bernardo Aguirregomezcorta Arrizabalaga,Bernardo Santos Santos,Bilal Zarfan,Borja Martínez Giner,Borja San Emeterio Díaz,Bruno Camblor Fernández,Bruno Casar Martínez,Bryan Pérez Escudero,Carlos Bravo Expósito,Carlos Calderón López,Carlos Flórez Cañas,Carlos González Purroy,Carlos Gutiérrez Ortiz,Carlos Hugo Pini Pesoa,Carlos Javier Pérez Elorrieta,Carlos Luis Iglesias Álvarez,Carlos Luis Uribe del Prado,Carlos Miguel Perona Funes,Carlos Morales Mora,Carlos Núñez Ortega,Carlos Rivera Ruiz,Carlos Rodríguez Fernández,Carlos Tornero Ibáñez,Carmelo García Bueno,Casimiro López Riera,Celso Laiz García,Claudio Fabián Arturi Vini,Claudio Medina Ricoy,Constantino Rodríguez Roldán,Cristian Alberdi López,Cristian Galas Nebot,Cristian Pérez Acebes,Cristóbal Gil Martín,Cristóbal Juncal Fervenza,Cédric Moya Kisamba,César Amigo Manteca,César González González,César Júnior Girón de Lucca,César Morgado Ortega,César Villafañe Blanco,Daniel Alonso Rubio,Daniel Argumánez Díaz,Daniel Cobo Rasines,Daniel Eduardo Sotres Castañeda,Daniel González Hermosa,Daniel Hedrera Lobatón,Daniel Pleguezuelo Pellicero,Daniel Pérez Sierra,Daniel Rodríguez Pérez,Daniel Soria Ladrón,David Bandera Vázquez,David Forniés Aquilino,David García Zubiria,David González Alonso,David López Fernández,David Murciego Fernández,David Pérez García,David Sanz Martín,David Soriano de Lucas,David Vallecillo Pérez,David Álvarez Rozados,Denis Klinar,Denis Nájera Saura,Diego Aller Padierna,Diego Calzado Pérez,Diego Cascón Sandoval,Diego Fernández García,Diego Fernández Yebra,Diego Galiano Jiménez,Diego Hernández Barriuso,Diego Peláez Silva,Diego Pertejo Canseco,Diego Prado Santamarta,Diego Prendes Sánchez,Diego Prieto Herrero,Diego Rodríguez Ferrero,Diego Torres Rodríguez,Dionicio Manuel Escalante Moreno,Dionisio Emanuel Villalba Rojano,Domingo Rivero de Vera,Dorian Junior Hanza Meha,Edgar García Miranda,Eduardo Frías Molleda,Eduardo Lafuente Aguirre,Eduardo Santibáñez Díez,Eduardo Álvarez Bermúdez,Eloy Pousa González,Emiliano Buendía Stati,Emilio Crusat,Emilio Gregorio Álvarez de Pablo,Emilio José Gutiérrez González,Emilio Oblanca Fernández,Emilio Álvarez Gutiérrez,Eneko Capilla González,Enrique Aguirre Gutiérrez,Enrique Fornos Domínguez,Enrique González de la Mota Villalba,Eric López Royo,Eric Montes Arce,Esaú García Álvarez,Esteban Folgueral Pérez,Eugenio Martínez Casado,Eusebio García Méndez,Eutiquio Casado González,Faustino Manuel Sánchez García,Federico Jesús Elena Márquez,Federico Paredes Arroyo,Feliciano Llamazares Martínez,Fernando Javier Mancebo Blas,Fernando López Álvarez,Fernando Martín Carreras,Fernando Martínez Delgado,Fernando Miguel Cebrián Alarcón,Fernando Paredes Fernández,Ferran Tacón Jiménez,Fidel Escobar Mendieta,Flavio Germán Ciampichetti,Francisco Abel Segovia Vega,Francisco Fernández Romo,Francisco Javier Almeida Hernández,Francisco Javier Alonso Alonso,Francisco Javier Alonso Goyenechea,Francisco Javier Cachorro González,Francisco Javier Canelas Alonso,Francisco Javier Casquero Paredes,Francisco Javier Fuentes Vilanova,Francisco Javier Herreras Valbuena,Francisco Javier Jusué Garcés,Francisco Javier Larrauri Izquierdo,Francisco Javier Mata Álvarez,Francisco Javier Osa Martínez,Francisco Javier Rey García,Francisco Javier Ruisoto Gaño,Francisco Javier Suárez Lizano,Francisco Javier de Campo Fernández,Francisco Jesús Rodríguez Villar,Francisco José Cancillo Gay,Francisco José Losada Merayo,Francisco López Alonso,Francisco Manuel Domínguez de los Ríos,Francisco Ortiz Márquez,Francisco Regalón Cerezo,Francisco Villafañe Martínez,Francisco Vázquez Novo,Francisco de Paula Cruz Torres,Frank Angong Ebolo,Félix Ángel Díez Moral,Gabriel Alejandro Gudiño,Galder Cerrajería López,Gerardo Rodríguez Morán,Germán Barreiro Solano,Gianni Michel Eugene Zuiverloon,Gonzalo Arantegui Peñafiel,Gonzalo González Fernández,Gorka García Zubikarai,Graciliano Godoy Durán,Gregorio Martínez Santos,Guillermo Fernández Hierro,Guillermo Rial Montenegro,Guillermo Vallejo Delgado,Gustavo Adolfo Gutiérrez García,Gustavo Pérez Cubero,Herminio González Otero,Hipólito Esteban Gusano,Hugo Rodríguez Romero,Héctor José Hernández Marrero,Héctor Rodas Ramírez,Héctor Simón Escudero,Iago Díaz Fernández,Iakob Apkhazava,Iban Espadas Zubizarreta,Ignacio Ferrero Rebollo,Ignacio García Mallo,Ignacio Manuel Sáenz de Cenzano Zaforas,Ignacio Matador Aguilera,Ignacio Rodríguez Ortiz,Iker Guarrotxena Vallejo,Imanol Etxeberria Egaña,Iosu Villar Vidal,Isaac Aketxe Barrutia,Isaac Carcelén Valencia,Isidro Fernández Álvarez,Ismael Carlos Martínez González,Ismael Frutos García,Ismael Rodríguez García,Israel Delgado Andrés,Iván Alonso López,Iván Casquero Cosio,Iván García Reyero,Iván Garrido González,Iván Mateo Silva,Iván Otero Yugueros,Iván Rodríguez Rabell,Iván Salvador Edu,Iñaki Wensell Fernández,Iñigo Muñoz Cuevas,Iñigo Sáenz Jiménez,Jaime José Moreno Ciorciari,Jaime Sierra Mateos,Jaume Pol Vidal,Javier Ballesteros Tomás,Javier Castellano Betancor,Javier Díez Calvo,Javier Esteban López de Quintana,Javier Fernández Abruñedo,Javier Fernández Herranz,Javier Fernández Romano,Javier Flórez García,Javier Jiménez Moreno,Javier Medina García,Javier Orodea Navas,Javier Perujo Fernández de Aranguiz,Javier Tejada Valle,Javier Vázquez Ares,Javier del Ferrero González,Javier Álamo Cruz,Javier Álvarez Nistal,Jean Sébastien Lauture,Jesús Fernández Collado,Jesús González Sanisidro,Jesús José Bernal Villarig,Jesús Manuel Bravo Suárez,Jesús Manuel Camacho Gimeno,Jesús Martínez Souto,Jesús María López Riego,Jesús Rodríguez Muiños,Jesús Álvarez Aguado,Jhegson Sebastián Méndez Carabalí,Joaquín Martínez Argüelles,Joaquín María Elustondo Mendiolea,Joaquín Menéndez Loureiro,Joel López Salguero,Jon Ander Amelibia do Nascimento,Jon Gaztañaga Arrospide,Jonatan Egea Lomas,Jonathan Carmona Álamo,Jonathan Martín Carabias,Jordi César López Delgado,Jorge Cabeza Jareño,Jorge Cano Orihuela,Jorge Carracedo Carracedo,Jorge García Rodríguez,Jorge Luis García Carneiro,Jorge Luis Peláez Fernández,Jorge Merayo López,Jorge Moreno San Vidal,Jorge Ordóñez García,Jorge Ortiz Mendoza,Jorge Ortí Gracia,Jorge Palatsí Gallego,Joseba Irazusta Otaño,Joseba Muguruza Bengoa,Joseba Roteta Lopetegi,Josep Campanera Pallarés,Josep Señé Escudero,José Agustín Cenzual Coca,José Andrés Duro Romero,José Antonio Abad Martínez,José Antonio Alonso García,José Antonio Beitia Abásolo,José Antonio Casas González,José Antonio Cortabitarte Gutiérrez,José Antonio García Andrade,José Antonio Pérez Rodríguez,José Antonio Rodríguez Oliva,José Antonio Sukunza Suárez,José Cano Fernández,José Cantero González,José Carlos Cerveró Barberá,José Carlos García Cachán,José Carlos Sánchez González,José Domingo Juárez Ramiro,José Esteban Martín Rodríguez,José Gangoso Gil,José Guillermo Suárez-Valdés Suárez,José Ignacio de Blas Álvarez,José Isidro Rodríguez Pérez,José León Bernal,José Luis Ballesteros Arienza,José Luis Blanco Vallín,José Luis Fernández Manzanedo,José Luis Galdón Gil,José Luis García Pérez,José Luis González Eiras,José Luis González Álvarez,José Luis Hernández García,José Luis Martín Ortega,José Luis Martínez Cabello,José Luis Míguez Iglesias,José Luis Osa Martínez,José Luis Pereira Carrera,José Luis Ramírez García,José Luis Rodríguez Fernández,José Luis Vergara Serón,José Luis Zuazaga Arrese,José Luis de la Paz Marín,José Manuel Alonso Domínguez,José Manuel Deville-Bellechasse Sánchez,José Manuel Jiménez Sancho,José Manuel Meca García,José Manuel Pérez Rodríguez,José Manuel Redondo de Paz,José Manuel Rodríguez Morgade,José María Errandonea Gaínza,José María Fernández,José María González Rodríguez,José María Hernández Crego,José María Mato Nieto,José María Mena García,José Miguel Bermúdez Ríos,José Prieto Valenzuela,José Rafael Alonso Arévalo,José Ramos Cascallana,José Ramón Chavarri Bravo,José Ramón González López,José Ramón Rodríguez Gómez,José Rodríguez,José Romero Jiménez,José Román Díez Fernández,José Salas,José Vargas Ayastuy,José Vega Díez,José Vicente Soto Navarro,José Álvarez Gutiérrez,José Ángel Fernández Aláez,José Ángel Ferrera Nevado,José Ángel Pérez Cebrián,Juan Antonio Azpillaga Arrizabalaga,Juan Bautista Romagnoli,Juan Carlos Fernández Argenta,Juan Carlos Ferreras González,Juan Carlos González Cañón,Juan Carlos López Blanco,Juan Carlos López Pérez,Juan Carlos Menudo Domínguez,Juan Carlos Montes Méndez,Juan Carlos Ortiz Padilla,Juan Carlos Paniagua Prieto,Juan Carlos Sandoval Andrés,Juan Domingo Gorostiaga Basaguren,Juan Francisco Fernández Bardal,Juan Francisco Góngora Mateo,Juan García,Juan Jorge Gangoso Gil,Juan José Martínez Martínez,Juan José Pereira Zambrano,Juan José Silvestre Cantó,Juan Luis Amos Alaizola,Juan Manuel Fernández Aláez,Juan Manuel Lobato Lobato,Juan Manuel Vilaboa Casales,Juan Manuel Álvarez Rodríguez,Juan Nicolás Rodríguez Sánchez,Juan Pablo Colinas Ferreras,Juan Pablo Vojvoda Rizzo,Juan Pedro Ruiz Cámara,Juan Ramón Martín Pastor,Juan Rodríguez Fernández,Juan Rubén Uría Corral,Juan Sagasta Eguidazu,Julen Castañeda Nuin,Julen Colinas Olaizola,Julen Gonzalo Estébanez,Julio Alberto Rico Pardillo,Julio César San José Minguela,Julio Enrique Muñoz Alija,Julio González Rivo,Julio Piñán Nistal,Julián Luque Conde,Julián Romero Nieto,Kalvin Ketu Jih,Kevin Presa Duarte,Laureano Antonio Villa Suárez,Leandro Montagud Balaguer,Leonardo Andrés Iglesias,Liberto Luis Beltrán Martínez,Lucas Gerard Hervé Giffard,Luis Enrique Díez Muñiz-Alique,Luis Fernando Cano Prior,Luis Fernando Franco de la Iglesia,Luis Fernández Quijada,Luis Javier Guerrero Sedano,Luis Miguel Martínez Díez,Luis Miguel San Millán García,Luis Ángel Fierro Gutiérrez,Lázaro Barrientos Santos,Manuel Bugallo Bouzada,Manuel Fernández Muñoz,Manuel Galeote de Castro,Manuel Hernando Moreno,Manuel José Fuentes García,Manuel López Prieto,Manuel Martínez Taranilla,Manuel Ordóñez Castro,Manuel Ovalle Vidal,Manuel Pérez Rodrigo,Manuel Rodríguez Iglesias,Manuel Rubio Velasco,Manuel Villanueva Espinosa,Manuel Ángel Dopico Blanco,Marc Echarri Marín,Marc Padilla Rubio,Marc Rovirola Moreno,Marco Antonio Pérez Rueda,Marco Filipe Lopes Paixão,Marcos Fernández González,Marcos González de Prado,Marcos Rogelio Alonso González,Marcos Álvarez López,Mariano Arias Chamorro,Mario Bermejo Castanedo,Mario Luis Fernández Sandoval,Mario Ortiz Ruiz,Mario Prieto García,Mario Sánchez Franco,Mario Villar Villar,Martín Maximiliano Mantovani,Martín Solar Ruiz,Mateo Roskam,Mauro Nores Pola,Mauro Ricardo Pereira Ferreira,Miguel Antonio Alfonso Lóbez,Miguel Bañuz Antón,Miguel Montes Torrecilla,Miguel Villarejo de Castro,Miguel Zabaco Tomé,Miguel Zarobe Carracedo,Miguel Ángel Domínguez Arienza,Miguel Ángel Dávila Oliver,Miguel Ángel Fernández Calleja,Miguel Ángel Fernández Álvarez,Miguel Ángel Gallego García,Miguel Ángel Gorostarzu Díaz,Miguel Ángel Herrero González,Miguel Ángel Jáñez Folgueral,Miguel Ángel Manso Bührer,Miguel Ángel Martínez Fernández,Miguel Ángel Nuevo del Fraile,Miguel Ángel Oliver Crespo,Miguel Ángel Pérez Lera,Miguel Ángel Rodríguez Fayos,Miguel Ángel Sánchez Martínez,Miguel Ángel Álvarez Tomé,Mikel Amantegui Errandonea,Mikel Saizar Soroa,Mohamed Cheick Ali Touré,Mohamed Kamal Abdeselam El Hamdi,Nahuel Arroyo Mazorra,Narciso Manuel Rodríguez de Armas,Nasser Hakkar,Nathaniel Revetria Soñora,Nicolás Toca Diego,Nikolay Nikolayevich Obolskiy,Noé Calleja García,Néstor Querol Mateu,Oinatz Aulestia Alkorta,Omar Bouiahadj Gutiérrez,Omar Álvarez Burgos,Oriol Riera Magem,Orlando Gutiérrez Callejo,Ouasim Bouy,Pablo Coutado González,Pablo Díaz Vázquez,Pablo García López,Pablo Luis Gila Casado,Pablo López Vidal,Pablo Ormaechea Echauri,Pablo Ruiz Rodríguez,Pablo Suárez Álvarez,Pablo Trigueros Estrada,Pablo Villamandos Villalobos,Pablo Vázquez Pérez,Paulino Martínez Soria,Pedro Andrés Crespo Ardao,Pedro Antonio Recarte Zubeldia,Pedro Blanco Marcos,Pedro Carvalhosa Empis,Pedro Chamorro Briso-Montiano,Pedro López Peláez,Pedro Patón Montilla,Pere Ventura Garcia,Pol Ballesté López,Primitivo Soto Sáez,Rafael Alcaide Crespín,Rafael González Robles,Rafael Juan del Riego Villaverde,Rafael Latapia Villarte,Rafael Muñiz Suárez,Rafael Nicolás,Rafael Porto,Rafael Ramos Jiménez,Raimundo Lorenzo García,Rayan Goes Gasparin,Raúl Borrero Carpintero,Raúl Ibáñez Galdón,Raúl Martínez López,Raúl Moreno Artalejo,Raúl Torres Abad,Ricardo Enrique Mangana Barbera,Ricardo García Sierra,Ricardo Pisón Calzada,Ricardo Álvarez de Mena,Roberto Alarcón González,Roberto Alonso Vidal,Roberto Carlos Fernández Toro,Roberto Carlos García Hernández,Roberto Luis Fresnedoso Prieto,Roberto Rojo Landaburu,Roberto Álvarez López,Rodrigo Antón Moral,Rodrigo Escudero Vega,Rodrigo Ríos Lozano,Rodrigo Suárez Marcos,Rubén Blaya Cayuela,Rubén García Martínez,Rubén Martínez Caballero,Rubén Pardo López,Rubén Rivera Sánchez,Rubén Suárez del Río,Rubén Vega Fuentes,Salvador Montañez Carrasco,Salvador Álvarez Gutiérrez,Samuel Araújo Fernández,Samuel Delgado Serna,Samuel Diarra,Santiago Fernández Torres,Santiago Magallán,Santiago Martínez Barrientos,Santiago Miguélez Álvarez,Santiago Ríos Rodríguez,Santiago Samanés Bonito,Santiago Santos Andrés,Santiago Silvino Carpintero Fernández,Saúl González Real,Sergio Benito Crujera,Sergio Brogno Pazio,Sergio Buenacasa Alba,Sergio Conde Quintana,Sergio Fernández Álvarez,Sergio Gómez Lasa,Sergio Marcos González,Sergio Rueda Monge,Sergio Simón López,Stefan Rodríguez Oreiro,Stephen Babalola,Sultan Hussain Mohamad Hussain Al Brake,Tamim Mohammed Issa Al Muhaza,Tarek Salman Suleiman Odeh,Tarsicio Aguado Arriazu,Teodoro Quintana Aliende,Teófilo Abajo González,Thierry Rua Moutinho,Unai Albizua Urquijo,Valentín Aller García,Valentín Prieto Cantoral,Vicente Borge González,Vicente Manuel Romero Herrera,Virgil Voltaire Thérésin,Víctor Andrés Andrés,Víctor Díaz Suárez,Víctor García Álvarez,Víctor Hugo García Hernández,William Cristofer García Jiménez,Xabier Burgueña Villaño,Yahvé Prieto Rodríguez,Yelko Pino Caride,Yeray González Luis,Yosuke Ideguchi,achín,alindo,alón,amilo,ando,arcilaso,ardón,arraz,avi,bel,eco,ila,lfonso,lfredo,lvarez,nan,oaquín,obertín,omás,riado,scar,uismi,Álvaro José Viña Rodríguez,Álvaro Juan de la Torre Sánchez,Álvaro López Palomino,Álvaro López Álvarez,Álvaro Martínez Beltrán,Álvaro Martínez Navarro,Álvaro Tejedor Tranca,Álvaro Valdés Lias,Ángel Andrés Rodríguez Fernández,Ángel Arias Fernández,Ángel Barrientos Pastrana,Ángel Bastos Teijeira,Ángel García Cabezali,Ángel Iturbe Uranga,Ángel Luis Fernández Pérez,Ángel Luis Pérez Castro,Ángel Manuel Caamaño Mayo,Ángel Manuel Mata Ajuria,Ángel Menéndez Gómez,Ángel Moreno Morcillo,Óscar Cacharrón Mojón,Óscar Carcedo de Juan,Óscar Díez Valderrey,Óscar Fulgencio Fernández Moraleda,Óscar Herreros Hernández,Óscar Javier Gutiérrez Centeno,Óscar Martínez Sarmiento,Óscar Rico Lomas,Óscar Rodríguez Martín,Óscar de Diego Pérez
1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
