year,WinOrLost,Aboubacar Diarra,Abraham Minero Fernández,Adrián González Morales,Ager Aketxe Barrutia,Agustín Azcona Cacho,Agustín Gisasola Zabala,Aimar Sagastibeltza Caballero,Aitor Agirre Carro,Aitor Aldeondo Sarasa,Aitor Arregi Arrieta,Aitor Etxevarría Hernando,Aitor Huegun Etxebarria,Aitor Ibáñez Arana,Aitor Iruarrizaga Amarika,Aitor López Rekarte,Aitor Ocio Carrión,Aitor Tornavaca Fernández,Alain Eizmendi Blanco,Albert Yagüe Jiménez,Alberto Besoy López,Alberto Biota Lejarza,Alberto Ferreiro Tellería,Alberto Recalde Equiza,Alberto Suárez Santos,Alcides Domínguez Marcos,Aleix García Serrano,Alejandro Calvo García,Alejandro Díez Vega,Alejandro García Peña,Alejandro Gálvez Jimena,Alejandro Pozo Pozo,Aleksandar Pantić,Alexander Albístegui Revilla,Alexander Mesa Travieso,Alfonso Valín Gasamanes,Alfonso Vázquez Martín,Alfredo Álvarez de Arcaya Goikoetxea,Amador Herrero Gómez,Ambrosio Landaburu Ibarrondo,Anaitz Arbilla Zabala,Ander Alaña Puerta,Ander Avellaneda Bengoetxea,Ander Cantero Armendariz,Ander Capa Rodríguez,Ander Gayoso Reina,Ander Madariaga Susaeta,Ander Olaizola Aguirre,Andoni Errasti Zabaleta,Andrés González Cardero,Anel Karabeg,Antonio Alberto Cadarso Medrano,Antonio Cristian Glauder García,Antonio García Aranda,Antonio García Cifuentes,Antonio Karmona Herrera,Antonio Lustres Alarcón,Antonio Manuel Luna Rodríguez,Antonio María Alcorta Echeverría,Aquilino Etxarri Ollokiegi,Aritz Muguruza Peña,Aritz Solabarrieta Aranzamendi,Asier Etxaburu Diz,Asier García Fuentes,Asier Garitano Agirrezabal,Asier Goiria Etxebarria,Asier Iriondo Ibaibarriaga,Asier Riesgo Unamuno,Asier Sánchez Gil,Avimileth Rivas Quintero,Axier Intxaurraga Mendia,Benigno Guesalaga Múgica,Bernardo Landarivar,Beñat Larrañaga Urdanpilleta,Bingen Erdozia Gorostegi,Bixente Oyarzabal Odriozola,Borja Ekiza Imaz,Borja González Tomás,Brian Thaylor Lubanzadio Aldama,Bryan Gil Salvatierra,Carlos Rubén Esteban Rodríguez,Carlos Tornero Ibáñez,Carlos Xabier Pascual Luca de Tena,Carmelo Yuste Yuste,Charles Dias de Oliveira,Christian Rivera Hernández,Crescencio Cuéllar Tainta,Cristian Gutiérrez Vizcaino,César Fernández de las Heras Caneda,César Olaiz Nogués,Damian Kadzior,Damián Diego Ísmodes Saravia,Daniel Bautista Pina,Daniel Cifuentes Alfaro,Daniel García Carrillo,Daniel Lasure Briz,Daniel Martino Morro,Daniel Nieto Vela,Daniel Salas del Sar,David Acaz Martínez,David Asensio López,David Cordón Mesa,David Josué Jiménez Silva,David Juncà Reñé,David Mainz Navarro,David Malo Azagra,David Rodríguez Lombán,David Ruiz Gómez,David Velázquez Rivera,David Zurutuza Veillet,Dejan Lekić,Derek Owusu Boateng,Diego Asorey Pego,Diego Cascón Sandoval,Diego David Jiménez Martínez,Diego Rivas Gutiérrez,Diego Rivas Rego,Díaz de Guereñu Gonzalo,Dídac Vilà Roselló,Eddy Silvestre Pascual Israfilov,Eduardo Alonso Álvarez,Eduardo Expósito Jaén,Eduardo Roldán de Aranguiz López,Egoitz Sukia Esnaola,Ekhi Bravo Doiz,Eldin Hadžić Osmanović,Eneko Bóveda Altube,Eneko Romo Arangoa,Enrique Cebrià Alcover,Enrique García Martínez,Enrique González Casín,Enrique Irazoki Otxoteko,Enrique Mateo Montoya,Enrique Ormaetxea Axpe,Estanislao Carrera Sarasola,Esteban Chinchurreta Ormazábal,Esteban Rodrigo Burgos,Estéfano Izaguirre Godineau,Eusebio Zabalza Lotina,Eñaut Mendia Berasategui,Eñaut Zubikarai Goñi,Fabián Ariel Orellana Valenzuela,Federico Piovaccari,Fermín Balbás Corral,Fermín Carrillo Martínez,Fernando Javier Llorente Torres,Fernando Juaristi Tapia,Fernando Regalado,Florian Lejeune,Francesc Regis Crespí,Francisco Aguirrezabalaga Arreitunandia,Francisco Feuillassier Abalo,Francisco Hernández Hernández,Francisco Ibarzabal Eizaguirre,Francisco Javier Aranegui Zabaleta,Francisco Javier Artucha Iza,Francisco Javier Elkoro Gabilondo,Francisco Javier Guruceta Muro,Francisco Javier Gómez Torrijos,Francisco Javier Olcoz Flamarique,Francisco Javier Oliden Álvarez,Francisco Javier Pérez Martínez,Francisco Javier Rey García,Francisco José Corredoira González,Francisco Manuel Rico Castro,Francisco Sol Ortiz,Francisco Sutil Tirado,Francisco de Borja Fernández Fernández,Frederico André Ferrão Venâncio,Félix Gallastegui Mújica,Gabriel Gómez Román,Gabriel Medina Piris,Gaizka Garitano Aguirre,Gaizka Saizar Lekuona,Gaizka Toquero Pinedo,Galder Izaola Azcona,Galder Zubizarreta Villanueva,Garikoitz Basauri Amezua,Garikoitz Uranga Luluaga,Gartzen Telletxea Goienetxea,Gaspar Barriola Alduncin,Gerardo Federico Magallanes González,Germán Albistegi Zamakola,Germán Beltrán Juárez,Gilvan Gomes Vieira,Gontzal Suances Begeria,Gonzalo Escalante,Gorka Badiola Uranga,Gorka Brit Gallego,Gorka García Zubikarai,Gorka González González,Gorka Guarrotxena Menarguez,Gorka Iraizoz Moreno,Gorka Kijera Salaberria,Gorka Orue Arana,Gorka Soria Arretxe,Gregorio Soria Arretxe,Guillermo Roldán Méndez,Gustavo Exequiel Blanco Leschuk,Gustavo Souto Sampedro,Haritz Albisua Laskurain,Hilario Ríos Núñez,Hodei Arrillaga Elezgarai,Iban Fagoaga Aguirre,Ibon Muguruza Egurrola,Ibón Amuchástegui Múgica,Ibón Larrazábal Landa,Ignacio García Rodríguez,Ignacio Garro Gómez de Carrero,Ignacio Insa Bohigues,Ignacio Larrarte Aranceta,Ignacio Manuel Sáenz de Cenzano Zaforas,Ignacio Miguel Pradera Azkune,Igor Anatolyevich Lediakhov,Igor Arenaza Chinchurreta,Igor Jáuregi Iraola,Iker Alday Igartua,Iker Fernández Muñoz,Iker Garai Martínez,Iker Muniozguren Herrera,Iker Sarriegi Etxabe,Iker Urraka Oliveira,Imanol Bikandi Sagarminaga,Imanol Corral Matellán,Imanol Etxeberria Egaña,Imanol García de Albéniz Crecente,Imanol Pérez Lujambio,Imanol Sarriegi Isasa,Ion Ansotegi Gorostola,Ion Arriarán,Ion Errasti Zabaleta,Ion García Hernández,Iosu Argoitia Gorostiaga,Isaac Aketxe Barrutia,Isidoro Agudo Villarroel,Iván Alejo Peralta,Iván Andrés Ramis Barrios,Iván Casquero Cosio,Iván Cuéllar Sacristán,Iván Romero Mingo,Izet Hajrović,Iñaki Aldalur Aizpurua,Iñaki Altuna Zinkunegi,Iñaki Andoni Arrieta Arrillaga,Iñaki Descarga Retegui,Iñaki Léniz Bengoetxea,Iñaki Martínez Bravo,Iñaki Martínez Rubio,Iñaki Sainz Beascoetxea,Iñigo Arriola Díez,Iñigo Barrenetxea García,Iñigo Bilbao Etxebarría,Iñigo Retegi Cuende,Iñigo Ros Añón,Iñigo Uribarri Aberasturi,Iñigo Vélez de Mendizabal Fernández de Garaialde,Jaime Jiménez Merlo,Jaime Jordán de Urríes Fernández,Javier Ballesteros Tomás,Javier Bellido Plaza,Javier Gurrutxaga Rivero,Javier Lara Grande,Javier Lezaun Ezpeleta,Javier María Castañón Larrea,Javier Muñoz Jiménez,Javier Olaizola Rodríguez,Javier Rodríguez Gonzalvo,Javier Ros Añón,Javier Sa Pasarín,Javier Urrutia Ruiz,Javier Yubero Solanilla,Javier Zugadi Eiguren,Jesús Clemente Ochoa,Jesús Hidalgo Bermejo,Jesús María Aguirregomezcorta Galdos,Jesús María Bastida Montoya,Jesús María Biain Etxaniz,Jesús María Castillo Barrenechea,Jesús María Eguren Martínez de Alegría,Jesús María Lacasa Ayerbe,Jesús María Larrañaga Biain,Joan Jordán Moreno,Joaquín Andrés Moso Hernández,Joaquín María Elustondo Mendiolea,Jokin Aginaga Amubieta,Jokin Elezkano Revilla,Jokin López Elosegui,Jokin Uria Lekuona,Jon Aginaga Bengoetxea,Jon Altamira Areizaga,Jon Altuna Mendizábal,Jon Ander Lambea Aranguiz,Jon Ander López Maquiera,Jon Bautista Orgillés,Jon Igoa García,Jon Irazustabarrena Lizarralde,Jon Kepa Ormaza Martínez,Jon Kortina Bertol,Jon Mikel Magunagoitia Blasco,Jon Moya Martín,Jon Solaun Akarregi,Jon Soto Foronda,Jon Urzelai Inza,Jon Varela Prol,Jon Zamarripa Agirrezabala,Jordi Calavera Espinach,Jorge Azkoitia Gabiola,Jorge Cabeza Jareño,Jorge Gómez Mediavilla,Jorge Iván Pailós Gaitán,Jorge Luis Yriarte González,Jorge Rodríguez Mínguez,Jorge Sánchez Pérez,Jose María Arroyabe,Joseba Arregui Magareño,Joseba Arriaga Dosantos,Joseba Irazusta Otaño,Joseba Lizaso Odriozola,Joseba Llorente Etxarri,Joseba del Olmo García,Josip Radošević,Josu Egaña Olano,Josu Etxaniz Irazabal,Josu Hernáez Lopetegui,Josu Sarriegi Zumárraga,Josu Ugarte Arregui,Josué Dorrio Ortega,José Antonio Baqué Atorrasagasti,José Antonio Espín Puerta,José Antonio Gómez Romón,José Antonio Larrañaga Sanmartín,José Antonio Lasa de la Iglesia,José Antonio Martínez Gil,José Antonio Rodríguez Munera,José Antonio Ríos Reina,José Antonio Sukunza Suárez,José Corpas Serna,José Diego Álvarez Álvarez,José Eduardo Berriozábal Solavarrieta,José Felix Guerrero López,José Francisco Urbieta,José Félix Gallastegi Bilbao,José Félix Garrido Muro,José Gallastegui Otaduy,José Ignacio Garmendia Mendizábal,José Ignacio López Rekarte,José Ignacio Peleteiro Ramallo,José Javier Barkero Saludes,José Javier Oyarbide Oscoz,José Jorge Saavedra Muñoz,José Luis Arreche Arrizabalaga,José Luis Astiazaran Iriondo,José Luis Ballesteros Arienza,José Luis Echave Mancisidor,José Luis García del Pozo,José Luis Morales Nogales,José Luis Olasagasti Arrue,José Luis Ribera Uranga,José Manuel Galdames Ibáñez,José Manuel Martín Rodríguez,José Manuel Menéndez Erimia,José Manuel Rodríguez Benito,José María Agiriano Gutiérrez,José María Artola Urrutia,José María Añibarro Astondoa,José María Bautista Monente,José María Cases Hernández,José María Luluaga Altuna,José María Otaduy Urcelay,José María San Sebastián Aguirre,José Miguel Egaña Errasti,José Muñoz Sarasola,José Romero Urtasun,José Zamora Girona,José Ángel Rodríguez de la Peña,José Ángel Ugartemendia Urdanpilleta,José Ángel Valdés Díaz,Juan Antonio Azpillaga Arrizabalaga,Juan Antonio Martínez Apesteguia,Juan Antonio Martínez de Luco Zubikaray,Juan Bautista Ayerbe Macazaga,Juan Berrocal González,Juan Carlos Arana Gómez,Juan Carlos Caballero Marín,Juan Carlos Eguiguren Arrasate,Juan Carlos Gavilán Rodríguez,Juan Carlos Gómez,Juan Carlos Gómez de Segura Serna,Juan Carlos Lozano Izquierdo,Juan Carlos Lázaro Cervera,Juan Carlos Rebollo Tabero,Juan Diego Molina Martínez,Juan Domínguez Otaegi,Juan Eleder Acedo Elorriaga,Juan Ignacio Azkargorta Uriarte,Juan José Rodríguez Aguado,Juan José Santesteban,Juan José Silvestre Cantó,Juan José Álvarez Rubio,Juan Lizarazu,Juan Manuel Arzuaga Esquiño,Juan Manuel Cabrejo Pasantes,Juan María Esnaola Escudero,Juan María Lersundi Gacetabeitia,Juan Ramón Arrue Saizar,Juan Ugarte Aiestarán,Juan Ángel Domínguez Petralanda,Juan Ángel Uriarte García,Julen Azkue Unzueta,Julen Gonzalo Estébanez,Julen Iriarte Villanueva,Julen López Salas,Julen del Val Zenarruzabieta,Julio Tejero Ruiz,Junior Wakalible Lago,Justo Ruiz González,Kepa Zarraga Arregui,Koldo Arce Saralegi,Koldo Erostarbe Tubilla,Koldo Sarasúa Gamazo,Konrad de la Fuente,Kévin Manuel Rodrigues,Lander Hortelano Hortelano,Lluís Codina Codina,Lorenzo Gutiérrez Osa,Luca Zinedine Zidane Fernández,Luciano Iturrino Zenekorta,Luis Eceiza Lizarribar,Luis Felipe Navas Echevarría,Luis Fernando Rodríguez Astigarraga,Luis Garmendia Aldanondo,Luis Ignacio Ibáñez Echeverría,Luis Javier Mendigain Bengoetxea,Luis Martín Sukia,Luis María Iraola Alberdi,Luis María Olaizola,Luis Michelena Campos,Luis Prieto Zalbidegoitia,Luis Romero Santa Cristina,Luís Rafael Soares Alves,Manuel Alejandro García Sánchez,Manuel Almunia Rivero,Manuel Castellano Castro,Manuel Castiñeiras Porto,Manuel Herrera Yagüe,Manuel Hidalgo Jiménez,Manuel Lanzarote Bruno,Manuel Mújica Unzueta,Manuel del Moral Fernández,Manuel Ángel Esteban,Marc Cardona Rovira,Marc Cucurella Saseta,Mario Bermejo Castanedo,Mario Soriano Carreño,Markel Arana Mateo,Markel Areitio Cedrún,Markel Bergara Larrañaga,Markel Robles Zugadi,Marko Dmitrović,Martín Begiristain Arruti,Martín Irazoki Zozaia,Matheus Pereira da Silva,Matías Alejandro Ibáñez Basualdo,Mauro Javier dos Santos,Miguel Bedaio Aizpiri,Miguel Marí Sánchez,Miguel María Beistegui Arzuaga,Miguel Ángel Atienza Villa,Miguel Ángel Cortabarría Mendiola,Miguel Ángel Fuentes Azpiroz,Miguel Ángel Iriarte Aranguren,Miguel Ángel López-Cedrón Freije,Miguel Ángel Maguregui Ruiz,Miguel Ángel Sebastián Romero,Mikel Abaroa Sesma,Mikel Arregi Alberdi,Mikel Arribas Lozano,Mikel Arruabarrena Arambide,Mikel Etxabe Loidi,Mikel Juaristi Ariznabarreta,Mikel Kortina Bertol,Mikel Loinaz Balda,Mikel Yarza,Mikel Zabala Ojeda,Moisés Hurtado Pérez,Nicolás Esteban Medina Ríos,Néstor Susaeta Jaurrieta,Oinatz Aulestia Alkorta,Orlando Gutiérrez Callejo,Oskitz Estefanía Gil,Pablo Ezequiel De Blasis,Pablo Hervías Ruiz,Pablo Zuluaga Régulez,Pantzeska Xabier Rebollo Francia,Papakouly Diop,Paul Abasolo Amantegui,Paul Álvarez Plazola,Paulino Albizu Lizegi,Paulo André Rodrigues de Oliveira,Pedro Aitor Arregui Artano,Pedro Bigas Rigo,Pedro León Sánchez Gil,Pedro Mairata Gual,Pedro María Matxon Franco,Pedro María Olano Odriozola,Pedro María Ontoria San Saturnino,Pere Milla Peña,Peru Nolaskoain Esnal,Picado González,Rafael Brieva Primo,Rafael López Gómez,Ramón Borrell Iglesias,Ramón Campos Izquierdo,Ramón Murguiondo Mutiloa,Raúl Albentosa Redal,Raúl García Fernández,Raúl Gañán Bermúdez,Raúl Loroño Echevarría,Raúl Rodríguez Navas,Ricardo Arrien Iriondo,Ricardo Sebastián Varela Borges,Roberto Antonio Correa Silva,Roberto Carlos Yangüela Angulo,Roberto Cuevas Martín,Roberto Lombraña Hompanera,Roberto Martínez Rípodas,Roberto Olabe del Arco,Roberto Olaizola Bikandi,Roberto Pampín López,Roberto Rodríguez Puertas,Rubén Arroyo Lloret,Rubén Falcón Mínguez,Rubén García Martínez,Rubén Peña Jiménez,Rubén Suárez del Río,Rudy Carlier,Samuel Piette,Saúl Berjón Pérez,Sebastián Carlos Cristóforo Pepe,Sendoa Aguirre Basterretxea,Sergi Enrich Ametller,Sergio Cubero Ezkurra,Sergio Francisco Ramos,Sergio Gontán Gallardo,Sergio Tejero García,Sergio Villanueva Fernández,Sergio de la Cruz Suárez,Sergio Álvarez Díaz,Simone Verdi,Stefan Simič,Takashi Inui,Tiago Manuel Dias Correia,Unai Arietaleanizbeaskoa Miota,Unai Dufur Espelosín,Unai Ruiz-Zeberio Almandoz,Unai Vencedor Paris,Urko Vera Mateos,Vicente Uriz Balliriain,Vincent Lucas Weijl,Virgilio Alcalde,Vukašin Jovanović,Víctor Ibáñez Pascual,Víctor Manuel Morales Jiménez,Wifredo Durango Obregón,Xabier Alberdi Etxaniz,Xabier Alonso Olano,Xabier Burgueña Villaño,Xabier Cortés Ayestarán,Xabier Eizaguirre Aizpurua,Xabier Etxeita Gorritxategi,Xabier Garalde Gorostola,Xabier Guruzeta Aizpún,Xabier Iruretagoiena Artzamendi,Xabier Jáuregi Blanco,Xabier Sánchez Bringas,Ximun Duhour Demay,Yacine Qasmi,Yanis Mouloud Rahmani Cordeiro,Yeray Ortega Guarda,Yoel Rodríguez Oterino,Yoshinori Muto,Yuri Berchiche Izeta,Zigor Aranalde Sarasola,Zigor Goikuria Garmendia,abala,agate,chaguíbel,hemari,ico,lduncin,lguezua,lizalde,nan,onzález,ramburu,ujanda,urrutxaga,zkarate,Álvaro Martínez Aginaga,Álvaro Roncal Rivera,Álvaro Tejero Sacristán,Álvaro Vadillo Cifuentes,Ángel Gárate Cendoya,Ángel Luis Rodríguez Díaz,Ángel López Pérez,Ángel María Arguiñano Casasola,Ángel Ortega García,Ángel Troncho Beltrán,Òscar Sielva Moreno,Óscar Artetxe Paskual,Óscar Carrasco Sojo,Óscar Galindo Barroso,Óscar Pérez Bovela,Óscar Santor Martínez,árate
1970,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
