WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;
0;1992;Numancia;Baracaldo;2-2;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;José María Güembe Torrecilla;José Luis Inza Arrastio;Santiago Iñigo Huarte;Octavio César Viñals González;Fernando Lerga Martínez;Francisco José Cancillo Gay;José García Juárez;Yelidá Oyola Palacios;Víctor Manuel Bermúdez García;Carlos Herrero Gutiérrez;José Alberto López Pérez;;;;;
1;1992;Numancia;Valladolid B;3-1;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;José María Güembe Torrecilla;Santiago Iñigo Huarte;José Alberto López Pérez;Octavio César Viñals González;Fernando Lerga Martínez;Francisco José Cancillo Gay;José García Juárez;Yelidá Oyola Palacios;Víctor Manuel Bermúdez García;Juan Carlos Pereira Ruiz;Ignacio García García;;;;;
0;1992;Zaragoza B;Numancia;2-0;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;José Luis Inza Arrastio;José María Güembe Torrecilla;Santiago Iñigo Huarte;Octavio César Viñals González;Fernando Lerga Martínez;Ignacio García García;Francisco José Cancillo Gay;José García Juárez;Víctor Manuel Bermúdez García;Yelidá Oyola Palacios;Juan Carlos Pereira Ruiz;;;;;
0;1993;Andorra CF;Numancia;5-5;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Octavio César Viñals González;Fernando Lerga Martínez;Mario Rubio González;uisma;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;José Alberto Marina Miranda;Pablo Sánchez Rodríguez;;;;;
0;1993;Numancia;Andorra CF;0-1;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Fernando Lerga Martínez;Mario Rubio González;Juan Carlos Bustillo Busalacchi;uisma;Pablo Machín Díez;José Alberto Marina Miranda;José García Juárez;Juan Carlos Pereira Ruiz;Sergio Olmeda Marina;uis;;;;;
0;1993;Real Sociedad B;Numancia;0-0;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Octavio César Viñals González;Fernando Lerga Martínez;Mario Rubio González;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;Carlos Herrero Gutiérrez;Antonio Alfageme Bragado;Pablo Machín Díez;uisma;José Alberto Marina Miranda;;
0;1993;Numancia;Alavés;0-1;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;Carlos Herrero Gutiérrez;Mario Rubio González;;;;;
1;1993;Basconia;Numancia;0-2;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Mario Rubio González;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;Carlos Herrero Gutiérrez;José Alberto Marina Miranda;;;;;
0;1993;Numancia;Logroñés B;0-3;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;Mario Rubio González;Carlos Herrero Gutiérrez;;;;;
0;1993;Lemona;Numancia;2-1;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;Mario Rubio González;Luis Molina de la Mata;;;;;
0;1993;Numancia;Beasain;0-1;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Octavio César Viñals González;Mario Rubio González;Pablo Machín Díez;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;Luis Molina de la Mata;Carlos Herrero Gutiérrez;;;;;
0;1993;Sestao;Numancia;2-0;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Octavio César Viñals González;Pablo Machín Díez;Mario Rubio González;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;Luis Molina de la Mata;José García Juárez;Carlos Herrero Gutiérrez;uisma;;;;;
1;1993;Numancia;Tudelano;2-0;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Mario Rubio González;Juan Carlos Bustillo Busalacchi;Carlos Herrero Gutiérrez;Iñigo Sáenz Jiménez;José García Juárez;Luis Molina de la Mata;José Alberto Marina Miranda;;;;;;
1;1993;Touring;Numancia;3-4;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Mario Rubio González;Juan Carlos Bustillo Busalacchi;Iñigo Sáenz Jiménez;José García Juárez;Luis Molina de la Mata;Juan Carlos Pereira Ruiz;;;;;;
1;1993;Numancia;Andorra CF;5-1;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Mario Rubio González;José García Juárez;Iñigo Sáenz Jiménez;Luis Molina de la Mata;Carlos Herrero Gutiérrez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;;;;;
0;1993;Palencia;Numancia;2-0;Laureano Echevarría Perales;José María Güembe Torrecilla;Pablo Sánchez Rodríguez;Juan Carlos Bernad Esteban;Mario Rubio González;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Iñigo Sáenz Jiménez;Luis Molina de la Mata;José García Juárez;Juan Carlos Pereira Ruiz;Carlos Herrero Gutiérrez;;;;;
0;1993;Osasuna B;Numancia;0-0;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;Carlos Herrero Gutiérrez;Luis Molina de la Mata;José Alberto Marina Miranda;;;;;;
1;1993;Numancia;Valladolid B;3-0;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;Carlos Herrero Gutiérrez;Luis Molina de la Mata;Juan Carlos Pereira Ruiz;Mario Rubio González;;;;;
1;1993;Izarra;Numancia;0-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;Luis Molina de la Mata;Juan Carlos Pereira Ruiz;José Alberto Marina Miranda;;;;;
0;1993;Numancia;Baracaldo;0-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;José García Juárez;Carlos Herrero Gutiérrez;Juan Carlos Pereira Ruiz;José Alberto Marina Miranda;;;;;;;
1;1993;Numancia;Utebo;2-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;Carlos Herrero Gutiérrez;Mario Rubio González;Juan Carlos Pereira Ruiz;;;;;
1;1993;Real Unión;Numancia;0-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;Juan Carlos Pereira Ruiz;José Alberto Marina Miranda;uisma;Mario Rubio González;;;;;
1;1993;Numancia;Gimnástica de Torrelavega;1-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Carlos Herrero Gutiérrez;Mario Rubio González;;;;;
0;1993;Bermeo;Numancia;0-0;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;Iñigo Sáenz Jiménez;Juan Carlos Pereira Ruiz;José García Juárez;José Alberto Marina Miranda;Fernando Lerga Martínez;Carlos Herrero Gutiérrez;;;;;
1;1993;Numancia;Real Sociedad B;3-2;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Carlos Herrero Gutiérrez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Luis Molina de la Mata;Alfonso Moreno Fernández;Antonio Alfageme Bragado;Pablo Machín Díez;uisma;;
0;1993;Alavés;Numancia;1-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;uisma;Alfonso Moreno Fernández;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;José García Juárez;Luis Molina de la Mata;José Alberto Marina Miranda;Carlos Herrero Gutiérrez;Pablo Machín Díez;;;;;
1;1993;Numancia;Basconia;2-0;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Carlos Herrero Gutiérrez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Alfonso Moreno Fernández;Luis Molina de la Mata;;;;;
1;1993;Logroñés B;Numancia;0-2;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Luis Molina de la Mata;Alfonso Moreno Fernández;;;;;
1;1993;Numancia;Lemona;2-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Alfonso Moreno Fernández;Carlos Herrero Gutiérrez;;;;;
0;1993;Beasain;Numancia;1-1;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Alfonso Moreno Fernández;uisma;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Pablo Machín Díez;Luis Molina de la Mata;;;;;
1;1993;Numancia;Sestao;1-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Alfonso Moreno Fernández;Juan Carlos Bustillo Busalacchi;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;uisma;Luis Molina de la Mata;;;;;
1;1993;Tudelano;Numancia;0-2;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Alfonso Moreno Fernández;Fernando Lerga Martínez;;;;;
1;1993;Numancia;Touring;2-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Alfonso Moreno Fernández;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Fernando Lerga Martínez;Luis Molina de la Mata;;;;;
1;1993;Andorra CF;Numancia;1-2;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Alfonso Moreno Fernández;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Fernando Lerga Martínez;;;;;;
1;1993;Numancia;Palencia;1-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;uisma;Alfonso Moreno Fernández;;;;;
1;1993;Utebo;Numancia;0-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;uisma;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;Juan Carlos Pereira Ruiz;José Alberto Marina Miranda;Alfonso Moreno Fernández;;;;;
1;1993;Numancia;Osasuna B;4-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Alfonso Moreno Fernández;Carlos Herrero Gutiérrez;;;;;
0;1993;Valladolid B;Numancia;1-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Alfonso Moreno Fernández;uisma;;;;;
1;1993;Numancia;Izarra;1-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Juan Carlos Bustillo Busalacchi;José García Juárez;Carlos Herrero Gutiérrez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;uisma;Alfonso Moreno Fernández;;;;;
0;1993;Baracaldo;Numancia;2-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Alfonso Moreno Fernández;Juan Carlos Bustillo Busalacchi;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;uisma;José García Juárez;;;;;
1;1993;Numancia;Real Unión;2-0;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;uisma;Juan Carlos Bustillo Busalacchi;José García Juárez;Iñigo Sáenz Jiménez;Juan Carlos Pereira Ruiz;José Alberto Marina Miranda;Carlos Herrero Gutiérrez;;;;;;
0;1993;Gimnástica de Torrelavega;Numancia;6-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Ignacio García García;Alfonso Moreno Fernández;uisma;Pablo Machín Díez;Iñigo Sáenz Jiménez;José Alberto Marina Miranda;Carlos Herrero Gutiérrez;Luis Molina de la Mata;Antonio Alfageme Bragado;Fernando Lerga Martínez;;;;;
1;1993;Numancia;Bermeo;1-0;Antonio Alfageme Bragado;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;Juan Carlos Bernad Esteban;Octavio César Viñals González;Fernando Lerga Martínez;Alfonso Moreno Fernández;José García Juárez;Iñigo Sáenz Jiménez;Juan Carlos Pereira Ruiz;José Alberto Marina Miranda;Carlos Herrero Gutiérrez;Juan Carlos Bustillo Busalacchi;;;;;
0;1993;Numancia;Langreo;2-2;Laureano Echevarría Perales;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Juan Carlos Bernad Esteban;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;José García Juárez;José Alberto Marina Miranda;Alfonso Moreno Fernández;Carlos Herrero Gutiérrez;;;;;
0;1993;Extremadura;Numancia;1-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;José García Juárez;José Alberto Marina Miranda;Juan Carlos Pereira Ruiz;Alfonso Moreno Fernández;;;;;;
0;1993;Numancia;Extremadura;0-0;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;José María Güembe Torrecilla;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;José Alberto Marina Miranda;uisma;Alfonso Moreno Fernández;;;;;
0;1993;Langreo;Numancia;1-1;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Ignacio García García;uisma;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;Luis Molina de la Mata;Carlos Herrero Gutiérrez;;;;;
0;1993;Numancia;Manlleu;0-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan Carlos Bernad Esteban;José María Güembe Torrecilla;Octavio César Viñals González;Fernando Lerga Martínez;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;Iñigo Sáenz Jiménez;José García Juárez;José Alberto Marina Miranda;Alfonso Moreno Fernández;;;;;;
0;1993;Manlleu;Numancia;1-1;Laureano Echevarría Perales;Juan Carlos Bernad Esteban;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;Octavio César Viñals González;Alfonso Moreno Fernández;Fernando Lerga Martínez;Ignacio García García;Juan Carlos Bustillo Busalacchi;Juan Carlos Pereira Ruiz;José García Juárez;uisma;Carlos Herrero Gutiérrez;;;;;
1;1994;Numancia;Logroñés B;1-0;Laureano Echevarría Perales;Juan López Bravo;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;;;;;;;
0;1994;Osasuna B;Numancia;2-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Juan López Bravo;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Enrique Alonso Fernández;José Luis Soto María;Jorge Barbarin Gárriz;José García Juárez;Raúl Ruiz Benito;César García García;;;;;;
1;1994;Numancia;Baracaldo;3-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Juan Ignacio Martínez Granado;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Alberto Parras Miguel;César García García;;;;;
1;1994;Lemona;Numancia;1-5;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;César García García;Alberto Parras Miguel;;;;;
1;1994;Numancia;Gimnástica de Torrelavega;5-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Roberto Ayensa Aroz;Alberto Parras Miguel;;;;;
1;1994;Numancia;Alavés;3-0;Laureano Echevarría Perales;Juan López Bravo;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;César García García;Roberto Ayensa Aroz;Francisco Bedia Arregui;Alberto Parras Miguel;José García Juárez;Jorge Barbarin Gárriz;Enrique Alonso Fernández;José Luis Soto María;;;;;
0;1994;Sestao;Numancia;1-0;Laureano Echevarría Perales;Juan López Bravo;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Enrique Alonso Fernández;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Alberto Parras Miguel;José García Juárez;;;;;
0;1994;Alavés;Numancia;2-2;Laureano Echevarría Perales;Santiago Iñigo Huarte;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Roberto Ayensa Aroz;Enrique Alonso Fernández;Jorge Barbarin Gárriz;José Luis Soto María;José García Juárez;Raúl Ruiz Benito;César García García;Alberto Parras Miguel;;;;;
1;1994;Numancia;Tudelano;2-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Alberto Parras Miguel;Juan Ignacio Martínez Granado;;;;;
1;1994;Zaragoza B;Numancia;1-5;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Víctor Alfonso Serrano Mosquera;Octavio César Viñals González;Francisco Bedia Arregui;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Roberto Ayensa Aroz;Juan Ignacio Martínez Granado;;;;;
0;1994;Numancia;Rayo Vallecano;0-2;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;Santiago Iñigo Huarte;Juan Ignacio Martínez Granado;César García García;Francisco Bedia Arregui;Roberto Ayensa Aroz;Enrique Alonso Fernández;Alberto Parras Miguel;José Luis Soto María;José García Juárez;Jorge Barbarin Gárriz;Octavio César Viñals González;;;;;
0;1994;Numancia;Casetas;0-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Juan Ignacio Martínez Granado;César García García;Francisco Bedia Arregui;Enrique Alonso Fernández;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Pablo Sánchez Rodríguez;Alberto Parras Miguel;;;;;
1;1994;Hullera;Numancia;2-4;Laureano Echevarría Perales;José María Güembe Torrecilla;Santiago Iñigo Huarte;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Enrique Alonso Fernández;Jorge Barbarin Gárriz;José Luis Soto María;José García Juárez;Raúl Ruiz Benito;Alberto Parras Miguel;Roberto Ayensa Aroz;;;;;
0;1994;Rayo Vallecano;Numancia;2-2;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;Juan López Bravo;José María Güembe Torrecilla;Octavio César Viñals González;César García García;Alberto Parras Miguel;Juan Ignacio Martínez Granado;Roberto Ayensa Aroz;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Ignacio García García;;;;;
1;1994;Numancia;Izarra;2-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Roberto Ayensa Aroz;Alberto Parras Miguel;;;;;
1;1994;Bermeo;Numancia;0-2;Laureano Echevarría Perales;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Enrique Alonso Fernández;José Luis Soto María;Jorge Barbarin Gárriz;José García Juárez;Raúl Ruiz Benito;Pablo Sánchez Rodríguez;;;;;;
1;1994;Numancia;Real Sociedad B;1-0;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Enrique Alonso Fernández;José Luis Soto María;Jorge Barbarin Gárriz;José García Juárez;Raúl Ruiz Benito;César García García;Alberto Parras Miguel;Antonio Alfageme Bragado;Roberto Ayensa Aroz;Juan López Bravo;;
1;1994;Real Unión;Numancia;0-1;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;Santiago Iñigo Huarte;José María Güembe Torrecilla;Octavio César Viñals González;Alberto Parras Miguel;Víctor Alfonso Serrano Mosquera;Enrique Alonso Fernández;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;José García Juárez;Roberto Ayensa Aroz;;;;;
1;1994;Numancia;Palencia;1-0;Laureano Echevarría Perales;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Enrique Alonso Fernández;Francisco Bedia Arregui;Juan Ignacio Martínez Granado;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Alberto Parras Miguel;Roberto Ayensa Aroz;;;;;
0;1994;Beasain;Numancia;3-1;Laureano Echevarría Perales;Santiago Iñigo Huarte;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Alberto Parras Miguel;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;José Luis Soto María;Jorge Barbarin Gárriz;Raúl Ruiz Benito;Roberto Ayensa Aroz;César García García;;;;;
0;1994;Numancia;Amurrio;0-1;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;José María Güembe Torrecilla;Octavio César Viñals González;Víctor Alfonso Serrano Mosquera;Francisco Bedia Arregui;Enrique Alonso Fernández;José García Juárez;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;Alberto Parras Miguel;Roberto Ayensa Aroz;;;;;
1;1994;Gernika;Numancia;0-1;Laureano Echevarría Perales;Pablo Sánchez Rodríguez;Santiago Iñigo Huarte;Juan López Bravo;Octavio César Viñals González;Roberto Ayensa Aroz;Francisco Bedia Arregui;Enrique Alonso Fernández;Jorge Barbarin Gárriz;José Luis Soto María;Raúl Ruiz Benito;César García García;Alberto Parras Miguel;;;;;
