WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,
1,1996,Albacete,Atlético de Madrid B,1-0,Joaquín Enrique Valerio Olivera,José Manuel Rodríguez Ortega,Mario Romero Cañego,Diego Rodríguez Fernández,Petar Vasiljević Marković,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Iván Helguera Bujía,Daniel Bouzas Pan,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Manuel Salvador Serra,David de la Hera Baños,Jesús Muñoz Calonge,,,,
0,1996,Badajoz,Albacete,0-0,Joaquín Enrique Valerio Olivera,Diego Rodríguez Fernández,Petar Vasiljević Marković,Albert Tomàs Sobrepera,José Manuel Cabrera Menéndez,Jesús Muñoz Calonge,Manuel Salvador Serra,José Joaquín Moreno Verdú,David de la Hera Baños,Daniel Toribio Aquino Antúnez,Daniel Bouzas Pan,Mario Romero Cañego,Gonzalo Arguiñano Elezkano,Moussa Yahaya,,,,
1,1996,Albacete,Mallorca,3-2,Joaquín Enrique Valerio Olivera,Mario Romero Cañego,Diego Rodríguez Fernández,Gonzalo Arguiñano Elezkano,José Manuel Cabrera Menéndez,Jesús Muñoz Calonge,José Joaquín Moreno Verdú,Iván Helguera Bujía,Manuel Salvador Serra,Moussa Yahaya,Daniel Toribio Aquino Antúnez,Javier Alejandro Espínola,David de la Hera Baños,Vicente Blanco Sánchez,,,,
1,1996,Alavés,Albacete,0-2,Joaquín Enrique Valerio Olivera,Diego Rodríguez Fernández,Gonzalo Arguiñano Elezkano,Juan Luis Bernal Cuéllar,José Manuel Cabrera Menéndez,Jesús Muñoz Calonge,José Joaquín Moreno Verdú,Iván Helguera Bujía,Manuel Salvador Serra,Daniel Toribio Aquino Antúnez,Moussa Yahaya,José Manuel Rodríguez Ortega,Daniel Bouzas Pan,David de la Hera Baños,,,,
1,1996,Albacete,Levante,1-0,Joaquín Enrique Valerio Olivera,José Manuel Rodríguez Ortega,Mario Romero Cañego,Diego Rodríguez Fernández,Gonzalo Arguiñano Elezkano,Jesús Muñoz Calonge,José Joaquín Moreno Verdú,Iván Helguera Bujía,Manuel Salvador Serra,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Petar Vasiljević Marković,Vicente Blanco Sánchez,Daniel Bouzas Pan,,,,
0,1996,Eibar,Albacete,1-0,Joaquín Enrique Valerio Olivera,José Manuel Rodríguez Ortega,Gonzalo Arguiñano Elezkano,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,José Manuel Cabrera Menéndez,Manuel Salvador Serra,José Joaquín Moreno Verdú,Iván Helguera Bujía,Daniel Bouzas Pan,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Petar Vasiljević Marković,Jesús Muñoz Calonge,,,,
0,1996,Albacete,Lleida,0-1,Joaquín Enrique Valerio Olivera,José Manuel Rodríguez Ortega,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,José Manuel Cabrera Menéndez,Iván Helguera Bujía,Jesús Muñoz Calonge,Manuel Salvador Serra,Moussa Yahaya,Daniel Toribio Aquino Antúnez,Fernando Miguel Cebrián Alarcón,Petar Vasiljević Marković,Vicente Blanco Sánchez,Daniel Bouzas Pan,,,,
1,1996,Toledo,Albacete,0-4,Eugeny Anatolyevich Plotnikov,Petar Vasiljević Marković,Gonzalo Arguiñano Elezkano,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,Jesús Muñoz Calonge,José Joaquín Moreno Verdú,David de la Hera Baños,Manuel Salvador Serra,Moussa Yahaya,Daniel Toribio Aquino Antúnez,Vicente Blanco Sánchez,Fernando Miguel Cebrián Alarcón,Daniel Bouzas Pan,,,,
1,1996,Albacete,Almería,1-0,Joaquín Enrique Valerio Olivera,José Manuel Rodríguez Ortega,Diego Rodríguez Fernández,Gonzalo Arguiñano Elezkano,Juan Luis Bernal Cuéllar,Jesús Muñoz Calonge,Iván Helguera Bujía,José Joaquín Moreno Verdú,Manuel Salvador Serra,Moussa Yahaya,Daniel Toribio Aquino Antúnez,Petar Vasiljević Marković,Daniel Bouzas Pan,José Manuel Cabrera Menéndez,,,,
0,1996,Leganés,Albacete,2-1,Joaquín Enrique Valerio Olivera,José Manuel Rodríguez Ortega,Diego Rodríguez Fernández,Gonzalo Arguiñano Elezkano,Juan Luis Bernal Cuéllar,Jesús Muñoz Calonge,David de la Hera Baños,José Joaquín Moreno Verdú,Moussa Yahaya,Daniel Bouzas Pan,Daniel Toribio Aquino Antúnez,José Manuel Cabrera Menéndez,Petar Vasiljević Marković,Vicente Blanco Sánchez,,,,
0,1997,Alavés,Albacete,5-1,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,José Luis Baroja Galán,Zigor Aranalde Sarasola,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Daniel Toribio Aquino Antúnez,Juan Carlos Moreno Rodríguez,Fernando Clemente Di Carlo Merlo,José Manuel Cabrera Menéndez,Moussa Yahaya,,,,
1,1997,Manchego,Albacete,1-3,Eugeny Anatolyevich Plotnikov,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,José Joaquín Moreno Verdú,Jesús Muñoz Calonge,Antonio Gómez Pérez,José Manuel Cabrera Menéndez,Fernando Clemente Di Carlo Merlo,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Nenad Vanić,Petar Vasiljević Marković,Aleksandr Vladimirovich Maslov,,,,
1,1997,Albacete,Levante,3-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,José Luis Baroja Galán,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,Antonio Gómez Pérez,Moussa Yahaya,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Nenad Vanić,Fernando Clemente Di Carlo Merlo,,,,
0,1997,Albacete,Manchego,3-3,Eugeny Anatolyevich Plotnikov,José Luis Baroja Galán,Petar Vasiljević Marković,Zigor Aranalde Sarasola,José Joaquín Moreno Verdú,Jesús Muñoz Calonge,Vicente Blanco Sánchez,Nenad Vanić,Aleksandr Vladimirovich Maslov,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Antonio Gómez Pérez,Antonio Velamazán Tejedor,Daniel Toribio Aquino Antúnez,,,,
0,1997,Osasuna,Albacete,0-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Fernando Clemente Di Carlo Merlo,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Moussa Yahaya,,,,,
1,1997,Albacete,Hércules,1-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,Jesús Muñoz Calonge,Antonio Gómez Pérez,Nenad Vanić,Moussa Yahaya,Daniel Bouzas Pan,José Luis Baroja Galán,Juan Carlos Moreno Rodríguez,Fernando Clemente Di Carlo Merlo,,,,
0,1997,Rayo Vallecano,Albacete,0-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Moussa Yahaya,Juan Carlos Moreno Rodríguez,Jesús Muñoz Calonge,Fernando Clemente Di Carlo Merlo,,,,,
0,1997,Albacete,Villarreal,1-1,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Antonio Velamazán Tejedor,Antonio Gómez Pérez,Nenad Vanić,Moussa Yahaya,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Jesús Muñoz Calonge,Fernando Clemente Di Carlo Merlo,,,,
1,1997,Lorca CF,Albacete,0-2,Eugeny Anatolyevich Plotnikov,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Daniel Toribio Aquino Antúnez,Fernando Clemente Di Carlo Merlo,Daniel Bouzas Pan,Jesús Muñoz Calonge,José Luis Baroja Galán,Aleksandr Vladimirovich Maslov,,,,
0,1997,Toledo,Albacete,2-2,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Zigor Aranalde Sarasola,Antonio Velamazán Tejedor,José Manuel Cabrera Menéndez,Antonio Gómez Pérez,José Joaquín Moreno Verdú,Nenad Vanić,Daniel Bouzas Pan,Moussa Yahaya,Fernando Clemente Di Carlo Merlo,Daniel Toribio Aquino Antúnez,Jesús Muñoz Calonge,,,,
1,1997,Albacete,Numancia,2-0,Eugeny Anatolyevich Plotnikov,David Belenguer Reverter,José Luis Baroja Galán,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Daniel Toribio Aquino Antúnez,Fernando Clemente Di Carlo Merlo,Daniel Bouzas Pan,José Manuel Rodríguez Ortega,Juan Carlos Moreno Rodríguez,Moussa Yahaya,,,,
0,1997,Albacete,Eibar,1-1,Eugeny Anatolyevich Plotnikov,David Belenguer Reverter,José Luis Baroja Galán,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Antonio Velamazán Tejedor,Antonio Gómez Pérez,Nenad Vanić,Daniel Toribio Aquino Antúnez,Daniel Bouzas Pan,Fernando Clemente Di Carlo Merlo,Moussa Yahaya,,,,,
0,1997,Las Palmas,Albacete,3-2,Eugeny Anatolyevich Plotnikov,José Luis Baroja Galán,David Belenguer Reverter,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Daniel Toribio Aquino Antúnez,Daniel Bouzas Pan,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,Fernando Clemente Di Carlo Merlo,Julio José Iglesias Rouget,Moussa Yahaya,,
0,1997,Albacete,Lorca CF,2-4,Eugeny Anatolyevich Plotnikov,David Belenguer Reverter,Diego Rodríguez Fernández,Petar Vasiljević Marković,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,Vicente Blanco Sánchez,Fernando Clemente Di Carlo Merlo,Aleksandr Vladimirovich Maslov,Jesús Martín Fernández,Moussa Yahaya,,,,,
0,1997,Albacete,Lleida,0-1,Julio José Iglesias Rouget,David Belenguer Reverter,Diego Rodríguez Fernández,Petar Vasiljević Marković,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,Vicente Blanco Sánchez,Fernando Clemente Di Carlo Merlo,Moussa Yahaya,Antonio Gómez Pérez,Jesús Martín Fernández,Aleksandr Vladimirovich Maslov,,,,
0,1997,Ourense,Albacete,2-2,Julio José Iglesias Rouget,David Belenguer Reverter,Diego Rodríguez Fernández,Petar Vasiljević Marković,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Vicente Blanco Sánchez,Daniel Toribio Aquino Antúnez,Aleksandr Vladimirovich Maslov,Jesús Muñoz Calonge,Jesús Martín Fernández,Daniel Bouzas Pan,,,,
0,1997,Albacete,Jaén,2-2,Julio José Iglesias Rouget,David Belenguer Reverter,Petar Vasiljević Marković,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Vicente Blanco Sánchez,Daniel Toribio Aquino Antúnez,Aleksandr Vladimirovich Maslov,Moussa Yahaya,Daniel Bouzas Pan,,,,,
1,1997,Xerez,Albacete,0-1,Alejandro Antón Blasco,Petar Vasiljević Marković,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Antonio Velamazán Tejedor,Vicente Blanco Sánchez,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Jesús Muñoz Calonge,José Manuel Rodríguez Ortega,,,,,
1,1997,Albacete,Elche,2-0,Alejandro Antón Blasco,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Jesús Martín Fernández,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Vicente Blanco Sánchez,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Diego Rodríguez Fernández,Jesús Muñoz Calonge,Daniel Bouzas Pan,,,,
0,1997,Extremadura,Albacete,2-0,Alejandro Antón Blasco,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Jesús Martín Fernández,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Vicente Blanco Sánchez,José Manuel Cabrera Menéndez,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Jesús Muñoz Calonge,Nenad Vanić,Aleksandr Vladimirovich Maslov,,,,
0,1997,Albacete,Badajoz,1-2,Alejandro Antón Blasco,José Manuel Rodríguez Ortega,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Nenad Vanić,Vicente Blanco Sánchez,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Antonio Velamazán Tejedor,Daniel Bouzas Pan,Aleksandr Vladimirovich Maslov,,,,
1,1997,Logroñés,Albacete,1-2,Julio José Iglesias Rouget,Juan Luis Bernal Cuéllar,David Belenguer Reverter,Petar Vasiljević Marković,Zigor Aranalde Sarasola,José Joaquín Moreno Verdú,José Manuel Cabrera Menéndez,Nenad Vanić,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Daniel Bouzas Pan,Antonio Velamazán Tejedor,Juan Carlos Moreno Rodríguez,Jesús Muñoz Calonge,,,,
1,1997,Albacete,Sevilla,1-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Diego Rodríguez Fernández,Zigor Aranalde Sarasola,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Moussa Yahaya,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Jesús Muñoz Calonge,Antonio Velamazán Tejedor,Daniel Toribio Aquino Antúnez,,,,
0,1997,Atlético de Madrid B,Albacete,2-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,Juan Luis Bernal Cuéllar,José Luis Baroja Galán,David Belenguer Reverter,Zigor Aranalde Sarasola,Jesús Muñoz Calonge,Vicente Blanco Sánchez,José Manuel Cabrera Menéndez,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Juan Carlos Moreno Rodríguez,Antonio Velamazán Tejedor,Daniel Bouzas Pan,,,,
0,1997,Albacete,Leganés,0-2,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Diego Rodríguez Fernández,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Nenad Vanić,Daniel Toribio Aquino Antúnez,Moussa Yahaya,Daniel Bouzas Pan,Santiago Silvino Carpintero Fernández,Juan Carlos Moreno Rodríguez,Jesús Muñoz Calonge,,,,
0,1997,Albacete,Alavés,1-1,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,Sergio Magano Canti,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Predrag Plazinić,Jesús Muñoz Calonge,Santiago Silvino Carpintero Fernández,José Joaquín Moreno Verdú,Dragan Vulević,Moussa Yahaya,Antonio Velamazán Tejedor,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,,,,
1,1997,Levante,Albacete,1-3,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,Juan Luis Bernal Cuéllar,David Belenguer Reverter,Zigor Aranalde Sarasola,Antonio Velamazán Tejedor,Jesús Muñoz Calonge,Santiago Silvino Carpintero Fernández,José Joaquín Moreno Verdú,Dragan Vulević,Moussa Yahaya,Juan Carlos Moreno Rodríguez,Nenad Vanić,Daniel Bouzas Pan,,,,
1,1997,Albacete,Osasuna,2-1,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Jesús Muñoz Calonge,Santiago Silvino Carpintero Fernández,José Joaquín Moreno Verdú,Dragan Vulević,Moussa Yahaya,Daniel Bouzas Pan,Nenad Vanić,Antonio Velamazán Tejedor,Juan Carlos Moreno Rodríguez,,,,
0,1997,Hércules,Albacete,3-1,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Predrag Plazinić,Jesús Muñoz Calonge,Santiago Silvino Carpintero Fernández,Nenad Vanić,Dragan Vulević,Daniel Bouzas Pan,Antonio Velamazán Tejedor,Juan Carlos Moreno Rodríguez,,,,,
0,1997,Albacete,Rayo Vallecano,0-1,Carlos David Cano Marín,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Sergio Magano Canti,Zigor Aranalde Sarasola,Predrag Plazinić,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Dragan Vulević,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Nenad Vanić,Santiago Silvino Carpintero Fernández,Antonio Velamazán Tejedor,,,,
0,1997,Villarreal,Albacete,1-0,Carlos David Cano Marín,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Sergio Magano Canti,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Daniel Bouzas Pan,Dragan Vulević,Nenad Vanić,José Manuel Rodríguez Ortega,Jesús Muñoz Calonge,,,,
1,1997,Albacete,Toledo,3-1,Carlos David Cano Marín,David Belenguer Reverter,Sergio Magano Canti,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Dragan Vulević,Daniel Bouzas Pan,Juan Luis Bernal Cuéllar,Jesús Muñoz Calonge,Juan Leandro José Pérez,,,,
0,1997,Numancia,Albacete,1-1,Carlos David Cano Marín,Juan Luis Bernal Cuéllar,David Belenguer Reverter,Sergio Magano Canti,Zigor Aranalde Sarasola,Antonio Gómez Pérez,Antonio Velamazán Tejedor,Jesús Muñoz Calonge,José Joaquín Moreno Verdú,Dragan Vulević,Juan Leandro José Pérez,Nenad Vanić,Juan Carlos Moreno Rodríguez,,,,,
0,1997,Eibar,Albacete,2-0,Carlos David Cano Marín,José Manuel Rodríguez Ortega,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Antonio Gómez Pérez,Santiago Silvino Carpintero Fernández,José Joaquín Moreno Verdú,José Manuel Cabrera Menéndez,Nenad Vanić,Dragan Vulević,Daniel Bouzas Pan,Juan Leandro José Pérez,José Luis Baroja Galán,Julio José Iglesias Rouget,,,,
0,1997,Albacete,Las Palmas,0-2,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,José Joaquín Moreno Verdú,Antonio Gómez Pérez,José Manuel Cabrera Menéndez,Dragan Vulević,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Juan Leandro José Pérez,José Vicente Fernández López,Juan María Hernández Roldán,Alejandro Antón Blasco,Nenad Vanić,Santiago Silvino Carpintero Fernández,,
0,1997,Lleida,Albacete,2-0,Carlos David Cano Marín,David Belenguer Reverter,Sergio Magano Canti,Juan María Hernández Roldán,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Jesús Muñoz Calonge,Antonio Velamazán Tejedor,Nenad Vanić,Daniel Bouzas Pan,Dragan Vulević,Juan Leandro José Pérez,Predrag Plazinić,,,,,
1,1997,Albacete,Ourense,1-0,Carlos David Cano Marín,José Luis Baroja Galán,Sergio Magano Canti,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,José Manuel Cabrera Menéndez,Jesús Muñoz Calonge,Antonio Gómez Pérez,Dragan Vulević,Daniel Bouzas Pan,José Manuel Rodríguez Ortega,Santiago Silvino Carpintero Fernández,Juan Leandro José Pérez,,,,
0,1997,Jaén,Albacete,1-0,Carlos David Cano Marín,José Manuel Rodríguez Ortega,José Luis Baroja Galán,Juan Luis Bernal Cuéllar,David Belenguer Reverter,Zigor Aranalde Sarasola,José Joaquín Moreno Verdú,Jesús Muñoz Calonge,José Manuel Cabrera Menéndez,Nenad Vanić,Dragan Vulević,Antonio Velamazán Tejedor,Santiago Silvino Carpintero Fernández,Juan Leandro José Pérez,,,,
1,1997,Albacete,Xerez,1-0,Carlos David Cano Marín,David Belenguer Reverter,Juan Luis Bernal Cuéllar,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Antonio Gómez Pérez,Nenad Vanić,Moussa Yahaya,Dragan Vulević,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,José Manuel Rodríguez Ortega,Jesús Muñoz Calonge,Fernando Clemente Di Carlo Merlo,,,,
0,1997,Elche,Albacete,3-0,Carlos David Cano Marín,José Manuel Rodríguez Ortega,Juan Luis Bernal Cuéllar,David Belenguer Reverter,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Nenad Vanić,Moussa Yahaya,Daniel Bouzas Pan,Juan Carlos Moreno Rodríguez,Dragan Vulević,Jesús Muñoz Calonge,Antonio Gómez Pérez,Fernando Clemente Di Carlo Merlo,,,,
0,1997,Albacete,Extremadura,0-2,Carlos David Cano Marín,José Manuel Rodríguez Ortega,David Belenguer Reverter,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Jesús Muñoz Calonge,Predrag Plazinić,José Manuel Cabrera Menéndez,José Joaquín Moreno Verdú,Nenad Vanić,Moussa Yahaya,Antonio Velamazán Tejedor,Juan Leandro José Pérez,Daniel Bouzas Pan,,,,
0,1997,Badajoz,Albacete,0-0,Carlos David Cano Marín,David Belenguer Reverter,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,José Joaquín Moreno Verdú,Antonio Velamazán Tejedor,José Manuel Cabrera Menéndez,Nenad Vanić,Moussa Yahaya,Juan Carlos Moreno Rodríguez,Daniel Bouzas Pan,Jesús Martín Fernández,José Luis Baroja Galán,Dragan Vulević,,,,
0,1997,Albacete,Logroñés,1-2,Carlos David Cano Marín,David Belenguer Reverter,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,Jesús Martín Fernández,Antonio Velamazán Tejedor,José Joaquín Moreno Verdú,José Manuel Cabrera Menéndez,Nenad Vanić,Moussa Yahaya,Daniel Bouzas Pan,Julio José Iglesias Rouget,Predrag Plazinić,Dragan Vulević,,,,
0,1997,Sevilla,Albacete,2-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,Diego Rodríguez Fernández,Juan Luis Bernal Cuéllar,Antonio Velamazán Tejedor,Jesús Muñoz Calonge,Santiago Silvino Carpintero Fernández,Antonio Gómez Pérez,José Manuel Cabrera Menéndez,Nenad Vanić,Moussa Yahaya,José Luis Baroja Galán,Juan Carlos Moreno Rodríguez,Dragan Vulević,,,,
0,1997,Albacete,Atlético de Madrid B,1-1,Julio José Iglesias Rouget,Juan Luis Bernal Cuéllar,David Belenguer Reverter,Diego Rodríguez Fernández,José Joaquín Moreno Verdú,José Manuel Cabrera Menéndez,Nenad Vanić,Juan Carlos Moreno Rodríguez,Dragan Vulević,Daniel Bouzas Pan,Juan Leandro José Pérez,Zigor Aranalde Sarasola,Jesús Muñoz Calonge,Moussa Yahaya,,,,
1,1997,Leganés,Albacete,0-2,Julio José Iglesias Rouget,Diego Rodríguez Fernández,David Belenguer Reverter,Zigor Aranalde Sarasola,Jesús Martín Fernández,Jesús Muñoz Calonge,José Joaquín Moreno Verdú,Nenad Vanić,Dragan Vulević,Daniel Bouzas Pan,Juan Leandro José Pérez,Santiago Silvino Carpintero Fernández,Moussa Yahaya,Antonio Velamazán Tejedor,,,,
0,1998,Las Palmas,Albacete,2-1,Carlos David Cano Marín,Sergio Magano Canti,Juan Luis Bernal Cuéllar,Zigor Aranalde Sarasola,Walter Reinaldo Pico,Salvatore Giunta,Josep Maria Sala Boix,Miguel Melgar Rodríguez,Vicente Blanco Sánchez,Nenad Vanić,Juan Leandro José Pérez,Jesús Muñoz Calonge,Santiago Silvino Carpintero Fernández,Moussa Yahaya,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,,
1,1998,Conquense,Albacete,0-3,Carlos David Cano Marín,José Manuel Rodríguez Ortega,Sergio Magano Canti,Zigor Aranalde Sarasola,Santiago Silvino Carpintero Fernández,Miguel Melgar Rodríguez,Jesús Muñoz Calonge,Vicente Blanco Sánchez,Nenad Vanić,Fernando Miguel Cebrián Alarcón,Juan Leandro José Pérez,Daniel Bouzas Pan,Aleksandr Vladimirovich Maslov,Salvatore Giunta,,,,
0,1998,Albacete,Mallorca B,0-2,Carlos David Cano Marín,Juan Luis Bernal Cuéllar,Sergio Magano Canti,Zigor Aranalde Sarasola,Walter Reinaldo Pico,Miguel Melgar Rodríguez,Vicente Blanco Sánchez,Josep Maria Sala Boix,Nenad Vanić,Fernando Miguel Cebrián Alarcón,Juan Leandro José Pérez,Jesús Muñoz Calonge,Santiago Silvino Carpintero Fernández,Antonio Rizzolo,,,,
1,1998,Albacete,Conquense,1-0,Julio José Iglesias Rouget,José Manuel Rodríguez Ortega,Giuseppe Baronchelli,Sergio Magano Canti,Fernando Nieto Jara,Salvatore Giunta,Jesús Muñoz Calonge,Josep Maria Sala Boix,Miguel Melgar Rodríguez,Dragan Vulević,Daniel Bouzas Pan,Aleksandr Vladimirovich Maslov,Santiago Silvino Carpintero Fernández,Vicente Blanco Sánchez,,,,
0,1998,Atlético de Madrid B,Albacete,0-0,Carlos David Cano Marín,Giuseppe Baronchelli,Juan Luis Bernal Cuéllar,Salvatore Giunta,Walter Reinaldo Pico,Miguel Melgar Rodríguez,Jesús Muñoz Calonge,Vicente Blanco Sánchez,Josep Maria Sala Boix,Nenad Vanić,Juan Leandro José Pérez,Sergio Magano Canti,Antonio Rizzolo,Santiago Silvino Carpintero Fernández,,,,
0,1998,Albacete,Rayo Vallecano,2-2,Carlos David Cano Marín,Juan Luis Bernal Cuéllar,Sergio Magano Canti,Walter Reinaldo Pico,Josep Maria Sala Boix,Vicente Blanco Sánchez,Jesús Muñoz Calonge,Miguel Melgar Rodríguez,Nenad Vanić,Antonio Rizzolo,Juan Leandro José Pérez,Dragan Vulević,Santiago Silvino Carpintero Fernández,Aleksandr Vladimirovich Maslov,Julio José Iglesias Rouget,Zigor Aranalde Sarasola,,
0,1998,San Sebastián de los Reyes,Albacete,2-1,Julio José Iglesias Rouget,Juan Luis Bernal Cuéllar,Sergio Magano Canti,Zigor Aranalde Sarasola,Santiago Silvino Carpintero Fernández,Miguel Ángel García Tebar,Josep Maria Sala Boix,Nenad Vanić,Adilson José de Paula,Fernando Clemente Di Carlo Merlo,Daniel Bouzas Pan,Miguel Melgar Rodríguez,Dragan Vulević,Jesús Muñoz Calonge,,,,
