WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,
1,1989,Córdoba,Albacete,0-1,Javier Oliver Salvador,Joaquín Miguel Latasa,Manuel Monferrer Roig,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Patricio González Fernández,Pedro Corbalán Martínez,Antonio Maya Gabarri,Antonio López Alfaro,José Luis Cabrero Valle,,,,,,
1,1989,Balompédica Linense,Albacete,2-3,Javier Oliver Salvador,José Luis Sancho Capella,Joaquín Miguel Latasa,Manuel Monferrer Roig,José Luis Cabrero Valle,Patricio González Fernández,Juan Antonio Chesa Camacho,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Antonio López Alfaro,Antonio José Huedo Marchante,Pedro Parada García,,,,,
1,1989,Albacete,Maspalomas,4-1,José Luis Rodríguez Fernández,José Luis Sancho Capella,Joaquín Miguel Latasa,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,Patricio González Fernández,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio Maya Gabarri,Antonio López Alfaro,Rafael Collado García,Mariano Hernán López,,,,,
0,1989,Badajoz,Albacete,2-1,José Luis Rodríguez Fernández,Joaquín Miguel Latasa,Manuel Monferrer Roig,Rafael Collado García,Antonio José Huedo Marchante,Patricio González Fernández,Manuel Salvador Serra,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,José Luis Sancho Capella,,,,,
1,1989,Albacete,Atlético Sanluqueño,4-0,Javier Oliver Salvador,José Luis Sancho Capella,Joaquín Miguel Latasa,Manuel Monferrer Roig,Patricio González Fernández,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio Maya Gabarri,Antonio José Huedo Marchante,Mariano Hernán López,,,,,
0,1989,Linares CF,Albacete,2-2,Javier Oliver Salvador,José Luis Sancho Capella,Joaquín Miguel Latasa,Manuel Monferrer Roig,Antonio José Huedo Marchante,Patricio González Fernández,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio Maya Gabarri,Antolín Ocaña Puertas,Francisco J. Sanchiz Muñoz,,,,,
0,1989,Albacete,AD Ceuta,3-3,José Luis Rodríguez Fernández,José Luis Sancho Capella,Manuel Monferrer Roig,Joaquín Miguel Latasa,Patricio González Fernández,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Antonio García Pérez,,,,,,
1,1989,Albacete,CD Estepona,1-0,José Luis Rodríguez Fernández,José Luis Sancho Capella,Joaquín Miguel Latasa,Manuel Monferrer Roig,Rafael Collado García,Patricio González Fernández,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio Maya Gabarri,Mariano Hernán López,Francisco José Gómez Uceda,,,,,
1,1989,Utrera,Albacete,1-2,Javier Oliver Salvador,José Luis Sancho Capella,Manuel Monferrer Roig,Joaquín Miguel Latasa,Antolín Ocaña Puertas,Rafael Collado García,Patricio González Fernández,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,,,,,,,
1,1989,Albacete,Marino,5-2,Javier Oliver Salvador,José Luis Sancho Capella,Antolín Ocaña Puertas,Manuel Monferrer Roig,Rafael Collado García,Patricio González Fernández,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio Maya Gabarri,Antonio José Huedo Marchante,Mariano Hernán López,,,,,
0,1989,Salud,Albacete,3-0,José Luis Rodríguez Fernández,Antolín Ocaña Puertas,Rafael Collado García,Antonio José Huedo Marchante,Patricio González Fernández,Pedro Parada García,Mariano Hernán López,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio Maya Gabarri,Joaquín Miguel Latasa,José Luis Sancho Capella,,,,,
1,1989,Albacete,Tomelloso,1-0,José Luis Rodríguez Fernández,José Luis Sancho Capella,Joaquín Miguel Latasa,Antolín Ocaña Puertas,Antonio José Huedo Marchante,Patricio González Fernández,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio Maya Gabarri,José Francisco Alcahud Martínez,Mariano Hernán López,,,,,
0,1989,Melilla,Albacete,2-0,Javier Oliver Salvador,José Luis Sancho Capella,Antolín Ocaña Puertas,Joaquín Miguel Latasa,Rafael Collado García,Antonio José Huedo Marchante,Patricio González Fernández,Francisco Javier Mármol Rodríguez,Pedro Parada García,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Antonio Maya Gabarri,José Luis Nsue Obama,,,,,
1,1990,Albacete,Palamós,2-0,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,Rafael Collado García,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Julio Soler Guerrero,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,Francisco José Pariente Dutor,Víctor Celso Alberto Brito,,
0,1990,Lleida,Albacete,1-0,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Julio Soler Guerrero,Víctor Celso Alberto Brito,Juan Carlos Balaguer Zamora,Joaquín Miguel Latasa,Martín Pérez Mellado,,
1,1990,Albacete,Levante,3-1,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,Rafael Collado García,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,Víctor Celso Alberto Brito,Francisco José Pariente Dutor,Julio Soler Guerrero,,
0,1990,Murcia,Albacete,2-0,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Martín Pérez Mellado,Antonio López Alfaro,Pedro Corbalán Martínez,Julio Soler Guerrero,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,Víctor Celso Alberto Brito,,
1,1990,Albacete,Elche,2-1,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Martín Pérez Mellado,José Luis Sancho Capella,Víctor Celso Alberto Brito,Juan Carlos Balaguer Zamora,Francisco José Pariente Dutor,Julio Soler Guerrero,,
0,1990,Rayo Vallecano,Albacete,1-1,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Martín Pérez Mellado,Pedro Corbalán Martínez,Víctor Celso Alberto Brito,Julio Soler Guerrero,,,,,
1,1990,Albacete,Las Palmas,4-1,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Víctor Celso Alberto Brito,Julio Soler Guerrero,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,Francisco José Pariente Dutor,Franco Borràs Pellicer,,
0,1990,Bilbao Athletic,Albacete,2-0,Juan Carlos Balaguer Zamora,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Julio Soler Guerrero,Pedro Parada García,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Luis Zalazar Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Martín Pérez Mellado,Franco Borràs Pellicer,Luis Gabelo del Socorro Conejo Jiménez,Manuel Monferrer Roig,Víctor Celso Alberto Brito,,
1,1990,Albacete,Deportivo de La Coruña,2-1,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Martín Pérez Mellado,Antonio López Alfaro,Julio Soler Guerrero,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,Víctor Celso Alberto Brito,,
1,1990,Avilés Industrial,Albacete,1-2,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Víctor Celso Alberto Brito,Franco Borràs Pellicer,Martín Pérez Mellado,Antonio López Alfaro,Juan Carlos Balaguer Zamora,Julio Soler Guerrero,Manuel Monferrer Roig,,
0,1990,Águilas,Albacete,3-3,Juan Carlos Balaguer Zamora,José Luis Sancho Capella,Juan José Juárez Valera,Joaquín Miguel Latasa,Manuel Monferrer Roig,Sotero López Clemente,Julio Soler Guerrero,Martín Pérez Mellado,Antonio López Alfaro,Víctor Celso Alberto Brito,Franco Borràs Pellicer,Mario Víctor Blázquez Blázquez,Juan Vargas Fernández,,,,,
1,1990,Albacete,Figueres,5-1,Juan Carlos Balaguer Zamora,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Franco Borràs Pellicer,José Luis Sancho Capella,Víctor Celso Alberto Brito,Rafael García Escribano,Julio Soler Guerrero,Martín Pérez Mellado,,
0,1990,Albacete,Águilas,1-1,Juan Carlos Balaguer Zamora,José Luis Sancho Capella,Juan José Juárez Valera,Miguel Ángel Ruiz García,Manuel Monferrer Roig,Manuel Salvador Serra,Julio Soler Guerrero,Pedro Corbalán Martínez,Víctor Celso Alberto Brito,Martín Pérez Mellado,Franco Borràs Pellicer,Antonio López Alfaro,José Luis Zalazar Rodríguez,Luis Gabelo del Socorro Conejo Jiménez,Rafael Collado García,Francisco Javier Mármol Rodríguez,,
1,1990,Sabadell,Albacete,0-4,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Joaquín Miguel Latasa,Rafael Collado García,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Franco Borràs Pellicer,Manuel Monferrer Roig,José Luis Sancho Capella,Juan Carlos Balaguer Zamora,Víctor Celso Alberto Brito,,
0,1990,Sestao,Albacete,0-0,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Miguel Ángel Ruiz García,Manuel Monferrer Roig,Juan Carlos Balaguer Zamora,Víctor Celso Alberto Brito,Franco Borràs Pellicer,,
0,1990,Albacete,Orihuela,0-0,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Martín Pérez Mellado,Julio Soler Guerrero,Juan Carlos Balaguer Zamora,Franco Borràs Pellicer,,
0,1990,CD Málaga,Albacete,3-2,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Julio Soler Guerrero,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Franco Borràs Pellicer,Antonio López Alfaro,Pedro Corbalán Martínez,José Luis Sancho Capella,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,,
0,1990,Albacete,Xerez,0-0,Luis Gabelo del Socorro Conejo Jiménez,José Luis Sancho Capella,Joaquín Miguel Latasa,Juan José Juárez Valera,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Pedro Parada García,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Julio Soler Guerrero,Juan Carlos Balaguer Zamora,Rafael Collado García,Franco Borràs Pellicer,,,
1,1990,Eibar,Albacete,0-3,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Manuel Monferrer Roig,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,José Luis Sancho Capella,Franco Borràs Pellicer,,
1,1990,Albacete,Celta de Vigo,2-0,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,Franco Borràs Pellicer,Manuel Monferrer Roig,,
1,1990,Salamanca,Albacete,0-1,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Martín Pérez Mellado,Pedro Parada García,José Luis Sancho Capella,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,,
0,1990,Palamós,Albacete,1-1,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Joaquín Miguel Latasa,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Martín Pérez Mellado,Víctor Celso Alberto Brito,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,José Luis Sancho Capella,,
1,1990,Albacete,Lleida,2-0,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Franco Borràs Pellicer,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,Víctor Celso Alberto Brito,,,
1,1990,Levante,Albacete,0-2,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Martín Pérez Mellado,Rafael Collado García,Juan Carlos Balaguer Zamora,Franco Borràs Pellicer,,
0,1990,Albacete,Murcia,2-2,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Martín Pérez Mellado,Julio Soler Guerrero,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,Víctor Celso Alberto Brito,,
0,1990,Elche,Albacete,2-0,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,Rafael Collado García,José Luis Zalazar Rodríguez,Manuel Salvador Serra,Pedro Parada García,Francisco Javier Mármol Rodríguez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Martín Pérez Mellado,Franco Borràs Pellicer,Juan Carlos Balaguer Zamora,José Luis Sancho Capella,José Manuel Cabrera Menéndez,,
0,1990,Albacete,Rayo Vallecano,1-1,Luis Gabelo del Socorro Conejo Jiménez,Manuel Monferrer Roig,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,Julio Soler Guerrero,Pedro Corbalán Martínez,Víctor Celso Alberto Brito,Franco Borràs Pellicer,Antonio López Alfaro,Juan Carlos Balaguer Zamora,Joaquín Miguel Latasa,José Manuel Cabrera Menéndez,,
1,1990,Las Palmas,Albacete,0-1,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Joaquín Miguel Latasa,Pedro Parada García,José Luis Sancho Capella,Juan Carlos Balaguer Zamora,Franco Borràs Pellicer,,
0,1990,Albacete,Bilbao Athletic,1-1,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Franco Borràs Pellicer,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,José Luis Sancho Capella,,
0,1990,Deportivo de La Coruña,Albacete,2-1,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Rafael Collado García,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Pedro Parada García,Martín Pérez Mellado,Juan Carlos Balaguer Zamora,Joaquín Miguel Latasa,Franco Borràs Pellicer,,
0,1990,Albacete,Avilés Industrial,0-0,Luis Gabelo del Socorro Conejo Jiménez,Rafael Collado García,Juan José Juárez Valera,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Julio Soler Guerrero,Víctor Celso Alberto Brito,Antonio López Alfaro,Martín Pérez Mellado,Pedro Corbalán Martínez,,,,,
0,1990,Figueres,Albacete,3-1,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Martín Pérez Mellado,Julio Soler Guerrero,Juan Carlos Balaguer Zamora,Víctor Celso Alberto Brito,Franco Borràs Pellicer,,
0,1990,Albacete,Sabadell,0-0,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Manuel Salvador Serra,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Víctor Celso Alberto Brito,Antonio López Alfaro,Franco Borràs Pellicer,José Luis Sancho Capella,Juan Carlos Balaguer Zamora,Manuel Monferrer Roig,,
0,1990,Albacete,Sestao,0-0,Luis Gabelo del Socorro Conejo Jiménez,José Luis Sancho Capella,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,Manuel Salvador Serra,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Franco Borràs Pellicer,José Luis Cabrero Valle,Manuel Monferrer Roig,Juan Carlos Balaguer Zamora,Julio Soler Guerrero,,
0,1990,Orihuela,Albacete,0-0,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Julio Soler Guerrero,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Jon García Sobrino,Víctor Celso Alberto Brito,Manuel Monferrer Roig,Juan Carlos Balaguer Zamora,Franco Borràs Pellicer,,
0,1990,Albacete,CD Málaga,2-2,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Víctor Celso Alberto Brito,Jon García Sobrino,Julio Soler Guerrero,,,,,
1,1990,Xerez,Albacete,1-2,Luis Gabelo del Socorro Conejo Jiménez,Joaquín Miguel Latasa,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Martín Pérez Mellado,Antonio López Alfaro,Víctor Celso Alberto Brito,Julio Soler Guerrero,Manuel Monferrer Roig,Juan Carlos Balaguer Zamora,Pedro Corbalán Martínez,Franco Borràs Pellicer,,
1,1990,Albacete,Eibar,3-1,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,José Manuel Cabrera Menéndez,Francisco Javier Mármol Rodríguez,Pedro Corbalán Martínez,Antonio López Alfaro,Jon García Sobrino,Martín Pérez Mellado,Julio Soler Guerrero,José Luis Sancho Capella,Manuel Monferrer Roig,Juan Carlos Balaguer Zamora,Víctor Celso Alberto Brito,,
1,1990,Celta de Vigo,Albacete,0-2,Luis Gabelo del Socorro Conejo Jiménez,Manuel Monferrer Roig,Rafael Collado García,Juan José Juárez Valera,José Luis Zalazar Rodríguez,Pedro Parada García,José Manuel Cabrera Menéndez,Francisco Javier Mármol Rodríguez,Pedro Corbalán Martínez,Antonio López Alfaro,Franco Borràs Pellicer,Jon García Sobrino,Víctor Celso Alberto Brito,Juan Carlos Balaguer Zamora,José Luis Sancho Capella,ené,,
1,1990,Albacete,Salamanca,2-0,Luis Gabelo del Socorro Conejo Jiménez,Juan José Juárez Valera,Manuel Monferrer Roig,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Antonio López Alfaro,Franco Borràs Pellicer,Julio Soler Guerrero,Víctor Celso Alberto Brito,José Luis Sancho Capella,Juan Carlos Balaguer Zamora,Jon García Sobrino,,
0,1991,Osasuna,Albacete,2-0,Luis Gabelo del Socorro Conejo Jiménez,Delfí Geli Roura,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,Juan Antonio Chesa Camacho,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Marco Antonio Etcheverry Vargas,Pedro Corbalán Martínez,Antonio Camilo Casal Fernández,Pedro Parada García,José Francisco Sigüenza Soto,Juan Carlos Balaguer Zamora,Julio Soler Guerrero,Gaspar López Rogles,,
1,1991,Albacete,Valencia,1-0,Luis Gabelo del Socorro Conejo Jiménez,Delfí Geli Roura,Juan José Juárez Valera,Rafael Collado García,Pedro Parada García,José Luis Zalazar Rodríguez,Juan Antonio Chesa Camacho,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Marco Antonio Etcheverry Vargas,Juan Carlos Ferrando Giménez,Julio Soler Guerrero,Juan Carlos Balaguer Zamora,José Francisco Sigüenza Soto,Antonio Camilo Casal Fernández,,
0,1991,Atlético Marbella,Albacete,3-0,Juan Carlos Balaguer Zamora,Rafael Collado García,Juan Carlos Ferrando Giménez,Pedro Parada García,Juan Antonio Chesa Camacho,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,José Manuel Cabrera Menéndez,Julio Soler Guerrero,José Francisco Sigüenza Soto,Marco Antonio Etcheverry Vargas,Juan José Juárez Valera,Antonio Camilo Casal Fernández,,,,,
1,1991,Tenerife,Albacete,2-3,Luis Gabelo del Socorro Conejo Jiménez,Delfí Geli Roura,Juan José Juárez Valera,Rafael Collado García,Julio Soler Guerrero,José Luis Zalazar Rodríguez,Juan Antonio Chesa Camacho,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Marco Antonio Etcheverry Vargas,Pedro Corbalán Martínez,José Francisco Sigüenza Soto,Juan Carlos Ferrando Giménez,Juan Carlos Balaguer Zamora,Pedro Parada García,Antonio Camilo Casal Fernández,,
1,1991,Albacete,Atlético Marbella,2-0,Luis Gabelo del Socorro Conejo Jiménez,Delfí Geli Roura,Juan José Juárez Valera,Rafael Collado García,Juan Antonio Chesa Camacho,Julio Soler Guerrero,José Luis Zalazar Rodríguez,José Manuel Cabrera Menéndez,Marco Antonio Etcheverry Vargas,Pedro Corbalán Martínez,José Francisco Sigüenza Soto,Antonio Camilo Casal Fernández,Ismael Urzaiz Aranda,Juan Carlos Balaguer Zamora,Pedro Parada García,Juan Carlos Ferrando Giménez,,
0,1991,Albacete,Cádiz,0-1,Luis Gabelo del Socorro Conejo Jiménez,Delfí Geli Roura,Juan José Juárez Valera,Rafael Collado García,Juan Antonio Chesa Camacho,Francisco Javier Mármol Rodríguez,José Luis Zalazar Rodríguez,José Luis Cabrero Valle,José Manuel Cabrera Menéndez,Pedro Corbalán Martínez,Marco Antonio Etcheverry Vargas,Antonio Camilo Casal Fernández,José Francisco Sigüenza Soto,Juan Carlos Balaguer Zamora,Julio Soler Guerrero,Pedro Parada García,,
0,1991,Valladolid,Albacete,1-0,Luis Gabelo del Socorro Conejo Jiménez,Delfí Geli Roura,Juan José Juárez Valera,Rafael Collado García,José Luis Zalazar Rodríguez,José Luis Cabrero Valle,Juan Antonio Chesa Camacho,Pedro Parada García,Francisco Javier Mármol Rodríguez,José Manuel Cabrera Menéndez,Marco Antonio Etcheverry Vargas,Pedro Corbalán Martínez,Juan Carlos Ferrando Giménez,Juan Carlos Balaguer Zamora,Julio Soler Guerrero,José Francisco Sigüenza Soto,,
