WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,
0,1981,Xerez,SD Ibiza,0-0,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Ricardo Rodríguez Flores,Fernando Sánchez Doblas,,,,,,,,,
1,1981,Vall de Uxó,Xerez,0-1,Juan Miguel Recio Trigueros,Ricardo Rodríguez Flores,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Fernando Sánchez Doblas,Juan Antonio González Sarmiento,,,,,,,,,
1,1981,Xerez,Tarrasa,2-1,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Juan Antonio González Sarmiento,Francisco Ruiz Suárez,,,,,,,,,
1,1981,Gimnástico de Tarragona,Xerez,0-1,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Juan Antonio González Sarmiento,Francisco Ruiz Suárez,,,,,,,,,
0,1981,Granada,Xerez,1-0,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Juan José Pérez Cañestro,Manuel García Perdigones,Álvaro Pazos Benítez,Diego Diánez Blanco,Felipe Rodríguez Gutiérrez,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Alias Aguilar,,,,,,,,,,,
1,1981,Xerez,AD Ceuta,2-0,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Juan Antonio González Sarmiento,Francisco Ruiz Suárez,,,,,,,,,
1,1981,Badajoz,Xerez,0-1,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,,,,,,,,,
1,1981,Xerez,Jaén,2-1,Juan Miguel Recio Trigueros,Manuel García Perdigones,Juan José Pérez Cañestro,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Alias Aguilar,Juan Antonio González Sarmiento,,,,,,,,,,
0,1981,Cartagena,Xerez,1-0,Juan Miguel Recio Trigueros,Manuel García Perdigones,Juan José Pérez Cañestro,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Felipe Rodríguez Gutiérrez,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Antonio González Sarmiento,Ricardo Rodríguez Flores,,,,,,,,,
0,1981,Xerez,Lorca,0-0,Juan Miguel Recio Trigueros,Ricardo Rodríguez Flores,Manuel García Perdigones,Juan José Pérez Cañestro,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Jesús Peña Naval,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Antonio González Sarmiento,Felipe Rodríguez Gutiérrez,,,,,,,,,
0,1981,Algeciras,Xerez,1-0,Juan Miguel Recio Trigueros,Ricardo Rodríguez Flores,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Felipe Rodríguez Gutiérrez,Diego Diánez Blanco,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Juan Antonio González Sarmiento,,,,,,,,,,
1,1981,Xerez,Torrejón,2-1,Juan Miguel Recio Trigueros,Manuel García Perdigones,Felipe Romero Rivas,Juan José Pérez Cañestro,Ricardo Rodríguez Flores,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Alias Aguilar,Jesús Peña Naval,Felipe Rodríguez Gutiérrez,,,,,,,,,
1,1981,Calvo Sotelo,Xerez,1-2,Juan Miguel Recio Trigueros,Manuel García Perdigones,Juan José Pérez Cañestro,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Jesús Peña Naval,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Juan Antonio González Sarmiento,,,,,,,,,
1,1981,Xerez,Reus,2-0,Juan Miguel Recio Trigueros,Álvaro Pazos Benítez,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Diego Diánez Blanco,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Jesús Peña Naval,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,,,,,,,,,
1,1981,Andorra,Xerez,1-2,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Felipe Rodríguez Gutiérrez,Diego Diánez Blanco,Juan Antonio González Sarmiento,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Fernando Sánchez Doblas,Francisco Ruiz Suárez,,,,,,,,,
0,1981,Xerez,Antequerano,0-1,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Felipe Rodríguez Gutiérrez,Diego Diánez Blanco,Juan Antonio González Sarmiento,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Eloy Angulo Sivianes,Jesús Peña Naval,,,,,,,,,
1,1981,Xerez,Racing Portuense,2-1,Francisco Javier Cordero Salas,Juan Carlos Franco Fernández,Francisco Ruiz Suárez,Manuel Turón Franco,José Luis Rosado Fernández,Diego Diánez Blanco,José García Pacheco,Francisco Manuel Ramírez Carrasco,Antonio Jiménez Torres,Jesús Peña Naval,Francisco Javier Cabral Román,Manuel Rincón Montes,Juan Antonio Ceballos Castilla,,,,,,,,,
0,1981,San Fernando,Xerez,2-0,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Miguel Ángel Cabral Román,,,,,,,,,
1,1981,Xerez,Las Palmas Atlético,2-0,Juan Miguel Recio Trigueros,Juan José Pérez Cañestro,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Juan Pozo Díaz,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Felipe Rodríguez Gutiérrez,Diego Diánez Blanco,,,,,,,,,
0,1981,SD Ibiza,Xerez,0-0,Juan Miguel Recio Trigueros,Ricardo Rodríguez Flores,Manuel García Perdigones,Felipe Romero Rivas,Álvaro Pazos Benítez,Diego Diánez Blanco,Juan Pozo Díaz,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,,,,,,,,,
1,1981,Xerez,Vall de Uxó,5-1,Juan Miguel Recio Trigueros,Manuel García Perdigones,Ricardo Rodríguez Flores,Felipe Romero Rivas,Diego Diánez Blanco,Miguel Ángel Cabral Román,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Juan Alias Aguilar,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,,,,,,,,,
1,1981,Tarrasa,Xerez,1-2,Juan Miguel Recio Trigueros,Manuel García Perdigones,Felipe Romero Rivas,Juan José Pérez Cañestro,Diego Diánez Blanco,Miguel Ángel Cabral Román,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Felipe Rodríguez Gutiérrez,Juan Antonio González Sarmiento,,,,,,,,,
1,1981,Xerez,Gimnástico de Tarragona,2-0,Juan Miguel Recio Trigueros,Manuel García Perdigones,Felipe Romero Rivas,Juan José Pérez Cañestro,Diego Diánez Blanco,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Miguel Ángel Cabral Román,Juan Antonio González Sarmiento,,,,,,,,,
0,1982,Cartagena,Xerez,1-0,Juan Miguel Recio Trigueros,Manuel García Perdigones,Vicente Adam Carrasco,Felipe Romero Rivas,Pedro Valencia Carballo,Antonio Jiménez Torres,Diego Diánez Blanco,Juan Pozo Díaz,Antonio Serrano González,Mariano Mansilla Cuevas,Eloy Angulo Sivianes,,,,,,,,,,,
1,1982,Xerez,Hércules,2-0,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Vicente Adam Carrasco,Pedro Valencia Carballo,Carlos Ernesto Fontana Bendahan,Antonio Jiménez Torres,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Eloy Angulo Sivianes,Juan Alias Aguilar,Francisco Javier Cabral Román,,,,,,,,,
0,1982,Coria,Xerez,1-1,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Vicente Adam Carrasco,Pedro Valencia Carballo,Carlos Ernesto Fontana Bendahan,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Eloy Angulo Sivianes,Diego Diánez Blanco,Francisco Javier Cabral Román,,,,,,,,,
0,1982,Cádiz,Xerez,2-1,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Vicente Adam Carrasco,Pedro Valencia Carballo,Carlos Ernesto Fontana Bendahan,Miguel Ángel Cabral Román,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Eloy Angulo Sivianes,,,,,,,,,,,
1,1982,Xerez,Castilla,3-1,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Manuel García Perdigones,Vicente Adam Carrasco,Pedro Valencia Carballo,Carlos Ernesto Fontana Bendahan,Miguel Ángel Cabral Román,Antonio Serrano González,Juan Pozo Díaz,Mariano Mansilla Cuevas,Eloy Angulo Sivianes,Francisco Javier Cabral Román,Antonio Jiménez Torres,,,,,,,,,
1,1982,Xerez,Coria,3-1,Juan Miguel Recio Trigueros,Pedro Valencia Carballo,Manuel García Perdigones,Vicente Adam Carrasco,Carlos Ernesto Fontana Bendahan,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Juan Alias Aguilar,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Antonio Jiménez Torres,José Dávila Blázquez,,,,,,,,,
0,1982,Barcelona Atlético,Xerez,1-1,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Manuel García Perdigones,Vicente Adam Carrasco,Pedro Valencia Carballo,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Antonio Serrano González,Juan Pozo Díaz,Mariano Mansilla Cuevas,Eloy Angulo Sivianes,Antonio Jiménez Torres,Juan Alias Aguilar,,,,,,,,,
0,1982,Xerez,Sabadell,1-2,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Vicente Adam Carrasco,Pedro Valencia Carballo,Carlos Ernesto Fontana Bendahan,Antonio Jiménez Torres,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,José Dávila Blázquez,Juan Alias Aguilar,Francisco Javier Cabral Román,,,,,,,,,
0,1982,Rayo Vallecano,Xerez,3-2,Juan Miguel Recio Trigueros,Manuel García Perdigones,Vicente Adam Carrasco,Felipe Romero Rivas,Pedro Valencia Carballo,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Antonio Jiménez Torres,Juan Pozo Díaz,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Alias Aguilar,Diego Diánez Blanco,,,,,,,,,
1,1982,Torremolinos,Xerez,0-1,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Manuel García Perdigones,Vicente Adam Carrasco,Pedro Valencia Carballo,Antonio Serrano González,Juan Pozo Díaz,José Dávila Blázquez,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,,,,,,,,,,,
0,1982,Xerez,Castellón,1-2,Juan Miguel Recio Trigueros,Felipe Romero Rivas,Manuel García Perdigones,Vicente Adam Carrasco,Pedro Valencia Carballo,Antonio Serrano González,Juan Pozo Díaz,José Dávila Blázquez,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Aguilera Toledo,Francisco Javier Cabral Román,,,,,,,,,,
0,1982,Palencia CF,Xerez,4-2,Juan Miguel Recio Trigueros,Vicente Adam Carrasco,Felipe Romero Rivas,Manuel García Perdigones,Pedro Valencia Carballo,Antonio Serrano González,Juan Pozo Díaz,Antonio Jiménez Torres,Felipe Rodríguez Gutiérrez,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Juan Alias Aguilar,Diego Diánez Blanco,,,,,,,,,
1,1982,Xerez,Torremolinos,3-0,Francisco Javier Cordero Salas,Pedro Valencia Carballo,Francisco Ruiz Suárez,Vicente Adam Carrasco,Manuel García Perdigones,Diego Diánez Blanco,Antonio Serrano González,José Dávila Blázquez,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Alias Aguilar,Miguel Ángel Cabral Román,Antonio Jiménez Torres,,,,,,,,,
0,1982,Xerez,Mallorca,2-3,Juan Miguel Recio Trigueros,Pedro Valencia Carballo,Felipe Romero Rivas,Manuel García Perdigones,Vicente Adam Carrasco,Francisco Ruiz Suárez,Diego Diánez Blanco,Miguel Ángel Cabral Román,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Juan Alias Aguilar,,,,,,,,,,
0,1982,Elche,Xerez,1-0,Francisco Javier Cordero Salas,Francisco Ruiz Suárez,Felipe Romero Rivas,Vicente Adam Carrasco,Manuel García Perdigones,Antonio Serrano González,Diego Diánez Blanco,Antonio Jiménez Torres,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Ricardo Rodríguez Flores,,,,,,,,,,
0,1982,Xerez,Murcia,0-1,Francisco Javier Cordero Salas,Manuel García Perdigones,Felipe Romero Rivas,Vicente Adam Carrasco,Francisco Ruiz Suárez,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Miguel Ángel Cabral Román,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Diego Diánez Blanco,Antonio Jiménez Torres,,,,,,,,,
1,1982,Xerez,CD Málaga,3-2,Francisco Javier Cordero Salas,Pedro Valencia Carballo,Francisco Ruiz Suárez,Ricardo Rodríguez Flores,Vicente Adam Carrasco,Miguel Ángel Cabral Román,Antonio Serrano González,Juan Pozo Díaz,Eloy Angulo Sivianes,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Alias Aguilar,Antonio Jiménez Torres,,,,,,,,,
0,1982,Atlético Madrileño,Xerez,2-0,Francisco Javier Cordero Salas,Francisco Ruiz Suárez,Pedro Valencia Carballo,Felipe Romero Rivas,Vicente Adam Carrasco,Antonio Serrano González,Juan Pozo Díaz,Felipe Rodríguez Gutiérrez,Antonio Jiménez Torres,Mariano Mansilla Cuevas,Francisco Javier Aguilera Toledo,Juan Alias Aguilar,Miguel Ángel Cabral Román,,,,,,,,,
0,1982,Xerez,Deportivo de La Coruña,0-0,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Vicente Adam Carrasco,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Miguel Ángel Cabral Román,Carlos Ernesto Fontana Bendahan,Juan Pozo Díaz,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,,,,,,,,,,
0,1982,CD Málaga,Xerez,5-0,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Felipe Romero Rivas,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Miguel Ángel Cabral Román,Carlos Ernesto Fontana Bendahan,Juan Pozo Díaz,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Antonio Jiménez Torres,,,,,,,,,
1,1982,Xerez,Recreativo de Huelva,2-0,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Felipe Romero Rivas,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Miguel Ángel Cabral Román,Antonio Serrano González,Juan Pozo Díaz,Mariano Mansilla Cuevas,Francisco Ruiz Suárez,Francisco Javier Cabral Román,,,,,,,,,
0,1982,Linares CF,Xerez,2-0,Francisco Javier Cordero Salas,Vicente Adam Carrasco,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Felipe Romero Rivas,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Antonio Serrano González,Juan Pozo Díaz,Mariano Mansilla Cuevas,Miguel Ángel Cabral Román,Francisco Javier Cabral Román,,,,,,,,,
1,1982,Xerez,Alavés,3-1,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Felipe Romero Rivas,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Antonio Serrano González,Juan Pozo Díaz,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Daniel Ignacio Murúa Burgos,Vicente Adam Carrasco,,,,,,,,,
0,1982,Oviedo,Xerez,4-0,Francisco Javier Cordero Salas,Manuel García Perdigones,Pedro Valencia Carballo,Felipe Romero Rivas,Ricardo Rodríguez Flores,Carlos Ernesto Fontana Bendahan,Antonio Serrano González,Juan Pozo Díaz,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Juan Alias Aguilar,Daniel Ignacio Murúa Burgos,,,,,,,,,,
0,1982,Xerez,Córdoba,0-0,Francisco Javier Cordero Salas,Manuel García Perdigones,Pedro Valencia Carballo,Felipe Romero Rivas,Ricardo Rodríguez Flores,Carlos Ernesto Fontana Bendahan,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Juan Alias Aguilar,Vicente Adam Carrasco,Daniel Ignacio Murúa Burgos,,,,,,,,,
1,1982,Xerez,Cartagena,1-0,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Timoteo Prieto Cabrera,Felipe Romero Rivas,Carlos Ernesto Fontana Bendahan,Antonio Serrano González,Juan Pozo Díaz,Juan Alias Aguilar,Mariano Mansilla Cuevas,Francisco Javier Cabral Román,Daniel Ignacio Murúa Burgos,Antonio Jiménez Torres,,,,,,,,,
0,1982,Hércules,Xerez,1-1,Francisco Javier Cordero Salas,Timoteo Prieto Cabrera,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Felipe Romero Rivas,Carlos Ernesto Fontana Bendahan,Antonio Serrano González,Juan Pozo Díaz,Juan Alias Aguilar,Francisco Javier Cabral Román,Daniel Ignacio Murúa Burgos,Antonio Jiménez Torres,,,,,,,,,
0,1982,Xerez,Cádiz,2-2,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Carlos Ernesto Fontana Bendahan,Antonio Serrano González,Juan Pozo Díaz,Juan Alias Aguilar,Daniel Ignacio Murúa Burgos,Francisco Javier Cabral Román,Antonio Jiménez Torres,Mariano Mansilla Cuevas,,,,,,,,,
0,1982,Castilla,Xerez,2-0,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Carlos Ernesto Fontana Bendahan,Antonio Jiménez Torres,Antonio Serrano González,Juan Pozo Díaz,Juan Alias Aguilar,Francisco Javier Cabral Román,Daniel Ignacio Murúa Burgos,Mariano Mansilla Cuevas,,,,,,,,,
1,1982,Xerez,Barcelona Atlético,2-1,Francisco Javier Cordero Salas,Ricardo Rodríguez Flores,Manuel García Perdigones,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Daniel Ignacio Murúa Burgos,Juan Alias Aguilar,Francisco Javier Cabral Román,Vicente Adam Carrasco,Mariano Mansilla Cuevas,,,,,,,,,
1,1982,Sabadell,Xerez,0-1,Francisco Javier Cordero Salas,Vicente Adam Carrasco,Manuel García Perdigones,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Daniel Ignacio Murúa Burgos,Antonio Serrano González,,,,,,,,,
1,1982,Xerez,Rayo Vallecano,3-2,Francisco Javier Cordero Salas,Vicente Adam Carrasco,Manuel García Perdigones,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Daniel Ignacio Murúa Burgos,Antonio Serrano González,,,,,,,,,
0,1982,Castellón,Xerez,2-0,Francisco Javier Cordero Salas,Vicente Adam Carrasco,Manuel García Perdigones,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Carlos Ernesto Fontana Bendahan,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Daniel Ignacio Murúa Burgos,Antonio Serrano González,,,,,,,,,
0,1982,Xerez,Palencia CF,0-1,Francisco Javier Cordero Salas,Vicente Adam Carrasco,Manuel García Perdigones,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Antonio Serrano González,Felipe Rodríguez Gutiérrez,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Antonio Jiménez Torres,Daniel Ignacio Murúa Burgos,,,,,,,,,
0,1982,Mallorca,Xerez,3-0,Juan Miguel Recio Trigueros,Vicente Adam Carrasco,Felipe Romero Rivas,Pedro Valencia Carballo,Timoteo Prieto Cabrera,Carlos Ernesto Fontana Bendahan,Antonio Jiménez Torres,Juan Pozo Díaz,Mariano Mansilla Cuevas,Juan Alias Aguilar,Francisco Javier Cabral Román,Felipe Rodríguez Gutiérrez,,,,,,,,,,
