WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;
0;1980;Tarrasa;Algeciras;1-0;Gregorio de Pablos Lucas;Francisco Almenara Montoya;José María Gil Navarro;Alberto Álvarez Malavert;José Carlos Trasante Martínez;Antonio Pastor Carpena;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Ricardo Muruzábal Viteri;José Leonardo Calabuig Cuartero;Jorge Carracedo Carracedo;;;;;
1;1980;Algeciras;SD Ibiza;3-1;Vicente Gómez Mira;Francisco Almenara Montoya;Antonio Pastor Carpena;José Carlos Trasante Martínez;Antonio Cote Pérez;Jerónimo Rodríguez Villalba;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Adolfo Alberto Tirado Urbano;Francisco Martínez Caba;rellana;Javier Ventura Faulon;;;;;
0;1980;Mallorca;Algeciras;1-0;Vicente Gómez Mira;Antonio Cote Pérez;Francisco Almenara Montoya;Antonio Pastor Carpena;Alberto Álvarez Malavert;José Carlos Trasante Martínez;Manuel Pimentel;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Javier Ventura Faulon;José Manuel Gutiérrez Mateo;Adolfo Alberto Tirado Urbano;;;;;
0;1980;Algeciras;Badajoz;1-1;Vicente Gómez Mira;itjans;Pedro Valencia Carballo;Alberto Álvarez Malavert;José Carlos Trasante Martínez;Miguel Gallego Domínguez;Manuel Pimentel;José Antonio Asián Cardo;Manuel Pérez Jiménez;Javier Ventura Faulon;Francisco Martínez Caba;Adolfo Alberto Tirado Urbano;Antonio Cote Pérez;;;;;
0;1981;Algeciras;Sevilla;1-1;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Manuel García Montes;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;;;;;;;
0;1981;Racing Portuense;Algeciras;0-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Manuel García Montes;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José Baldón;Miguel Rodríguez Sotomayor;;;;;
1;1981;Algeciras;Torrejón;3-1;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Manuel García Montes;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José Baldón;Javier Ventura Faulon;;;;;
1;1981;Sevilla;Algeciras;1-2;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Manuel García Montes;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;José Baldón;Miguel Rodríguez Sotomayor;Andrés Gómez Vallecillo;;;;;
0;1981;Calvo Sotelo;Algeciras;1-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Manuel García Montes;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;;;;;;
1;1981;Algeciras;Reus;2-1;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Manuel García Montes;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Manuel Rodríguez Sotomayor;Francisco Martínez Caba;Andrés Gómez Vallecillo;Javier Ventura Faulon;;;;;
0;1981;Andorra;Algeciras;3-1;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Manuel García Montes;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;Miguel Rodríguez Sotomayor;;;;;
1;1981;Algeciras;Antequerano;1-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Andrés Gómez Vallecillo;Manuel García Montes;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José María Gil Navarro;Javier Ventura Faulon;;;;;
0;1981;Algeciras;Betis;1-1;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Miguel Gallego Domínguez;Manuel García Montes;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Manuel Rodríguez Sotomayor;Francisco Martínez Caba;Andrés Gómez Vallecillo;;;;;;
0;1981;Xerez;Algeciras;1-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Manuel García Montes;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José Baldón;Javier Ventura Faulon;;;;;
1;1981;Algeciras;San Fernando;1-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Manuel Rodríguez Sotomayor;Julio Cabello Ortega;Javier Ventura Faulon;Miguel Rodríguez Sotomayor;José Baldón;;;;;
0;1981;Betis;Algeciras;4-0;Vicente Gómez Mira;José María Gil Navarro;Alberto Álvarez Malavert;Pedro Valencia Carballo;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;José Baldón;Javier Ventura Faulon;Miguel Rodríguez Sotomayor;Julio Cabello Ortega;;;;;
1;1981;Las Palmas Atlético;Algeciras;0-1;Vicente Gómez Mira;Pedro Valencia Carballo;Alberto Álvarez Malavert;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José Baldón;José María Gil Navarro;Javier Ventura Faulon;;;;;
1;1981;Algeciras;SD Ibiza;5-1;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;José María Gil Navarro;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Francisco Heredia Fernández;José Antonio Asián Cardo;Francisco Martínez Caba;Julio Cabello Ortega;Javier Ventura Faulon;Andrés Gómez Vallecillo;José Baldón;;;;;
0;1981;Vall de Uxó;Algeciras;0-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;José María Gil Navarro;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Andrés Gómez Vallecillo;José Antonio Asián Cardo;Francisco Martínez Caba;José Baldón;Javier Ventura Faulon;Miguel Rodríguez Sotomayor;Julio Cabello Ortega;;;;;
0;1981;Algeciras;Tarrasa;1-1;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Miguel Gallego Domínguez;José Leonardo Calabuig Cuartero;Andrés Gómez Vallecillo;José Antonio Asián Cardo;Francisco Heredia Fernández;Julio Cabello Ortega;Francisco Martínez Caba;Javier Ventura Faulon;José María Gil Navarro;;;;;;
0;1981;Gimnástico de Tarragona;Algeciras;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Javier Ventura Faulon;Miguel Rodríguez Sotomayor;José Baldón;;;;;
0;1981;Algeciras;Granada;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;José Leonardo Calabuig Cuartero;;;;;;
0;1981;AD Ceuta;Algeciras;2-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José María Gil Navarro;Francisco Heredia Fernández;Miguel Gallego Domínguez;Manuel García Montes;José Antonio Asián Cardo;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José Leonardo Calabuig Cuartero;Javier Ventura Faulon;;;;;
0;1981;Algeciras;Badajoz;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José María Gil Navarro;Miguel Gallego Domínguez;Francisco Heredia Fernández;Manuel García Montes;José Antonio Asián Cardo;Manuel Rodríguez Sotomayor;Francisco Martínez Caba;José Baldón;Francisco Pastor Ponce;;;;;
0;1981;Jaén;Algeciras;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Francisco Heredia Fernández;Miguel Gallego Domínguez;Manuel García Montes;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José María Gil Navarro;Andrés Gómez Vallecillo;;;;;
1;1981;Algeciras;Cartagena;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Francisco Heredia Fernández;José Leonardo Calabuig Cuartero;José Antonio Asián Cardo;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;José Baldón;Miguel Rodríguez Sotomayor;Manuel Pérez Jiménez;;;;;
0;1981;Lorca;Algeciras;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;Manuel García Montes;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;José Baldón;Francisco Pastor Ponce;Javier Ventura Faulon;;;;;
0;1981;Algeciras;Racing Portuense;1-1;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;José Antonio Asián Cardo;Francisco Martínez Caba;Francisco Pastor Ponce;Javier Ventura Faulon;José Baldón;Julio Cabello Ortega;Manuel Rodríguez Sotomayor;;;;;
0;1981;Torrejón;Algeciras;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Martínez Caba;Francisco Pastor Ponce;Javier Ventura Faulon;José Baldón;Manuel Rodríguez Sotomayor;Carlos de la Villa Jiménez;;;;
1;1981;Algeciras;Calvo Sotelo;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Francisco Heredia Fernández;José Antonio Asián Cardo;Andrés Gómez Vallecillo;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;Francisco Pastor Ponce;José Baldón;;;;;
0;1981;Reus;Algeciras;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Miguel Rodríguez Sotomayor;José Antonio Asián Cardo;Andrés Gómez Vallecillo;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Manuel Pérez Jiménez;Manuel García Montes;;;;;
1;1981;Algeciras;Andorra;2-0;Vicente Gómez Mira;Manuel Capa Palacios;Pedro Valencia Carballo;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Manuel García Montes;José Antonio Asián Cardo;Manuel Pérez Jiménez;Francisco Heredia Fernández;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Andrés Gómez Vallecillo;Miguel Rodríguez Sotomayor;;;;;
1;1981;Antequerano;Algeciras;0-2;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Miguel Rodríguez Sotomayor;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Manuel García Montes;José Antonio Asián Cardo;Francisco Heredia Fernández;Manuel Rodríguez Sotomayor;Andrés Gómez Vallecillo;Manuel Pérez Jiménez;;;;;
1;1981;Algeciras;Xerez;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Manuel García Montes;Miguel Gallego Domínguez;José Leonardo Calabuig Cuartero;José Antonio Asián Cardo;Francisco Heredia Fernández;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Andrés Gómez Vallecillo;Miguel Rodríguez Sotomayor;;;;;
0;1981;San Fernando;Algeciras;0-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Pedro Valencia Carballo;Miguel Rodríguez Sotomayor;Miguel Gallego Domínguez;Andrés Gómez Vallecillo;Manuel Pérez Jiménez;José Antonio Asián Cardo;Francisco Heredia Fernández;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Manuel García Montes;Javier Ventura Faulon;;;;;
1;1981;Algeciras;Las Palmas Atlético;3-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Manuel Capa Palacios;Pedro Valencia Carballo;Manuel García Montes;Andrés Gómez Vallecillo;Francisco Heredia Fernández;Miguel Gallego Domínguez;Manuel Pérez Jiménez;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;Miguel Rodríguez Sotomayor;;;;;
0;1981;SD Ibiza;Algeciras;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Pedro Valencia Carballo;Alberto Álvarez Malavert;Miguel Rodríguez Sotomayor;Manuel García Montes;Miguel Gallego Domínguez;Andrés Gómez Vallecillo;José Antonio Asián Cardo;Francisco Heredia Fernández;Manuel Rodríguez Sotomayor;Antonio Cote Pérez;Francisco Martínez Caba;;;;;
1;1981;Algeciras;Vall de Uxó;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Miguel Rodríguez Sotomayor;Manuel García Montes;Miguel Gallego Domínguez;José Antonio Asián Cardo;Andrés Gómez Vallecillo;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Antonio Cote Pérez;Julio Cabello Ortega;;;;;
0;1981;Tarrasa;Algeciras;2-1;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Andrés Gómez Vallecillo;Miguel Rodríguez Sotomayor;Miguel Gallego Domínguez;Manuel García Montes;José Antonio Asián Cardo;Francisco Heredia Fernández;Francisco Martínez Caba;Javier Ventura Faulon;Francisco Pastor Ponce;;;;;
1;1981;Algeciras;Gimnástico de Tarragona;1-0;Carlos de la Villa Jiménez;Benito Sánchez Postigo;José María Gil Navarro;Antonio Cote Pérez;itjans;Miguel Rodríguez Sotomayor;Luis Castillo Cantillo;rellana;Francisco Pastor Ponce;José Baldón;glesias;amacho;José María Elorduy Trifol;;;;;
0;1981;Granada;Algeciras;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Pedro Valencia Carballo;Alberto Álvarez Malavert;Antonio Cote Pérez;Miguel Rodríguez Sotomayor;Manuel García Montes;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;José Baldón;Manuel Rodríguez Sotomayor;;;;;
0;1981;Algeciras;AD Ceuta;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Miguel Rodríguez Sotomayor;Manuel García Montes;Miguel Gallego Domínguez;Francisco Heredia Fernández;José Antonio Asián Cardo;Francisco Martínez Caba;José Baldón;Javier Ventura Faulon;Manuel Rodríguez Sotomayor;;;;;
0;1981;Badajoz;Algeciras;1-1;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Antonio Cote Pérez;Francisco Heredia Fernández;Manuel García Montes;Miguel Gallego Domínguez;José Antonio Asián Cardo;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;Francisco Martínez Caba;José Baldón;;;;;
1;1981;Algeciras;Jaén;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;Javier Ventura Faulon;José Baldón;Francisco Saucedo Santos;Julio Cabello Ortega;;;;;
0;1981;Cartagena;Algeciras;3-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Pedro Valencia Carballo;Manuel García Montes;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Heredia Fernández;Javier Ventura Faulon;Francisco Martínez Caba;Antonio Cote Pérez;Francisco Pastor Ponce;;;;;
0;1981;Algeciras;Lorca;1-1;Vicente Gómez Mira;Francisco Fernández Caba;José María Gil Navarro;Alberto Álvarez Malavert;Antonio Cote Pérez;José Antonio Asián Cardo;Manuel García Montes;Javier Ventura Faulon;Francisco Martínez Caba;Manuel Rodríguez Sotomayor;José Baldón;Julio Cabello Ortega;Francisco Pastor Ponce;;;;;
1;1982;Talavera;Algeciras;0-1;Vicente Gómez Mira;José Manuel Gutiérrez Mateo;Francisco Almenara Montoya;Manuel Capa Palacios;Alberto Álvarez Malavert;José María Gil Navarro;Manuel García Montes;Andrés Gómez Vallecillo;Francisco Heredia Fernández;José Antonio Asián Cardo;Francisco García Jaramillo;Julio Cabello Ortega;Francisco Fernández Caba;;;;;
1;1982;Algeciras;Jaén;1-0;Vicente Gómez Mira;José Manuel Gutiérrez Mateo;Manuel Capa Palacios;Alberto Álvarez Malavert;José María Gil Navarro;Manuel García Montes;Andrés Gómez Vallecillo;Francisco Heredia Fernández;José Antonio Asián Cardo;Julio Cabello Ortega;Francisco García Jaramillo;Francisco Martínez Caba;;;;;;
1;1982;Algeciras;Córdoba;1-0;Vicente Gómez Mira;José Manuel Gutiérrez Mateo;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Saucedo Santos;Manuel García Montes;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Francisco García Jaramillo;Manuel Jesús Quintero Acuña;Julio Cabello Ortega;;;;;
1;1982;Algeciras;SD Ibiza;2-0;Vicente Gómez Mira;José Manuel Gutiérrez Mateo;Alberto Álvarez Malavert;Manuel Capa Palacios;Francisco Saucedo Santos;Manuel García Montes;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Francisco García Jaramillo;Julio Cabello Ortega;Manuel Jesús Quintero Acuña;;;;;
0;1982;Córdoba;Algeciras;0-0;Vicente Gómez Mira;Francisco Fernández Caba;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Saucedo Santos;Manuel García Montes;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco García Jaramillo;José Leonardo Calabuig Cuartero;Francisco Martínez Caba;;;;;
1;1982;Alcoyano;Algeciras;0-1;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Saucedo Santos;Manuel García Montes;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco García Jaramillo;Julio Cabello Ortega;Francisco Martínez Caba;Francisco Fernández Caba;;;;;
1;1982;Algeciras;Calvo Sotelo;2-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Saucedo Santos;Manuel García Montes;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Julio Cabello Ortega;Francisco García Jaramillo;José María Gil Navarro;Francisco Martínez Caba;;;;;
1;1982;San Fernando;Algeciras;2-3;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Saucedo Santos;Manuel García Montes;Andrés Gómez Vallecillo;Manuel Jesús Quintero Acuña;Miguel Gallego Domínguez;José Antonio Asián Cardo;Julio Cabello Ortega;Francisco García Jaramillo;José María Gil Navarro;Francisco Fernández Caba;;;;;
0;1982;Algeciras;Racing Portuense;0-0;Vicente Gómez Mira;Francisco Almenara Montoya;Alberto Álvarez Malavert;Manuel Capa Palacios;José María Gil Navarro;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco García Jaramillo;Julio Cabello Ortega;José Manuel Gutiérrez Mateo;José Baldón;;;;;
1;1982;Algeciras;Recreativo de Huelva;2-1;Vicente Gómez Mira;Francisco Almenara Montoya;Manuel Capa Palacios;Alberto Álvarez Malavert;José María Gil Navarro;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco García Jaramillo;Francisco Martínez Caba;Benito Sánchez Postigo;Julio Cabello Ortega;;;;;
0;1982;Hospitalet;Algeciras;0-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;José María Gil Navarro;Manuel García Montes;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Julio Cabello Ortega;Francisco García Jaramillo;Francisco Saucedo Santos;Francisco Fernández Caba;;;;;
0;1982;Algeciras;RSD Alcalá;0-0;Vicente Gómez Mira;Alberto Álvarez Malavert;Manuel Capa Palacios;José María Gil Navarro;Manuel García Montes;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Francisco García Jaramillo;Francisco Heredia Fernández;Julio Cabello Ortega;;;;;
0;1982;Recreativo de Huelva;Algeciras;2-0;Vicente Gómez Mira;Francisco Almenara Montoya;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Saucedo Santos;Francisco Heredia Fernández;rancisco;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Manuel García Montes;José María Gil Navarro;;;;;
0;1982;Parla;Algeciras;0-0;Vicente Gómez Mira;Francisco Almenara Montoya;Francisco Fernández Caba;Alberto Álvarez Malavert;Manuel Capa Palacios;Francisco Saucedo Santos;Francisco Heredia Fernández;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco García Jaramillo;Francisco Martínez Caba;José María Gil Navarro;;;;;
1;1982;Algeciras;Antequerano;1-0;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Almenara Montoya;Francisco Heredia Fernández;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Julio Cabello Ortega;Francisco García Jaramillo;Francisco Saucedo Santos;Manuel García Montes;;;;;
1;1982;Fuengirola;Algeciras;0-1;Vicente Gómez Mira;Francisco Almenara Montoya;Francisco Fernández Caba;Manuel Capa Palacios;Alberto Álvarez Malavert;Manuel García Montes;José Leonardo Calabuig Cuartero;Miguel Gallego Domínguez;Francisco Heredia Fernández;Francisco García Jaramillo;Julio Cabello Ortega;Francisco Martínez Caba;Francisco Saucedo Santos;;;;;
0;1982;Algeciras;Badajoz;2-2;Vicente Gómez Mira;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Almenara Montoya;Manuel García Montes;Andrés Gómez Vallecillo;Francisco Heredia Fernández;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Julio Cabello Ortega;Francisco Fernández Caba;Juan Antonio Muñoz Torres;;;;;
0;1982;Poblense;Algeciras;1-1;Juan Antonio Muñoz Torres;Francisco Fernández Caba;Francisco Saucedo Santos;Manuel Capa Palacios;Alberto Álvarez Malavert;Manuel García Montes;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Heredia Fernández;Julio Cabello Ortega;Francisco García Jaramillo;Andrés Gómez Vallecillo;José María Gil Navarro;;;;;
0;1982;Algeciras;Albacete;0-0;Juan Antonio Muñoz Torres;Benito Sánchez Postigo;José María Gil Navarro;Manuel Capa Palacios;Alberto Álvarez Malavert;Manuel García Montes;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Julio Cabello Ortega;Francisco García Jaramillo;Francisco Martínez Caba;José Manuel Gutiérrez Mateo;;;;;
0;1982;Lorca;Algeciras;1-0;Juan Antonio Muñoz Torres;Benito Sánchez Postigo;Francisco Fernández Caba;Francisco Almenara Montoya;Francisco Saucedo Santos;Alberto Álvarez Malavert;Manuel García Montes;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Julio Cabello Ortega;José Leonardo Calabuig Cuartero;Miguel Rodríguez Sotomayor;;;;;
1;1982;Algeciras;AD Ceuta;1-0;Juan Antonio Muñoz Torres;Benito Sánchez Postigo;Francisco Saucedo Santos;Manuel Capa Palacios;Francisco Fernández Caba;Francisco Heredia Fernández;Andrés Gómez Vallecillo;Miguel Rodríguez Sotomayor;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Manuel Jesús Quintero Acuña;José Baldón;;;;;
1;1982;Granada;Algeciras;1-2;Juan Antonio Muñoz Torres;Francisco Saucedo Santos;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Fernández Caba;Manuel García Montes;Francisco Heredia Fernández;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Manuel Jesús Quintero Acuña;Miguel Rodríguez Sotomayor;;;;;
1;1982;Algeciras;Torrejón;2-0;Juan Antonio Muñoz Torres;Francisco Saucedo Santos;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Fernández Caba;Manuel García Montes;Manuel Jesús Quintero Acuña;Andrés Gómez Vallecillo;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Martínez Caba;Francisco Heredia Fernández;Miguel Rodríguez Sotomayor;;;;;
0;1982;Algeciras;Talavera;0-1;Juan Antonio Muñoz Torres;Francisco Saucedo Santos;Manuel Capa Palacios;Alberto Álvarez Malavert;Manuel García Montes;Manuel Jesús Quintero Acuña;Miguel Rodríguez Sotomayor;Miguel Gallego Domínguez;José Antonio Asián Cardo;Francisco Heredia Fernández;Francisco Martínez Caba;Benito Sánchez Postigo;;;;;;
0;1982;Jaén;Algeciras;2-0;Juan Antonio Muñoz Torres;Francisco Saucedo Santos;Francisco Fernández Caba;Manuel Capa Palacios;Alberto Álvarez Malavert;Francisco Almenara Montoya;Manuel García Montes;Francisco Heredia Fernández;Andrés Gómez Vallecillo;José Antonio Asián Cardo;Julio Cabello Ortega;José Leonardo Calabuig Cuartero;Francisco García Jaramillo;;;;;
