WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;
0;1988;Gandía;Algeciras;2-0;Carlos de la Villa Jiménez;uerrero;José Manuel Gutiérrez Mateo;Ricardo Ruiz González;Francisco Fernández Caba;lba;Antonio Javier Ocaña Oliva;Rafael José Platero Galiano;afa II;Julio Cabello Ortega;Fernando Gallego Jiménez;rtega;ecino;;;;;
0;1990;Algeciras;Córdoba;1-2;Carlos de la Villa Jiménez;Sergio Rengifo Navarro;Francisco Almenara Montoya;Mario Blanco Rodríguez;Eladio Sáez Olmedo;José Gallardo Reina;Antonio Vargas Quijada;Francisco Gil Navarro;Manuel Herrera Guerrero;José Martínez Correa;Julio Cabello Ortega;Rafael José Platero Galiano;Juan José Cacheira Lucena;;;;;
0;1990;Córdoba;Algeciras;6-2;Rafael Rodríguez Gómez;Mario Blanco Rodríguez;Francisco Almenara Montoya;José María Gil Navarro;Eladio Sáez Olmedo;José Gallardo Reina;Juan José Sánchez Calvente;Antonio Vargas Quijada;Francisco Gil Navarro;Manuel Herrera Guerrero;Julio Cabello Ortega;Rafael José Platero Galiano;;;;;;
1;1991;Algeciras;Racing Portuense;1-0;Carlos de la Villa Jiménez;Sergio Rengifo Navarro;Antonio Molina Gil;José María Gil Navarro;Eladio Sáez Olmedo;Juan José Sánchez Calvente;Antonio Vargas Quijada;Francisco Gil Navarro;Francisco Javier Huertas Sarmiento;Francisco Javier Selma Cano;Julio Cabello Ortega;eón;Liert Rosa Balsera da Silva;;;;;
0;1991;Racing Portuense;Algeciras;4-2;Carlos de la Villa Jiménez;Sergio Rengifo Navarro;Antonio Molina Gil;Liert Rosa Balsera da Silva;Eladio Sáez Olmedo;Juan José Sánchez Calvente;Antonio Vargas Quijada;Francisco Gil Navarro;Francisco Javier Huertas Sarmiento;Julio Cabello Ortega;Francisco Javier Selma Cano;Miguel Sánchez Rull;eón;;;;;
1;1992;Algeciras;Racing Portuense;3-2;Francisco Javier Otero Fernández;José Manuel Gutiérrez Mateo;José Francisco Paz Muñoz;José María Gil Navarro;zco;Eladio Sáez Olmedo;Juan José Sánchez Calvente;Francisco Javier Huertas Sarmiento;Julio Cabello Ortega;Rafael José Platero Galiano;Ángel Román Corchado;David Vadillo;;;;;;
0;1992;Racing Portuense;Algeciras;1-1;Francisco Javier Otero Fernández;José Acosta;Cristóbal Iglesias López;José Francisco Paz Muñoz;José María Gil Navarro;Eladio Sáez Olmedo;Juan José Sánchez Calvente;Francisco Javier Huertas Sarmiento;Julio Cabello Ortega;Rafael José Platero Galiano;Ángel Román Corchado;Francisco Adolfo Ramos Trigo;oreno;;;;;
0;1992;Algeciras;Écija;1-3;Francisco Javier Otero Fernández;oreno;Cristóbal Iglesias López;José Francisco Paz Muñoz;José María Gil Navarro;Francisco Adolfo Ramos Trigo;zco;Eladio Sáez Olmedo;Juan José Sánchez Calvente;Rafael José Platero Galiano;Ángel Román Corchado;Raúl Pro Villanueva;José Luis Álvarez Gómez;;;;;
1;1992;Écija;Algeciras;2-3;Francisco Javier Otero Fernández;Cristóbal Iglesias López;José Francisco Paz Muñoz;José Acosta;Francisco Adolfo Ramos Trigo;Eladio Sáez Olmedo;José Luis Álvarez Gómez;Juan José Sánchez Calvente;Antonio Joya Segura;Rafael José Platero Galiano;Ángel Román Corchado;zco;oreno;;;;;
1;1998;Moralo;Algeciras;1-2;Fernando José Fito González;Rafael Tovar Gómez;José María León Cruz;Antonio Molina Gil;Alberto Campos Álvarez;Jonás Borredat Fajardo;José Antonio Mateos García;Juan Hoyos Villalta;Jorge Báez Aranda;Juan Antonio García León;Salvador Asencio Prieto;José María Casasola Muñoz;Fernando Gallego Jiménez;Óscar Céspedes Cabeza;;;;
1;1998;Algeciras;Recreativo de Huelva;1-0;Antonio Ortega Morales;Rafael Tovar Gómez;Alberto Campos Álvarez;Jonás Borredat Fajardo;Antonio Molina Gil;José Antonio Mateos García;Juan Hoyos Villalta;José María Casasola Muñoz;Jorge Báez Aranda;Salvador Asencio Prieto;Juan Antonio García León;aúl Molina;Fernando Gallego Jiménez;Gregorio Molina Gil;;;;
0;1998;Algeciras;Plasencia;0-0;Fernando José Fito González;José María León Cruz;Alberto Campos Álvarez;Jonás Borredat Fajardo;Antonio Molina Gil;José Antonio Mateos García;Juan Hoyos Villalta;Jorge Báez Aranda;José María Casasola Muñoz;Salvador Asencio Prieto;Juan Antonio García León;Rafael Tovar Gómez;Alexis de la Paz Marín;Fernando Gallego Jiménez;;;;
0;1998;Recreativo de Huelva;Algeciras;3-0;Antonio Ortega Morales;Rafael Tovar Gómez;José María León Cruz;Jonás Borredat Fajardo;Antonio Molina Gil;José Antonio Mateos García;Gregorio Molina Gil;Juan Hoyos Villalta;José María Casasola Muñoz;Jorge Báez Aranda;Salvador Asencio Prieto;Manuel López Fermín;Baldomero Hermoso Herrera;;;;;
0;1998;Écija;Algeciras;2-1;Fernando José Fito González;Rafael Tovar Gómez;Alberto Campos Álvarez;Jonás Borredat Fajardo;Antonio Molina Gil;José Antonio Mateos García;Juan Hoyos Villalta;Jorge Báez Aranda;José María Casasola Muñoz;Salvador Asencio Prieto;Juan Antonio García León;Fernando Gallego Jiménez;Francisco Patrocinio Tinoco Expósito;Baldomero Hermoso Herrera;;;;
0;1998;Algeciras;Motril;2-3;Fernando José Fito González;José María León Cruz;Antonio Molina Gil;Jonás Borredat Fajardo;Alberto Campos Álvarez;Juan Hoyos Villalta;Jorge Báez Aranda;José María Casasola Muñoz;Juan Antonio García León;Francisco Patrocinio Tinoco Expósito;Salvador Asencio Prieto;Alexis de la Paz Marín;Óscar Céspedes Cabeza;Fernando Gallego Jiménez;;;;
0;1998;Ceuta;Algeciras;1-0;Antonio Ortega Morales;Rafael Tovar Gómez;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;Alberto Campos Álvarez;José Antonio Mateos García;Gregorio Molina Gil;Jorge Báez Aranda;José María Casasola Muñoz;Juan Antonio García León;Salvador Asencio Prieto;Óscar Céspedes Cabeza;Fernando Gallego Jiménez;Francisco Patrocinio Tinoco Expósito;;;;
0;1998;Algeciras;Xerez;0-2;Antonio Ortega Morales;Antonio Molina Gil;Jonás Borredat Fajardo;Alberto Campos Álvarez;José Antonio Mateos García;Gregorio Molina Gil;Jorge Báez Aranda;José María Casasola Muñoz;Juan Antonio García León;Francisco Patrocinio Tinoco Expósito;Salvador Asencio Prieto;Fernando Gallego Jiménez;Óscar Céspedes Cabeza;Juan Hoyos Villalta;;;;
0;1998;Betis B;Algeciras;2-0;Antonio Ortega Morales;Jonás Borredat Fajardo;Alberto Campos Álvarez;Baldomero Hermoso Herrera;José Antonio Mateos García;Gregorio Molina Gil;Óscar Céspedes Cabeza;Alexis de la Paz Marín;Jorge Báez Aranda;Salvador Asencio Prieto;Juan Antonio García León;Juan Hoyos Villalta;Fernando Gallego Jiménez;José María León Cruz;;;;
0;1998;Algeciras;Almería;0-1;Fernando José Fito González;Jonás Borredat Fajardo;Antonio Molina Gil;Baldomero Hermoso Herrera;José Antonio Mateos García;Juan Hoyos Villalta;Enrique Fernando Ortiz Moruno;Jorge Báez Aranda;Gregorio Molina Gil;Francisco Patrocinio Tinoco Expósito;Salvador Asencio Prieto;José María León Cruz;Óscar Céspedes Cabeza;Juan Antonio García León;;;;
0;1998;Jaén;Algeciras;2-0;Fernando José Fito González;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;Antonio Molina Gil;José Antonio Mateos García;Enrique Fernando Ortiz Moruno;Óscar Céspedes Cabeza;Francisco Javier Ortega Navarro;Gregorio Molina Gil;Fernando Gallego Jiménez;Salvador Asencio Prieto;Alexis de la Paz Marín;Francisco Patrocinio Tinoco Expósito;Juan Hoyos Villalta;;;;
1;1998;Algeciras;Jerez;2-0;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Alexis de la Paz Marín;Óscar Céspedes Cabeza;Juan Hoyos Villalta;Gregorio Molina Gil;Salvador Asencio Prieto;Félix Ruiz Suárez;Francisco Patrocinio Tinoco Expósito;Alberto Campos Álvarez;Enrique Fernando Ortiz Moruno;;;;
0;1998;Cacereño;Algeciras;2-1;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Alberto Campos Álvarez;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Óscar Céspedes Cabeza;Alexis de la Paz Marín;Juan Hoyos Villalta;Jorge Báez Aranda;Gregorio Molina Gil;Félix Ruiz Suárez;Enrique Fernando Ortiz Moruno;Francisco Patrocinio Tinoco Expósito;Francisco Javier Ortega Navarro;;;;
0;1998;Algeciras;Córdoba;0-0;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Alexis de la Paz Marín;Óscar Céspedes Cabeza;Juan Hoyos Villalta;Gregorio Molina Gil;Salvador Asencio Prieto;Félix Ruiz Suárez;Enrique Fernando Ortiz Moruno;Francisco Javier Ortega Navarro;;;;;
1;1998;Granada;Algeciras;1-2;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Juan Hoyos Villalta;Javier Recio Delgado;Óscar Céspedes Cabeza;Gregorio Molina Gil;Manuel Requena Mulero;Salvador Asencio Prieto;Alexis de la Paz Marín;José María Casasola Muñoz;Francisco Patrocinio Tinoco Expósito;;;;
0;1998;Algeciras;Manchego;0-2;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Javier Recio Delgado;Óscar Céspedes Cabeza;Juan Hoyos Villalta;Gregorio Molina Gil;Salvador Asencio Prieto;Manuel Requena Mulero;Alexis de la Paz Marín;Francisco Patrocinio Tinoco Expósito;Jorge Báez Aranda;;;;
0;1998;Algeciras;Cádiz;0-1;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Antonio Molina Gil;José María Casasola Muñoz;Javier Recio Delgado;Alexis de la Paz Marín;Enrique Fernando Ortiz Moruno;Gregorio Molina Gil;Jorge Báez Aranda;Manuel Requena Mulero;Salvador Asencio Prieto;Juan Hoyos Villalta;;;;;;
0;1998;Melilla;Algeciras;2-2;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José María Casasola Muñoz;Enrique Fernando Ortiz Moruno;Javier Recio Delgado;Alexis de la Paz Marín;Juan Hoyos Villalta;Gregorio Molina Gil;Salvador Asencio Prieto;Francisco Patrocinio Tinoco Expósito;Óscar Céspedes Cabeza;Rafael Tovar Gómez;;;;
1;1998;Algeciras;Sevilla B;1-0;Laureano Echevarría Perales;Rafael Tovar Gómez;Baldomero Hermoso Herrera;Antonio Molina Gil;Óscar Céspedes Cabeza;Javier Recio Delgado;Alexis de la Paz Marín;Enrique Fernando Ortiz Moruno;Gregorio Molina Gil;José María Casasola Muñoz;Félix Ruiz Suárez;Jonás Borredat Fajardo;Manuel Requena Mulero;Juan Hoyos Villalta;;;;
0;1998;Polideportivo Almería;Algeciras;1-0;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Javier Recio Delgado;Alexis de la Paz Marín;Jorge Báez Aranda;José María Casasola Muñoz;Salvador Asencio Prieto;Manuel Requena Mulero;Juan Hoyos Villalta;Francisco Patrocinio Tinoco Expósito;Gregorio Molina Gil;;;;
1;1998;Algeciras;Isla Cristina;5-0;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Óscar Céspedes Cabeza;José María Casasola Muñoz;Gregorio Molina Gil;Jorge Báez Aranda;Félix Ruiz Suárez;Manuel Requena Mulero;Enrique Fernando Ortiz Moruno;Francisco Patrocinio Tinoco Expósito;Francisco Javier Ortega Navarro;;;;
1;1998;Algeciras;Moralo;2-1;Laureano Echevarría Perales;Rafael Tovar Gómez;Jonás Borredat Fajardo;Antonio Molina Gil;José Antonio Mateos García;Javier Recio Delgado;Alexis de la Paz Marín;Jorge Báez Aranda;Gregorio Molina Gil;Salvador Asencio Prieto;Manuel Requena Mulero;José Manuel Elgorriaga Álvarez;José María Casasola Muñoz;Enrique Fernando Ortiz Moruno;;;;
0;1998;Plasencia;Algeciras;0-0;Laureano Echevarría Perales;Jonás Borredat Fajardo;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Javier Recio Delgado;Alexis de la Paz Marín;José María Casasola Muñoz;Gregorio Molina Gil;Salvador Asencio Prieto;Manuel Requena Mulero;Baldomero Hermoso Herrera;Enrique Fernando Ortiz Moruno;Jorge Báez Aranda;;;;
1;1998;Algeciras;Écija;1-0;Laureano Echevarría Perales;Rafael Tovar Gómez;Jonás Borredat Fajardo;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Alexis de la Paz Marín;Óscar Céspedes Cabeza;Gregorio Molina Gil;Francisco Patrocinio Tinoco Expósito;Manuel Requena Mulero;Lucas Álvarez Vílchez;Jorge Báez Aranda;Enrique Fernando Ortiz Moruno;;;;
1;1998;Motril;Algeciras;1-2;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;Óscar Céspedes Cabeza;Jorge Báez Aranda;Gregorio Molina Gil;José María Casasola Muñoz;Francisco Patrocinio Tinoco Expósito;Manuel Requena Mulero;Salvador Asencio Prieto;Rafael Tovar Gómez;Juan Hoyos Villalta;Enrique Fernando Ortiz Moruno;;;;
0;1998;Algeciras;Ceuta;0-0;Laureano Echevarría Perales;Rafael Tovar Gómez;Baldomero Hermoso Herrera;Antonio Molina Gil;José Antonio Mateos García;Javier Recio Delgado;Alexis de la Paz Marín;Jorge Báez Aranda;José María Casasola Muñoz;Salvador Asencio Prieto;Manuel Requena Mulero;Francisco Patrocinio Tinoco Expósito;;;;;;
0;1998;Xerez;Algeciras;1-0;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Javier Recio Delgado;José María Casasola Muñoz;Gregorio Molina Gil;Francisco Patrocinio Tinoco Expósito;Manuel Requena Mulero;Salvador Asencio Prieto;Jorge Báez Aranda;Juan Hoyos Villalta;Óscar Céspedes Cabeza;;;;
0;1998;Algeciras;Betis B;1-2;Laureano Echevarría Perales;Jonás Borredat Fajardo;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;José María Casasola Muñoz;Javier Recio Delgado;Alexis de la Paz Marín;Jorge Báez Aranda;Gregorio Molina Gil;Manuel Requena Mulero;Salvador Asencio Prieto;Juan Hoyos Villalta;Francisco Patrocinio Tinoco Expósito;;;;
0;1998;Almería;Algeciras;1-1;Laureano Echevarría Perales;Jonás Borredat Fajardo;Alberto Campos Álvarez;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Óscar Céspedes Cabeza;José María Casasola Muñoz;Gregorio Molina Gil;Francisco Patrocinio Tinoco Expósito;Juan Hoyos Villalta;Alexis de la Paz Marín;Enrique Fernando Ortiz Moruno;;;;
0;1998;Algeciras;Jaén;0-0;Laureano Echevarría Perales;Alberto Campos Álvarez;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Óscar Céspedes Cabeza;Alexis de la Paz Marín;José María Casasola Muñoz;Juan Hoyos Villalta;Gregorio Molina Gil;Manuel Requena Mulero;Jorge Báez Aranda;Jonás Borredat Fajardo;Salvador Asencio Prieto;;;;
1;1998;Jerez;Algeciras;0-1;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Alexis de la Paz Marín;José María Casasola Muñoz;Óscar Céspedes Cabeza;Gregorio Molina Gil;Francisco Patrocinio Tinoco Expósito;Manuel Requena Mulero;Jonás Borredat Fajardo;Jorge Báez Aranda;Enrique Fernando Ortiz Moruno;;;;
1;1998;Algeciras;Cacereño;1-0;Laureano Echevarría Perales;Jonás Borredat Fajardo;Baldomero Hermoso Herrera;Antonio Molina Gil;Alberto Campos Álvarez;José Manuel Elgorriaga Álvarez;Alexis de la Paz Marín;Enrique Fernando Ortiz Moruno;José María Casasola Muñoz;Jorge Báez Aranda;Salvador Asencio Prieto;Antonio Javier Núñez Subirat;Óscar Céspedes Cabeza;Javier Recio Delgado;;;;
0;1998;Córdoba;Algeciras;2-1;Laureano Echevarría Perales;Alberto Campos Álvarez;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;José María Casasola Muñoz;Alexis de la Paz Marín;Gregorio Molina Gil;Jorge Báez Aranda;Manuel Requena Mulero;Óscar Céspedes Cabeza;Salvador Asencio Prieto;Enrique Fernando Ortiz Moruno;;;;
0;1998;Algeciras;Granada;0-0;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;José María Casasola Muñoz;Javier Recio Delgado;Alexis de la Paz Marín;Gregorio Molina Gil;Manuel Requena Mulero;Francisco Patrocinio Tinoco Expósito;Enrique Fernando Ortiz Moruno;Jorge Báez Aranda;Jonás Borredat Fajardo;;;;
1;1998;Manchego;Algeciras;0-1;Laureano Echevarría Perales;Jonás Borredat Fajardo;Alberto Campos Álvarez;Baldomero Hermoso Herrera;Antonio Molina Gil;José Antonio Mateos García;Gregorio Molina Gil;Enrique Fernando Ortiz Moruno;José María Casasola Muñoz;Salvador Asencio Prieto;Francisco Patrocinio Tinoco Expósito;Alexis de la Paz Marín;Jorge Báez Aranda;;;;;
0;1998;Cádiz;Algeciras;1-1;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Alberto Campos Álvarez;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Alexis de la Paz Marín;Gregorio Molina Gil;Félix Ruiz Suárez;Francisco Patrocinio Tinoco Expósito;Salvador Asencio Prieto;Jonás Borredat Fajardo;Jorge Báez Aranda;Manuel Requena Mulero;;;;
0;1998;Algeciras;Melilla;1-2;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;Óscar Céspedes Cabeza;Jorge Báez Aranda;Gregorio Molina Gil;José María Casasola Muñoz;Salvador Asencio Prieto;Francisco Patrocinio Tinoco Expósito;Félix Ruiz Suárez;Manuel Requena Mulero;Enrique Fernando Ortiz Moruno;Rafael Tovar Gómez;;;;
0;1998;Sevilla B;Algeciras;1-0;Laureano Echevarría Perales;Rafael Tovar Gómez;Alberto Campos Álvarez;Baldomero Hermoso Herrera;José Manuel Elgorriaga Álvarez;José María Casasola Muñoz;Alexis de la Paz Marín;Jorge Báez Aranda;Enrique Fernando Ortiz Moruno;Gregorio Molina Gil;Félix Ruiz Suárez;Jonás Borredat Fajardo;Óscar Céspedes Cabeza;Salvador Asencio Prieto;;;;
0;1998;Algeciras;Polideportivo Almería;0-0;Laureano Echevarría Perales;Rafael Tovar Gómez;Alberto Campos Álvarez;Jonás Borredat Fajardo;Alexis de la Paz Marín;Jorge Báez Aranda;Gregorio Molina Gil;José María Casasola Muñoz;Félix Ruiz Suárez;Manuel Requena Mulero;Salvador Asencio Prieto;Francisco Javier Ortega Navarro;Francisco Javier Ramos Cívico;Enrique Fernando Ortiz Moruno;;;;
1;1998;Isla Cristina;Algeciras;0-7;Laureano Echevarría Perales;Rafael Tovar Gómez;Jonás Borredat Fajardo;Óscar Céspedes Cabeza;Jorge Báez Aranda;Gregorio Molina Gil;José María Casasola Muñoz;Francisco Patrocinio Tinoco Expósito;Félix Ruiz Suárez;Manuel Requena Mulero;Salvador Asencio Prieto;Alexis de la Paz Marín;Enrique Fernando Ortiz Moruno;José Antonio Mateos García;;;;
0;1998;Aurrera;Algeciras;3-0;Laureano Echevarría Perales;Baldomero Hermoso Herrera;Jonás Borredat Fajardo;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Alexis de la Paz Marín;Enrique Fernando Ortiz Moruno;Jorge Báez Aranda;José María Casasola Muñoz;Gregorio Molina Gil;Félix Ruiz Suárez;Óscar Céspedes Cabeza;Francisco Patrocinio Tinoco Expósito;;;;;
0;1998;Algeciras;Aurrera;0-0;Laureano Echevarría Perales;Jonás Borredat Fajardo;Alberto Campos Álvarez;Baldomero Hermoso Herrera;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;Alexis de la Paz Marín;Enrique Fernando Ortiz Moruno;José María Casasola Muñoz;Félix Ruiz Suárez;Manuel Requena Mulero;Salvador Asencio Prieto;Óscar Céspedes Cabeza;Jorge Báez Aranda;;;;
0;1998;Caudal;Algeciras;2-0;Laureano Echevarría Perales;Alberto Campos Álvarez;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Jorge Báez Aranda;Alexis de la Paz Marín;José María Casasola Muñoz;Gregorio Molina Gil;Manuel Requena Mulero;Salvador Asencio Prieto;Óscar Céspedes Cabeza;enítez;;;;;
1;1998;Algeciras;Caudal;1-0;Laureano Echevarría Perales;Alberto Campos Álvarez;Antonio Molina Gil;José Manuel Elgorriaga Álvarez;José Antonio Mateos García;Alexis de la Paz Marín;José María Casasola Muñoz;Enrique Fernando Ortiz Moruno;Gregorio Molina Gil;Salvador Asencio Prieto;Manuel Requena Mulero;Jonás Borredat Fajardo;Juan Hoyos Villalta;Jorge Báez Aranda;;;;
0;2000;Polideportivo Almería;Algeciras;0-0;José Domingo Hernández Guanche;Rafael Tovar Gómez;José Carlos Martínez Vinuesa;Juan Manuel Rodríguez Domínguez;Pablo Sánchez Rodríguez;Juan Luis Guirado Aldeguer;José María Rodríguez Corbacho;Manuel López Fermín;José María Casasola Muñoz;José Carlos Rodríguez Valero;José Luis Batista Espino;Antonio Molina Gil;Xavier Morón Rodríguez;;;;;
0;2000;Algeciras;Talavera;1-2;Emilio Álvarez Blanco;Rafael Tovar Gómez;José Carlos Martínez Vinuesa;Juan Manuel Rodríguez Domínguez;Pablo Sánchez Rodríguez;Juan Luis Guirado Aldeguer;Manuel López Fermín;José María Casasola Muñoz;José Carlos Rodríguez Valero;Miguel Ángel Burrezo Quintero;José Luis Batista Espino;Jorge Báez Aranda;Xavier Morón Rodríguez;Antonio Ángel Pérez Tavira;José Domingo Hernández Guanche;Antonio Molina Gil;;
1;2000;Algeciras;Polideportivo Almería;1-0;José Domingo Hernández Guanche;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Juan Manuel Rodríguez Domínguez;Antonio Ángel Pérez Tavira;Manuel López Fermín;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José Luis Batista Espino;Rafael Tovar Gómez;Miguel Ángel Burrezo Quintero;Francisco Javier Ortega Navarro;;;;
0;2000;Don Benito;Algeciras;1-1;Emilio Álvarez Blanco;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Juan Manuel Rodríguez Domínguez;Antonio Ángel Pérez Tavira;Xavier Morón Rodríguez;Manuel López Fermín;Jorge Báez Aranda;José María Casasola Muñoz;José Luis Batista Espino;Francisco Javier Ortega Navarro;José David Cabello García;Miguel Ángel Burrezo Quintero;José Domingo Hernández Guanche;Rafael Tovar Gómez;;
0;2000;Algeciras;Cádiz;0-0;Emilio Álvarez Blanco;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Juan Manuel Rodríguez Domínguez;José Agustín Izquierdo Tena;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José Luis Batista Espino;José David Cabello García;Manuel López Fermín;Miguel Ángel Burrezo Quintero;Antonio Ángel Pérez Tavira;José Domingo Hernández Guanche;Rafael Tovar Gómez;;
0;2000;Almería;Algeciras;1-1;Emilio Álvarez Blanco;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Juan Manuel Rodríguez Domínguez;José Agustín Izquierdo Tena;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José Luis Batista Espino;José David Cabello García;Rafael Tovar Gómez;Antonio Ángel Pérez Tavira;Manuel López Fermín;José María Rodríguez Corbacho;José Domingo Hernández Guanche;;
0;2000;Linares;Algeciras;1-0;Emilio Álvarez Blanco;Rafael Tovar Gómez;Pablo Sánchez Rodríguez;José Carlos Martínez Vinuesa;José María Rodríguez Corbacho;José Agustín Izquierdo Tena;José Carlos Rodríguez Valero;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José David Cabello García;Antonio Ángel Pérez Tavira;Manuel López Fermín;José Luis Batista Espino;José Domingo Hernández Guanche;Juan Luis Guirado Aldeguer;;
1;2000;Algeciras;Guadix;2-1;Emilio Álvarez Blanco;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Juan Manuel Rodríguez Domínguez;Antonio Ángel Pérez Tavira;José Agustín Izquierdo Tena;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José David Cabello García;Rafael Tovar Gómez;Manuel López Fermín;José Luis Batista Espino;José Domingo Hernández Guanche;José María Rodríguez Corbacho;;
0;2000;Ceuta;Algeciras;1-0;Emilio Álvarez Blanco;Rafael Tovar Gómez;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Antonio Ángel Pérez Tavira;José Agustín Izquierdo Tena;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José David Cabello García;Mateo Benítez de Gregorio;José Carlos Rodríguez Valero;José Luis Batista Espino;José Domingo Hernández Guanche;Manuel López Fermín;;
1;2000;Algeciras;Motril;1-0;Emilio Álvarez Blanco;Rafael Tovar Gómez;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Antonio Ángel Pérez Tavira;José Agustín Izquierdo Tena;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José David Cabello García;José Carlos Rodríguez Valero;José María Rodríguez Corbacho;José Luis Batista Espino;José Domingo Hernández Guanche;Mateo Benítez de Gregorio;;
0;2000;Écija;Algeciras;1-1;Emilio Álvarez Blanco;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Juan Luis Guirado Aldeguer;Antonio Ángel Pérez Tavira;José Agustín Izquierdo Tena;José Carlos Rodríguez Valero;Jorge Báez Aranda;José María Casasola Muñoz;José David Cabello García;Mateo Benítez de Gregorio;José María Rodríguez Corbacho;José Luis Batista Espino;José Domingo Hernández Guanche;;;
1;2000;Algeciras;Coria;6-3;Emilio Álvarez Blanco;Rafael Tovar Gómez;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Antonio Ángel Pérez Tavira;José Agustín Izquierdo Tena;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José David Cabello García;José Luis Batista Espino;José María Rodríguez Corbacho;Francisco Javier Ortega Navarro;José Domingo Hernández Guanche;Manuel López Fermín;;
0;2000;Polideportivo Ejido;Algeciras;2-2;Emilio Álvarez Blanco;Rafael Tovar Gómez;José Carlos Martínez Vinuesa;Antonio Molina Gil;Pablo Sánchez Rodríguez;Antonio Ángel Pérez Tavira;José Agustín Izquierdo Tena;Xavier Morón Rodríguez;Jorge Báez Aranda;José María Casasola Muñoz;José David Cabello García;José Luis Batista Espino;José María Rodríguez Corbacho;Juan Manuel Rodríguez Domínguez;José Domingo Hernández Guanche;Manuel López Fermín;;
