WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,,
1,1975,Córdoba,Deportivo de La Coruña,2-1,Domingo Rivero de Vera,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Manuel Rodríguez González,Juan Antonio Gallego Mata,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Manuel García Montes,José Luis Urbano Martínez,Antonio Burguete Navarro,Antonio Marín Ruz,Fernando Abelenda Rosado,,,,,,,,,,
0,1975,Rayo Vallecano,Córdoba,1-0,Domingo Rivero de Vera,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Francisco Varo López,Manuel Martínez Pérez,Juan Antonio Gallego Mata,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,José Luis Urbano Martínez,Víctor Domingo Juárez Ramírez,Antonio Burguete Navarro,Fernando Abelenda Rosado,Antonio Marín Ruz,,,,,,,,,,
1,1975,Córdoba,San Andrés,3-0,Domingo Rivero de Vera,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Manuel Martínez Pérez,Juan Antonio Gallego Mata,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Manuel García Montes,José Luis Urbano Martínez,Antonio Burguete Navarro,Antonio Marín Ruz,Fernando Abelenda Rosado,,,,,,,,,,
0,1975,Córdoba,SD Melilla,3-3,Domingo Rivero de Vera,Francisco Varo López,Antonio Marín Ruz,Manuel Martínez Pérez,Juan Antonio Gallego Mata,José Antonio Corcuera Oca,Manuel García Montes,Fernando Abelenda Rosado,Manuel Álvarez Gómez,Juan Alias Aguilar,Víctor Domingo Juárez Ramírez,Pablo Luque Gordillo,José Miguel Nieto Guzmán,,,,,,,,,,
0,1975,Alavés,Córdoba,2-0,Domingo Rivero de Vera,Carmelo Salas Tavira,Francisco Varo López,Arecio Balbuena Amarilla,Manuel Martínez Pérez,Manuel Álvarez Gómez,José Antonio Corcuera Oca,Manuel García Montes,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Fermín Cabrera Fernández,Juan Alias Aguilar,Fernando Abelenda Rosado,,,,,,,,,,
0,1975,Córdoba,Tarrasa,0-1,Domingo Rivero de Vera,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Manuel Martínez Pérez,José Antonio Corcuera Oca,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Juan Alias Aguilar,Antonio Burguete Navarro,Fermín Cabrera Fernández,Manuel García Montes,Manuel Álvarez Gómez,,,,,,,,,,
1,1975,Gimnástico de Tarragona,Córdoba,0-1,Domingo Rivero de Vera,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Francisco Varo López,Manuel Álvarez Gómez,Daniel Germán Onega Sirotto,Juan Antonio Gallego Mata,José Luis Urbano Martínez,José Antonio Corcuera Oca,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Antonio Marín Ruz,Fernando Abelenda Rosado,,,,,,,,,,
0,1975,Recreativo de Huelva,Córdoba,3-1,Domingo Rivero de Vera,Antonio Marín Ruz,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Manuel Álvarez Gómez,Fernando Abelenda Rosado,Juan Antonio Gallego Mata,José Antonio Corcuera Oca,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Manuel Martínez Pérez,Juan Alias Aguilar,,,,,,,,,,
1,1975,Córdoba,Tenerife,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Manuel Martínez Pérez,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Manuel García Montes,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Manuel Álvarez Gómez,,,,,,,,,,,
0,1975,Burgos,Córdoba,3-1,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Manuel Martínez Pérez,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Manuel García Montes,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Manuel Álvarez Gómez,Juan Alias Aguilar,,,,,,,,,,
1,1975,Córdoba,Celta de Vigo,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Juan Antonio Gallego Mata,José Luis Urbano Martínez,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Manuel Martínez Pérez,Juan Alias Aguilar,,,,,,,,,,
0,1975,Osasuna,Córdoba,3-0,Miguel Ángel Molina Pons,Vicente Manuel Martí Company,Manuel Martínez Pérez,Carmelo Salas Tavira,Arecio Balbuena Amarilla,José Luis Urbano Martínez,José Antonio Corcuera Oca,Juan Antonio Gallego Mata,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Fernando Abelenda Rosado,,,,,,,,,,,
1,1975,Córdoba,Barcelona Atlético,3-0,Miguel Ángel Molina Pons,Manuel Martínez Pérez,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Juan Antonio Gallego Mata,José Antonio Corcuera Oca,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,Manuel Álvarez Gómez,Armando Víctor Real Sozzi,Antonio Burguete Navarro,Fernando Abelenda Rosado,Rodolfo Rivero Hernández,,,,,,,,,,
0,1975,Castellón,Córdoba,0-0,Miguel Ángel Molina Pons,Vicente Manuel Martí Company,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Francisco Varo López,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Armando Víctor Real Sozzi,Antonio Burguete Navarro,Víctor Domingo Juárez Ramírez,,,,,,,,,,,
0,1975,Cádiz,Córdoba,3-0,Miguel Ángel Molina Pons,Vicente Manuel Martí Company,Francisco Varo López,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,Juan Antonio Gallego Mata,José Antonio Corcuera Oca,Armando Víctor Real Sozzi,Antonio Burguete Navarro,Víctor Domingo Juárez Ramírez,,,,,,,,,,,
0,1975,Córdoba,CD Málaga,0-2,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Juan Antonio Gallego Mata,José Luis Urbano Martínez,Manuel Álvarez Gómez,Armando Víctor Real Sozzi,Antonio Burguete Navarro,Víctor Domingo Juárez Ramírez,Rodolfo Rivero Hernández,,,,,,,,,,
0,1975,Ensidesa,Córdoba,1-0,Miguel Ángel Molina Pons,Carmelo Salas Tavira,Vicente Manuel Martí Company,Antonio Marín Ruz,Francisco Varo López,José Luis Urbano Martínez,Fernando Abelenda Rosado,Juan Antonio Gallego Mata,Manuel Álvarez Gómez,Juan Alias Aguilar,Mariano Mansilla Cuevas,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,,,,,,,,,,
1,1975,Córdoba,Murcia,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Manuel Rodríguez González,Daniel Germán Onega Sirotto,Fernando Abelenda Rosado,Juan Antonio Gallego Mata,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,José Antonio Corcuera Oca,Manuel García Montes,,,,,,,,,,
0,1975,Valladolid,Córdoba,5-1,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Arecio Balbuena Amarilla,Manuel Rodríguez González,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Vicente Manuel Martí Company,Mariano Mansilla Cuevas,,,,,,,,,,
1,1975,Córdoba,Calvo Sotelo,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Arecio Balbuena Amarilla,Manuel Martínez Pérez,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Manuel García Montes,José Luis Urbano Martínez,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,,,,,,,,,,,,
0,1975,Deportivo de La Coruña,Córdoba,2-1,Miguel Ángel Molina Pons,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Francisco Varo López,Manuel Martínez Pérez,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,José Antonio Corcuera Oca,,,,,,,,,,,
1,1975,Córdoba,Rayo Vallecano,4-0,Miguel Ángel Molina Pons,Francisco Varo López,Arecio Balbuena Amarilla,Manuel Martínez Pérez,Manuel Rodríguez González,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Vicente Manuel Martí Company,Manuel García Montes,,,,,,,,,,
0,1975,San Andrés,Córdoba,1-1,Miguel Ángel Molina Pons,Vicente Manuel Martí Company,Antonio Marín Ruz,Arecio Balbuena Amarilla,Manuel Martínez Pérez,Manuel Rodríguez González,Daniel Germán Onega Sirotto,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,José Antonio Corcuera Oca,Miguel Delgado Castaño,,,,,,,,,,
1,1975,Córdoba,Alavés,2-1,Miguel Ángel Molina Pons,Antonio Marín Ruz,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Manuel Rodríguez González,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Manuel García Montes,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Francisco Varo López,,,,,,,,,,,
0,1975,Tarrasa,Córdoba,1-0,Miguel Ángel Molina Pons,Arecio Balbuena Amarilla,Francisco Varo López,Carmelo Salas Tavira,Manuel Martínez Pérez,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Miguel Delgado Castaño,,,,,,,,,,,
1,1975,Córdoba,Gimnástico de Tarragona,3-1,Miguel Ángel Molina Pons,Antonio Marín Ruz,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Juan Antonio Gallego Mata,José Luis Urbano Martínez,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,,,,,,,,,,,,
0,1975,Córdoba,Recreativo de Huelva,1-1,Miguel Ángel Molina Pons,Antonio Marín Ruz,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Manuel Rodríguez González,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Juan Antonio Gallego Mata,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Manuel Álvarez Gómez,,,,,,,,,,,
1,1975,Tenerife,Córdoba,0-3,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Antonio Marín Ruz,Manuel Rodríguez González,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Juan Antonio Gallego Mata,Manuel Martínez Pérez,,,,,,,,,,
1,1975,Córdoba,Burgos,3-2,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Manuel Rodríguez González,Daniel Germán Onega Sirotto,Miguel Delgado Castaño,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Manuel Martínez Pérez,Juan Antonio Gallego Mata,,,,,,,,,,
0,1975,Celta de Vigo,Córdoba,2-0,Miguel Ángel Molina Pons,Antonio Marín Ruz,Francisco Varo López,Carmelo Salas Tavira,Daniel Germán Onega Sirotto,Miguel Delgado Castaño,José Luis Urbano Martínez,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Manuel Rodríguez González,Juan Antonio Gallego Mata,,,,,,,,,,
1,1975,Córdoba,Osasuna,3-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Manuel Rodríguez González,Daniel Germán Onega Sirotto,Miguel Delgado Castaño,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Juan Antonio Gallego Mata,Fernando Abelenda Rosado,,,,,,,,,,
0,1975,Barcelona Atlético,Córdoba,2-2,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,Miguel Delgado Castaño,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Manuel Rodríguez González,Manuel García Montes,,,,,,,,,,
0,1975,Córdoba,Castellón,2-4,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,Miguel Delgado Castaño,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Mariano Mansilla Cuevas,Manuel Rodríguez González,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Cádiz,Córdoba,2-1,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,José Luis Urbano Martínez,Fernando Abelenda Rosado,Juan Antonio Gallego Mata,Manuel Álvarez Gómez,Antonio López Calero,Antonio Burguete Navarro,,,,,,,,,,,,
1,1976,Córdoba,Rayo Vallecano,3-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,Fernando Abelenda Rosado,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Antonio López Calero,Antonio Burguete Navarro,Juan Antonio Gallego Mata,,,,,,,,,,,
0,1976,Calvo Sotelo,Córdoba,1-0,Miguel Ángel Molina Pons,Antonio Marín Ruz,Carmelo Salas Tavira,Francisco Varo López,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Luis Urbano Martínez,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,Antonio López Calero,Antonio Burguete Navarro,José Bernat Llorens,Fernando Abelenda Rosado,,,,,,,,,,
1,1976,Córdoba,Racing de Ferrol,3-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Antonio Marín Ruz,José Bernat Llorens,Fernando Abelenda Rosado,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio López Calero,Antonio Burguete Navarro,Miguel Delgado Castaño,Juan Antonio Gallego Mata,,,,,,,,,,
1,1976,Córdoba,Recreativo de Huelva,3-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,José Antonio Corcuera Oca,Miguel Delgado Castaño,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Juan Antonio Gallego Mata,Fernando Abelenda Rosado,,,,,,,,,,
0,1976,Tenerife,Córdoba,1-1,Miguel Ángel Molina Pons,Antonio Marín Ruz,Carmelo Salas Tavira,Francisco Varo López,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Miguel Delgado Castaño,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Antonio López Calero,Manuel Álvarez Gómez,Gabriel Lezcano Rivarola,,,,,,,,,,
1,1976,Córdoba,Granada,2-1,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Miguel Delgado Castaño,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Antonio López Calero,,,,,,,,,,,,
0,1976,Jaén,Córdoba,0-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Miguel Delgado Castaño,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Antonio López Calero,Fernando Abelenda Rosado,Manuel Álvarez Gómez,,,,,,,,,,
1,1976,Córdoba,Valladolid,2-0,Miguel Ángel Molina Pons,Francisco Varo López,Arecio Balbuena Amarilla,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,Miguel Delgado Castaño,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Antonio López Calero,Fernando Abelenda Rosado,,,,,,,,,,,
0,1976,Racing de Ferrol,Córdoba,2-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Manuel Martínez Pérez,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,Miguel Delgado Castaño,Fernando Abelenda Rosado,Manuel Álvarez Gómez,Antonio Burguete Navarro,Antonio López Calero,José Bernat Llorens,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Alavés,Córdoba,3-0,Miguel Ángel Molina Pons,Francisco Varo López,Manuel Martínez Pérez,Carmelo Salas Tavira,Pablo Luque Gordillo,Miguel Delgado Castaño,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Antonio López Calero,Fernando Abelenda Rosado,,,,,,,,,,,
0,1976,Córdoba,Barcelona Atlético,0-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,Fernando Abelenda Rosado,Miguel Delgado Castaño,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Antonio López Calero,,,,,,,,,,,,
0,1976,San Andrés,Córdoba,2-1,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,Miguel Delgado Castaño,Fernando Abelenda Rosado,Manuel Álvarez Gómez,Antonio Burguete Navarro,Antonio López Calero,Daniel Germán Onega Sirotto,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Córdoba,Getafe Deportivo,0-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,Fernando Abelenda Rosado,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,Manuel Martínez Pérez,Gabriel Lezcano Rivarola,,,,,,,,,,
0,1976,Tarrasa,Córdoba,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,José Luis Urbano Martínez,Daniel Germán Onega Sirotto,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio Burguete Navarro,,,,,,,,,,,,
0,1976,Córdoba,Sporting de Gijón,1-2,Miguel Ángel Molina Pons,Manuel Martínez Pérez,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio López Calero,Antonio Burguete Navarro,Domingo Rivero de Vera,,,,,,,,,,,
1,1976,Córdoba,Deportivo de La Coruña,2-1,Domingo Rivero de Vera,Manuel Martínez Pérez,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio López Calero,Antonio Burguete Navarro,José Bernat Llorens,,,,,,,,,,,
0,1976,Oviedo,Córdoba,1-0,Domingo Rivero de Vera,Francisco Varo López,Carmelo Salas Tavira,Antonio Marín Ruz,Pablo Luque Gordillo,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio López Calero,Antonio Burguete Navarro,Juan Antonio Gallego Mata,Miguel Delgado Castaño,,,,,,,,,,
0,1976,Córdoba,Levante,1-1,Domingo Rivero de Vera,Manuel Martínez Pérez,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,Rodolfo Rivero Hernández,Antonio López Calero,Antonio Burguete Navarro,José Luis Urbano Martínez,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Xerez,Córdoba,0-0,Domingo Rivero de Vera,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,José Antonio Corcuera Oca,Miguel Delgado Castaño,Antonio López Calero,Fermín Cabrera Fernández,Manuel Martínez Pérez,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Pontevedra,Córdoba,0-0,Miguel Ángel Molina Pons,Carmelo Salas Tavira,Antonio Marín Ruz,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Miguel Delgado Castaño,Antonio Burguete Navarro,Antonio López Calero,Juan Antonio Gallego Mata,,,,,,,,,,,
1,1976,Córdoba,Castellón,3-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Antonio Burguete Navarro,Antonio López Calero,Miguel Delgado Castaño,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Córdoba,Cádiz,2-2,Domingo Rivero de Vera,Francisco Varo López,Carmelo Salas Tavira,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,José Luis Urbano Martínez,Manuel Álvarez Gómez,Antonio Burguete Navarro,Antonio López Calero,Miguel Delgado Castaño,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Rayo Vallecano,Córdoba,6-0,Miguel Ángel Molina Pons,Francisco Varo López,José Bernat Llorens,Antonio Marín Ruz,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Antonio Burguete Navarro,Antonio López Calero,Fernando Abelenda Rosado,,,,,,,,,,,
1,1976,Córdoba,Calvo Sotelo,2-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,José Bernat Llorens,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,José Luis Urbano Martínez,Armando Víctor Real Sozzi,Antonio Burguete Navarro,Antonio López Calero,Fernando Abelenda Rosado,Gabriel Lezcano Rivarola,,,,,,,,,,
0,1976,Recreativo de Huelva,Córdoba,2-2,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Armando Víctor Real Sozzi,Antonio López Calero,Fernando Abelenda Rosado,,,,,,,,,,,
1,1976,Córdoba,Xerez,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Antonio Marín Ruz,Pablo Luque Gordillo,José Luis Urbano Martínez,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,Armando Víctor Real Sozzi,Fermín Cabrera Fernández,Fernando Abelenda Rosado,Juan Antonio Gallego Mata,,,,,,,,,,
0,1976,Córdoba,Tenerife,0-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,José Bernat Llorens,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Armando Víctor Real Sozzi,Antonio López Calero,Antonio Burguete Navarro,Fernando Abelenda Rosado,,,,,,,,,,
0,1976,Granada,Córdoba,2-1,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Antonio Marín Ruz,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Armando Víctor Real Sozzi,Antonio López Calero,Fernando Abelenda Rosado,Antonio Burguete Navarro,,,,,,,,,,
0,1976,Córdoba,Calvo Sotelo,0-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Antonio Marín Ruz,Pablo Luque Gordillo,Fernando Abelenda Rosado,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Armando Víctor Real Sozzi,Antonio Burguete Navarro,Antonio López Calero,Miguel Delgado Castaño,,,,,,,,,,,
0,1976,Córdoba,Jaén,1-1,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Armando Víctor Real Sozzi,Antonio López Calero,Antonio Burguete Navarro,,,,,,,,,,,
0,1976,Valladolid,Córdoba,2-2,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,Manuel Álvarez Gómez,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Armando Víctor Real Sozzi,Antonio López Calero,José Antonio Corcuera Oca,,,,,,,,,,,
1,1976,Calvo Sotelo,Córdoba,0-1,Miguel Ángel Molina Pons,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,Manuel Álvarez Gómez,José Antonio Corcuera Oca,José Luis Urbano Martínez,Miguel Delgado Castaño,Antonio Burguete Navarro,José de la Cuesta Serrano,Juan Antonio Gallego Mata,,,,,,,,,,,
1,1976,Córdoba,Alavés,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,Gabriel Lezcano Rivarola,José Luis Urbano Martínez,Miguel Delgado Castaño,Antonio López Calero,Antonio Burguete Navarro,Manuel Álvarez Gómez,Armando Víctor Real Sozzi,,,,,,,,,,
0,1976,Barcelona Atlético,Córdoba,2-2,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Gabriel Lezcano Rivarola,Daniel Germán Onega Sirotto,Miguel Delgado Castaño,José Luis Urbano Martínez,José de la Cuesta Serrano,Antonio López Calero,José Bernat Llorens,Antonio Burguete Navarro,,,,,,,,,,
1,1976,Córdoba,Celta de Vigo,1-0,Miguel Ángel Molina Pons,Francisco Varo López,Carmelo Salas Tavira,Antonio Marín Ruz,Pablo Luque Gordillo,José Luis Urbano Martínez,José Antonio Corcuera Oca,Manuel Álvarez Gómez,Antonio López Calero,Antonio Burguete Navarro,José de la Cuesta Serrano,Juan Antonio Gallego Mata,,,,,,,,,,,
0,1976,Córdoba,San Andrés,0-0,Miguel Ángel Molina Pons,Francisco Varo López,Antonio Marín Ruz,Carmelo Salas Tavira,Pablo Luque Gordillo,Daniel Germán Onega Sirotto,José Antonio Corcuera Oca,José Luis Urbano Martínez,Antonio López Calero,Antonio Burguete Navarro,José de la Cuesta Serrano,,,,,,,,,,,,
