WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,,
0,2001,Polideportivo Ejido,Córdoba,1-1,Xabier Jáuregi Blanco,José Carlos Soria Gil,José Fábio Alves de Azevedo,Daniel López Ramos,Abass Muyiwa Lawal,Alfonso Sánchez Moraga,Sebastián Ariel Romero Salvatore,José María García Morcillo,José Vicente Soto Navarro,Arturo García Muñoz,Whelliton Augusto Silva,Daniel Platero Galiano,Miguel Ángel Soria López,David Gallego Rodríguez,,,,,,,,,
0,2001,Córdoba,Gimnàstic de Tarragona,1-1,Xabier Jáuregi Blanco,José González Velasco,José Fábio Alves de Azevedo,Daniel López Ramos,Abass Muyiwa Lawal,David Gallego Rodríguez,Alfonso Sánchez Moraga,Arturo García Muñoz,Sebastián Ariel Romero Salvatore,José Vicente Soto Navarro,Whelliton Augusto Silva,Daniel Platero Galiano,Jonathan Sesma González,,,,,,,,,,
0,2001,Oviedo,Córdoba,3-1,Xabier Jáuregi Blanco,José González Velasco,Miguel Ángel Soria López,José Fábio Alves de Azevedo,Daniel López Ramos,Alfonso Sánchez Moraga,Daniel Platero Galiano,José María García Morcillo,David Gallego Rodríguez,Whelliton Augusto Silva,Jonathan Sesma González,Manuel López Gómez,Sebastián Ariel Romero Salvatore,Arturo García Muñoz,,,,,,,,,
1,2001,Córdoba,Extremadura,2-0,Xabier Jáuregi Blanco,José González Velasco,Miguel Ángel Soria López,José Fábio Alves de Azevedo,Daniel López Ramos,Alfonso Sánchez Moraga,Daniel Platero Galiano,José Vicente Soto Navarro,Abass Muyiwa Lawal,Whelliton Augusto Silva,Jonathan Sesma González,Rafael Navarro Rivas,José María García Morcillo,David Gallego Rodríguez,,,,,,,,,
1,2001,Córdoba,Jaén,1-0,José Antonio Leiva Galindo,Rafael Antonio Moreno Rodríguez,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,David Gallego Rodríguez,Sebastián Ariel Romero Salvatore,Rafael Navarro Rivas,Antonio Manuel Sarmiento García,Arturo García Muñoz,Manuel López Gómez,Álvaro Cámara Rey,Jonathan Sesma González,Daniel Platero Galiano,,,,,,,,,
0,2001,Racing de Santander,Córdoba,2-0,Xabier Jáuregi Blanco,José González Velasco,José Fábio Alves de Azevedo,Miguel Ángel Soria López,Daniel López Ramos,Alfonso Sánchez Moraga,Abass Muyiwa Lawal,Daniel Platero Galiano,José María García Morcillo,Whelliton Augusto Silva,Jonathan Sesma González,Juan Bautista González Maestre,David Gallego Rodríguez,Manuel López Gómez,,,,,,,,,
0,2001,Córdoba,Burgos CF,1-1,Xabier Jáuregi Blanco,Miguel Ángel Soria López,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Alfonso Sánchez Moraga,Daniel Platero Galiano,José María García Morcillo,Abass Muyiwa Lawal,Whelliton Augusto Silva,Manuel López Gómez,Antonio Manuel Sarmiento García,José Carlos Soria Gil,Marcos Márquez Lebrero,,,,,,,,,
1,2001,Córdoba,Mallorca,2-1,José Antonio Leiva Galindo,Rafael Antonio Moreno Rodríguez,Álvaro Cámara Rey,José Carlos Soria Gil,Juan Bautista González Maestre,Sebastián Ariel Romero Salvatore,Alfonso Sánchez Moraga,Daniel Platero Galiano,Antonio Manuel Sarmiento García,Abass Muyiwa Lawal,Whelliton Augusto Silva,Arturo García Muñoz,José Fábio Alves de Azevedo,Marcos Márquez Lebrero,,,,,,,,,
1,2001,Jaén,Córdoba,1-2,Xabier Jáuregi Blanco,José Fábio Alves de Azevedo,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,Sebastián Ariel Romero Salvatore,Antonio Manuel Sarmiento García,Abass Muyiwa Lawal,Alfonso Sánchez Moraga,Daniel Platero Galiano,Whelliton Augusto Silva,Jonathan Sesma González,José González Velasco,Manuel López Gómez,,,,,,,,,
0,2001,Mallorca,Córdoba,1-1,José Antonio Leiva Galindo,Rafael Antonio Moreno Rodríguez,José González Velasco,Álvaro Cámara Rey,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,Antonio Manuel Sarmiento García,Daniel Platero Galiano,Jonathan Sesma González,Manuel López Gómez,David Gallego Rodríguez,Whelliton Augusto Silva,Miguel Ángel Soria López,,,,,,,,,
0,2001,Córdoba,Eibar,0-2,Xabier Jáuregi Blanco,Rafael Antonio Moreno Rodríguez,José Carlos Soria Gil,Miguel Ángel Soria López,Daniel López Ramos,Alfonso Sánchez Moraga,Daniel Platero Galiano,Antonio Manuel Sarmiento García,Abass Muyiwa Lawal,Manuel López Gómez,Whelliton Augusto Silva,José Fábio Alves de Azevedo,José González Velasco,David Gallego Rodríguez,,,,,,,,,
1,2001,Racing de Ferrol,Córdoba,1-3,Xabier Jáuregi Blanco,Rafael Antonio Moreno Rodríguez,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,Alfonso Sánchez Moraga,Daniel Platero Galiano,Arturo García Muñoz,Antonio Manuel Sarmiento García,Abass Muyiwa Lawal,Manuel López Gómez,José González Velasco,José Vicente Soto Navarro,Miguel Ángel Soria López,,,,,,,,,
0,2001,Córdoba,Figueres,0-2,José Antonio Leiva Galindo,Rafael Antonio Moreno Rodríguez,José González Velasco,Álvaro Cámara Rey,Miguel Ángel Soria López,Juan Bautista González Maestre,Arturo García Muñoz,Alfonso Sánchez Moraga,Antonio Manuel Sarmiento García,Whelliton Augusto Silva,Jonathan Sesma González,Manuel López Gómez,David Gallego Rodríguez,Xabier Jáuregi Blanco,José Vicente Soto Navarro,José Carlos Soria Gil,,,,,,,
0,2001,Leganés,Córdoba,1-1,Xabier Jáuregi Blanco,Rafael Antonio Moreno Rodríguez,Álvaro Cámara Rey,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,Daniel Platero Galiano,Arturo García Muñoz,Antonio Manuel Sarmiento García,Abass Muyiwa Lawal,Manuel López Gómez,José González Velasco,José Vicente Soto Navarro,Whelliton Augusto Silva,,,,,,,,,
0,2001,Figueres,Córdoba,0-0,José Antonio Leiva Galindo,Rafael Antonio Moreno Rodríguez,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,Alfonso Sánchez Moraga,Daniel Platero Galiano,Antonio Manuel Sarmiento García,Whelliton Augusto Silva,Manuel López Gómez,Jonathan Sesma González,Álvaro Cámara Rey,Sebastián Ariel Romero Salvatore,Xabier Jáuregi Blanco,José Vicente Soto Navarro,Arturo García Muñoz,,,,,,,
1,2001,Córdoba,Levante,3-1,Xabier Jáuregi Blanco,José González Velasco,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,Daniel Platero Galiano,Alfonso Sánchez Moraga,Antonio Manuel Sarmiento García,José Vicente Soto Navarro,Rafael Navarro Rivas,Whelliton Augusto Silva,Rafael Antonio Moreno Rodríguez,Joaquín Béjar Martínez,,,,,,,,,,
0,2001,Salamanca,Córdoba,0-0,Xabier Jáuregi Blanco,José González Velasco,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Sebastián Ariel Romero Salvatore,José Vicente Soto Navarro,Arturo García Muñoz,José María García Morcillo,Whelliton Augusto Silva,Manuel López Gómez,Daniel Platero Galiano,Rafael Navarro Rivas,Antonio Manuel Sarmiento García,,,,,,,,,
0,2001,Córdoba,Recreativo de Huelva,0-0,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,José María García Morcillo,Ariel Alfredo Montenegro Casella,José Vicente Soto Navarro,Whelliton Augusto Silva,Manuel López Gómez,José Eloy Jiménez Moreno,Abass Muyiwa Lawal,Marcos Márquez Lebrero,Alfonso Sánchez Moraga,,,,,,,,,
0,2001,Sporting de Gijón,Córdoba,3-0,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,Juan Bautista González Maestre,Daniel López Ramos,Manuel Sánchez Murias,Ariel Alfredo Montenegro Casella,Abass Muyiwa Lawal,José María García Morcillo,José Vicente Soto Navarro,José Eloy Jiménez Moreno,Arturo García Muñoz,Marcos Márquez Lebrero,Manuel López Gómez,,,,,,,,,
0,2001,Córdoba,Badajoz,1-2,Xabier Jáuregi Blanco,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Ramón González Expósito,Daniel López Ramos,Alfonso Sánchez Moraga,Ariel Alfredo Montenegro Casella,José Vicente Soto Navarro,Abass Muyiwa Lawal,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,Daniel Platero Galiano,Sebastián Ariel Romero Salvatore,Manuel López Gómez,,,,,,,,,
1,2001,Numancia,Córdoba,0-2,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Daniel Platero Galiano,Manuel Sánchez Murias,Alfonso Sánchez Moraga,José María García Morcillo,Manuel López Gómez,Miguel Ángel Soria López,Antonio Manuel Sarmiento García,José Eloy Jiménez Moreno,,,,,,,,,
1,2001,Córdoba,Albacete,3-1,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Daniel Platero Galiano,Manuel Sánchez Murias,José María García Morcillo,Alfonso Sánchez Moraga,Manuel López Gómez,Ariel Alfredo Montenegro Casella,Abass Muyiwa Lawal,José Eloy Jiménez Moreno,,,,,,,,,
0,2001,Córdoba,Xerez,0-0,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Daniel Platero Galiano,Alfonso Sánchez Moraga,José María García Morcillo,Abass Muyiwa Lawal,Manuel López Gómez,Ariel Alfredo Montenegro Casella,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,,,,,,,,,
1,2001,Elche,Córdoba,2-3,José Antonio Leiva Galindo,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Daniel Platero Galiano,Alfonso Sánchez Moraga,José María García Morcillo,Manuel López Gómez,José Eloy Jiménez Moreno,Arturo García Muñoz,Ariel Alfredo Montenegro Casella,Abass Muyiwa Lawal,,,,,,,,,
1,2001,Córdoba,Murcia,2-1,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Ariel Alfredo Montenegro Casella,Alfonso Sánchez Moraga,José María García Morcillo,Manuel López Gómez,José Eloy Jiménez Moreno,Arturo García Muñoz,José Vicente Soto Navarro,Manuel Sánchez Murias,,,,,,,,,
0,2001,Atlético de Madrid,Córdoba,0-0,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Manuel Sánchez Murias,Arturo García Muñoz,Alfonso Sánchez Moraga,José María García Morcillo,José Eloy Jiménez Moreno,José Vicente Soto Navarro,Whelliton Augusto Silva,Antonio Manuel Sarmiento García,,,,,,,,,
0,2001,Córdoba,Polideportivo Ejido,0-1,Xabier Jáuregi Blanco,José González Velasco,Miguel Ángel Soria López,Ramón González Expósito,Daniel López Ramos,Daniel Platero Galiano,Manuel Sánchez Murias,José Vicente Soto Navarro,José María García Morcillo,Alfonso Sánchez Moraga,José Eloy Jiménez Moreno,Arturo García Muñoz,Manuel López Gómez,Whelliton Augusto Silva,,,,,,,,,
0,2001,Gimnàstic de Tarragona,Córdoba,1-0,Xabier Jáuregi Blanco,José González Velasco,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Antonio Manuel Sarmiento García,Manuel Sánchez Murias,José Vicente Soto Navarro,José María García Morcillo,Manuel López Gómez,José Eloy Jiménez Moreno,Alfonso Sánchez Moraga,Daniel Platero Galiano,,,,,,,,,,
0,2001,Córdoba,Oviedo,0-1,Xabier Jáuregi Blanco,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Ramón González Expósito,Daniel López Ramos,Manuel Sánchez Murias,Abass Muyiwa Lawal,Antonio Manuel Sarmiento García,José Vicente Soto Navarro,Whelliton Augusto Silva,José Eloy Jiménez Moreno,José María García Morcillo,Daniel Platero Galiano,Alfonso Sánchez Moraga,,,,,,,,,
0,2001,Extremadura,Córdoba,3-2,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Sebastián Ariel Romero Salvatore,Abass Muyiwa Lawal,José María García Morcillo,Whelliton Augusto Silva,José Eloy Jiménez Moreno,Arturo García Muñoz,Manuel López Gómez,Alfonso Sánchez Moraga,,,,,,,,,
0,2001,Córdoba,Racing de Santander,0-4,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,Daniel López Ramos,Manuel Sánchez Murias,Daniel Platero Galiano,Abass Muyiwa Lawal,José Vicente Soto Navarro,Manuel López Gómez,Arturo García Muñoz,José Eloy Jiménez Moreno,Marcos Márquez Lebrero,,,,,,,,,
1,2001,Burgos CF,Córdoba,0-1,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Fábio Alves de Azevedo,Juan Bautista González Maestre,José Carlos Soria Gil,Daniel López Ramos,José María García Morcillo,Arturo García Muñoz,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,David Gallego Rodríguez,José Vicente Soto Navarro,,,,,,,,,,
1,2001,Córdoba,Jaén,2-1,Xabier Jáuregi Blanco,José González Velasco,Ramón González Expósito,José Carlos Soria Gil,Juan Bautista González Maestre,Daniel López Ramos,Manuel Sánchez Murias,Daniel Platero Galiano,David Gallego Rodríguez,José María García Morcillo,José Eloy Jiménez Moreno,Miguel Ángel Soria López,José Vicente Soto Navarro,Antonio Manuel Sarmiento García,,,,,,,,,
0,2001,Eibar,Córdoba,2-1,Xabier Jáuregi Blanco,José González Velasco,Miguel Ángel Soria López,Ramón González Expósito,José Carlos Soria Gil,Daniel López Ramos,Daniel Platero Galiano,Antonio Manuel Sarmiento García,José María García Morcillo,José Vicente Soto Navarro,Whelliton Augusto Silva,Juan Luis Hens Lorite,Ariel Alfredo Montenegro Casella,José Eloy Jiménez Moreno,,,,,,,,,
0,2001,Córdoba,Racing de Ferrol,1-1,Javier Cuadra Borrego,José González Velasco,Ramón González Expósito,Álvaro Cámara Rey,Miguel Ángel Soria López,Daniel López Ramos,Daniel Platero Galiano,Antonio Manuel Sarmiento García,José Vicente Soto Navarro,Whelliton Augusto Silva,José Eloy Jiménez Moreno,Alfonso Sánchez Moraga,José Carlos Soria Gil,Juan Luis Hens Lorite,,,,,,,,,
0,2002,Zaragoza,Córdoba,0-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Daniel Platero Galiano,Alfonso Carlos Casado Gutiérrez,Antonio Manuel Sarmiento García,Juan Luis Hens Lorite,José Eloy Jiménez Moreno,Marcos Márquez Lebrero,David Carmona Escobedo,José Vicente Soto Navarro,,,,,,,,,
0,2002,Almería,Córdoba,3-2,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Sandro Marques Santos,Juan Bautista González Maestre,Gorka García Zubikarai,Alfonso Carlos Casado Gutiérrez,Juan Luis Hens Lorite,José Vicente Soto Navarro,Whelliton Augusto Silva,José Eloy Jiménez Moreno,Daniel Platero Galiano,David Carmona Escobedo,Alfonso Sánchez Moraga,,,,,,,,,
1,2002,Córdoba,Almería,3-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Alfonso Carlos Casado Gutiérrez,Antonio Manuel Sarmiento García,Juan Luis Hens Lorite,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,José Vicente Soto Navarro,Daniel Platero Galiano,Whelliton Augusto Silva,,,,,,,,,
0,2002,Eibar,Córdoba,1-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Juan Bautista González Maestre,Ramón González Expósito,Daniel López Ramos,Gorka García Zubikarai,Daniel Platero Galiano,Juan Luis Hens Lorite,José Vicente Soto Navarro,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,Antonio Manuel Sarmiento García,Alfonso Carlos Casado Gutiérrez,Whelliton Augusto Silva,,,,,,,,,
0,2002,Córdoba,Terrassa,0-2,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Alfonso Carlos Casado Gutiérrez,Antonio Manuel Sarmiento García,Juan Luis Hens Lorite,José Eloy Jiménez Moreno,Marcos Márquez Lebrero,Daniel Platero Galiano,Whelliton Augusto Silva,David Carmona Escobedo,,,,,,,,,
0,2002,Badajoz,Córdoba,2-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Daniel Platero Galiano,Juan Luis Hens Lorite,Alfonso Sánchez Moraga,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,David Carmona Escobedo,Antonio Manuel Sarmiento García,Alfonso Carlos Casado Gutiérrez,,,,,,,,,
0,2002,Córdoba,Numancia,1-1,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Ramón González Expósito,Gorka García Zubikarai,Alfonso Sánchez Moraga,Daniel Platero Galiano,José Vicente Soto Navarro,Juan Luis Hens Lorite,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,Alfonso Carlos Casado Gutiérrez,Manuel López Gómez,Juan Bautista González Maestre,,,,,,,,,
0,2002,Elche,Córdoba,0-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Sandro Marques Santos,Ramón González Expósito,Gorka García Zubikarai,Daniel Platero Galiano,Antonio Manuel Sarmiento García,José Vicente Soto Navarro,Juan Luis Hens Lorite,José Eloy Jiménez Moreno,Marcos Márquez Lebrero,Alfonso Sánchez Moraga,,,,,,,,,,
0,2002,Córdoba,Xerez,1-3,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Juan Bautista González Maestre,Gorka García Zubikarai,Daniel Platero Galiano,Antonio Manuel Sarmiento García,Juan Luis Hens Lorite,José Vicente Soto Navarro,David Carmona Escobedo,Whelliton Augusto Silva,Alfonso Sánchez Moraga,Alfonso Carlos Casado Gutiérrez,,,,,,,,,
0,2002,Sporting de Gijón,Córdoba,0-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Daniel Platero Galiano,Alfonso Sánchez Moraga,José Vicente Soto Navarro,Manuel López Gómez,José Eloy Jiménez Moreno,Rafael Navarro Rivas,Alfonso Carlos Casado Gutiérrez,Marcos Márquez Lebrero,,,,,,,,,
1,2002,Córdoba,Leganés,1-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Alfonso Sánchez Moraga,Daniel Platero Galiano,José Vicente Soto Navarro,Manuel López Gómez,José Eloy Jiménez Moreno,Alfonso Carlos Casado Gutiérrez,Juan Luis Hens Lorite,Marcos Márquez Lebrero,,,,,,,,,
0,2002,Albacete,Córdoba,0-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Daniel Platero Galiano,Alfonso Sánchez Moraga,José Vicente Soto Navarro,Manuel López Gómez,José Eloy Jiménez Moreno,Antonio Manuel Sarmiento García,Marcos Márquez Lebrero,Alfonso Carlos Casado Gutiérrez,,,,,,,,,
0,2002,Córdoba,Polideportivo Ejido,0-1,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Alfonso Sánchez Moraga,Antonio Manuel Sarmiento García,José Vicente Soto Navarro,Manuel López Gómez,Marcos Márquez Lebrero,José Eloy Jiménez Moreno,Daniel Platero Galiano,David Feito Vélez,Juan Luis Hens Lorite,,,,,,,,,
0,2002,Salamanca,Córdoba,2-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Daniel Platero Galiano,Alfonso Sánchez Moraga,José Vicente Soto Navarro,Whelliton Augusto Silva,José Eloy Jiménez Moreno,Juan Luis Hens Lorite,Marcos Márquez Lebrero,Manuel López Gómez,,,,,,,,,
0,2002,Córdoba,Las Palmas,2-2,Xabier Jáuregi Blanco,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Salvador Luque Grajales,Gorka García Zubikarai,Alfonso Sánchez Moraga,José Vicente Soto Navarro,Daniel Platero Galiano,Whelliton Augusto Silva,Manuel López Gómez,Juan Luis Hens Lorite,José Eloy Jiménez Moreno,Sebastián Moyano de la Cruz,Juan Bautista González Maestre,Antonio Manuel Sarmiento García,Miguel Ángel Soria López,Alfonso Carlos Casado Gutiérrez,,,,,
0,2002,Córdoba,Levante,1-2,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Gorka García Zubikarai,Daniel Platero Galiano,Antonio Manuel Sarmiento García,Alfonso Sánchez Moraga,Whelliton Augusto Silva,José Eloy Jiménez Moreno,Juan Luis Hens Lorite,Alfonso Carlos Casado Gutiérrez,,,,,,,,,,
0,2002,Murcia,Córdoba,1-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Ramón González Expósito,Daniel López Ramos,Sandro Marques Santos,Salvador Luque Grajales,Gorka García Zubikarai,Daniel Platero Galiano,Alfonso Sánchez Moraga,Antonio Manuel Sarmiento García,Whelliton Augusto Silva,Juan Luis Hens Lorite,José Vicente Soto Navarro,Marcos Márquez Lebrero,,,,,,,,,
0,2002,Córdoba,Tenerife,1-1,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Ramón González Expósito,Miguel Ángel Soria López,Salvador Luque Grajales,Gorka García Zubikarai,Dennis Georgian Șerban,Antonio Manuel Sarmiento García,Ariel Alfredo Montenegro Casella,Whelliton Augusto Silva,José Vicente Soto Navarro,Marcos Márquez Lebrero,Daniel Platero Galiano,,,,,,,,,
0,2002,Racing de Ferrol,Córdoba,0-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Ramón González Expósito,Miguel Ángel Soria López,Gorka García Zubikarai,Dennis Georgian Șerban,Ariel Alfredo Montenegro Casella,Antonio Manuel Sarmiento García,Alfonso Sánchez Moraga,Whelliton Augusto Silva,Alfonso Carlos Casado Gutiérrez,,,,,,,,,,,
0,2002,Córdoba,Compostela,0-0,Xabier Jáuregi Blanco,Ramón González Expósito,Miguel Ángel Soria López,Gorka García Zubikarai,Dennis Georgian Șerban,Ariel Alfredo Montenegro Casella,Alfonso Sánchez Moraga,Antonio Manuel Sarmiento García,José Vicente Soto Navarro,Francisco Manuel Ruano Bausán,Moisés García León,Andrés Pato Bernal,Whelliton Augusto Silva,Daniel Platero Galiano,,,,,,,,,
0,2002,Oviedo,Córdoba,1-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Ramón González Expósito,Miguel Ángel Soria López,Gorka García Zubikarai,Dennis Georgian Șerban,Ariel Alfredo Montenegro Casella,Antonio Manuel Sarmiento García,Francisco Manuel Ruano Bausán,Moisés García León,Whelliton Augusto Silva,Salvador Luque Grajales,José Vicente Soto Navarro,,,,,,,,,
1,2002,Córdoba,Getafe,3-0,Xabier Jáuregi Blanco,Javier Garrido Ramírez,Daniel López Ramos,Ramón González Expósito,Miguel Ángel Soria López,Dennis Georgian Șerban,Francisco Manuel Ruano Bausán,Francisco Lama Díaz,Ariel Alfredo Montenegro Casella,Fernando Sánchez Cipitria,Moisés García León,Alfonso Sánchez Moraga,Andrés Pato Bernal,Daniel Platero Galiano,,,,,,,,,
1,2002,Córdoba,Zaragoza,2-1,Xabier Jáuregi Blanco,Javier Garrido Ramírez,Daniel López Ramos,Ramón González Expósito,Miguel Ángel Soria López,Dennis Georgian Șerban,Fernando Sánchez Cipitria,Francisco Lama Díaz,Ariel Alfredo Montenegro Casella,Francisco Manuel Ruano Bausán,Moisés García León,Javier Gracia Carlos,Gorka García Zubikarai,Adil Ramzi,,,,,,,,,
1,2002,Almería,Córdoba,1-3,Xabier Jáuregi Blanco,Javier Garrido Ramírez,Daniel López Ramos,Ramón González Expósito,Miguel Ángel Soria López,Dennis Georgian Șerban,Fernando Sánchez Cipitria,Ariel Alfredo Montenegro Casella,Francisco Lama Díaz,Adil Ramzi,Moisés García León,Andrés Pato Bernal,Javier Gracia Carlos,Gorka García Zubikarai,,,,,,,,,
0,2002,Córdoba,Eibar,0-0,Xabier Jáuregi Blanco,Javier Garrido Ramírez,Daniel López Ramos,Ramón González Expósito,Miguel Ángel Soria López,Dennis Georgian Șerban,Adil Ramzi,Ariel Alfredo Montenegro Casella,Francisco Lama Díaz,Fernando Sánchez Cipitria,Moisés García León,Andrés Pato Bernal,Gorka García Zubikarai,José Eloy Jiménez Moreno,,,,,,,,,
1,2002,Terrassa,Córdoba,0-4,Xabier Jáuregi Blanco,Javier Garrido Ramírez,Daniel López Ramos,Iñaki Berruet Mitxelena,Miguel Ángel Soria López,Gorka García Zubikarai,Dennis Georgian Șerban,Ariel Alfredo Montenegro Casella,Francisco Lama Díaz,Adil Ramzi,Moisés García León,Juan Bautista González Maestre,Javier Gracia Carlos,Andrés Pato Bernal,,,,,,,,,
0,2002,Córdoba,Badajoz,0-0,Xabier Jáuregi Blanco,Javier Garrido Ramírez,Daniel López Ramos,Iñaki Berruet Mitxelena,Miguel Ángel Soria López,Dennis Georgian Șerban,Fernando Sánchez Cipitria,Ariel Alfredo Montenegro Casella,Francisco Lama Díaz,Adil Ramzi,Moisés García León,Andrés Pato Bernal,Alfonso Sánchez Moraga,José Eloy Jiménez Moreno,,,,,,,,,
0,2002,Numancia,Córdoba,0-0,Xabier Jáuregi Blanco,Javier Garrido Ramírez,Daniel López Ramos,Miguel Ángel Soria López,Iñaki Berruet Mitxelena,Dennis Georgian Șerban,Fernando Sánchez Cipitria,Ariel Alfredo Montenegro Casella,Francisco Lama Díaz,Adil Ramzi,Moisés García León,Ramón González Expósito,Francisco Manuel Ruano Bausán,Javier Gracia Carlos,,,,,,,,,
1,2002,Córdoba,Elche,1-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Iñaki Berruet Mitxelena,Miguel Ángel Soria López,Gorka García Zubikarai,Dennis Georgian Șerban,Ariel Alfredo Montenegro Casella,Francisco Lama Díaz,Adil Ramzi,Moisés García León,Ramón González Expósito,Francisco Manuel Ruano Bausán,Alfonso Sánchez Moraga,,,,,,,,,
0,2002,Xerez,Córdoba,1-0,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Iñaki Berruet Mitxelena,Miguel Ángel Soria López,Gorka García Zubikarai,Ariel Alfredo Montenegro Casella,Francisco Lama Díaz,Adil Ramzi,Moisés García León,José Eloy Jiménez Moreno,Whelliton Augusto Silva,Alfonso Sánchez Moraga,Javier Gracia Carlos,,,,,,,,,
0,2002,Córdoba,Sporting de Gijón,1-1,Xabier Jáuregi Blanco,Andrés Pato Bernal,Daniel López Ramos,Iñaki Berruet Mitxelena,Miguel Ángel Soria López,Gorka García Zubikarai,Dennis Georgian Șerban,Francisco Lama Díaz,Ariel Alfredo Montenegro Casella,Adil Ramzi,Moisés García León,Javier Gracia Carlos,Francisco Manuel Ruano Bausán,Ramón González Expósito,,,,,,,,,
