WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;
0;2012;Mirandés;Guadalajara;0-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Francisco Javier Saiz Soria;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Pablo Infante Muñoz;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Haritz Mujika López;Roberto López Esquiroz;Asier Goiria Etxebarria;Iván Crespo Secunza;Raúl García Fernández;Rayco García Dauta;José María Cases Hernández
0;2012;Ponferradina;Mirandés;3-1;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Roberto López Esquiroz;Francisco Javier Saiz Soria;Mikel Martins das Neves;Antxon Muneta Beldarrain;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Asier Goiria Etxebarria;Haritz Mujika López;Pablo Infante Muñoz;Iván Crespo Secunza;Raúl García Fernández;Roberto Iván Agustín Suárez;Rayco García Dauta
1;2012;Mirandés;Hércules;3-2;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Aitor Blanco Aldeano;Álvaro Corral Echazarreta;Koikili Lertxundi del Campo;Roberto López Esquiroz;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Haritz Mujika López;Mikel Martins das Neves;Asier Goiria Etxebarria;Iván Crespo Secunza;Raúl García Fernández;Rayco García Dauta;José María Cases Hernández
0;2012;Las Palmas;Mirandés;2-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Aitor Blanco Aldeano;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Alain Arroyo Martínez de la Cuadra;Asier Goiria Etxebarria;Rayco García Dauta;Mikel Martins das Neves;Haritz Mujika López;Iván Crespo Secunza;José María Cases Hernández;Francisco Javier Saiz Soria;Álvaro Corral Echazarreta
0;2012;Mirandés;Córdoba;0-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Aitor Blanco Aldeano;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Pablo Infante Muñoz;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Roberto López Esquiroz;Antxon Muneta Beldarrain;Haritz Mujika López;Koikili Lertxundi del Campo;Rayco García Dauta;Francisco Javier Saiz Soria;Daniel Jiménez López
0;2012;Sporting de Gijón;Mirandés;1-1;Iñaki Goitia Peña;Iñaki Garmendia Larrea;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Francisco Javier Saiz Soria;Roberto Iván Agustín Suárez;Pablo Infante Muñoz;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Mikel Martins das Neves;Rayco García Dauta;Asier Goiria Etxebarria;Raúl García Fernández;Álvaro Corral Echazarreta;Aitor Blanco Aldeano;Daniel Jiménez López
1;2012;Huesca;Mirandés;0-1;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Aitor Blanco Aldeano;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Francisco Javier Saiz Soria;Mikel Martins das Neves;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Roberto López Esquiroz;Roberto Iván Agustín Suárez;Pablo Infante Muñoz;Antxon Muneta Beldarrain;Asier Goiria Etxebarria;Álvaro Corral Echazarreta;Daniel Jiménez López
1;2012;Mirandés;Recreativo de Huelva;2-1;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Francisco Javier Saiz Soria;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Aitor Blanco Aldeano;Asier Goiria Etxebarria;Antxon Muneta Beldarrain;Koikili Lertxundi del Campo;Raúl García Fernández;Rayco García Dauta;Daniel Jiménez López
1;2012;Mirandés;Xerez;1-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Aitor Blanco Aldeano;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Luis Morán Sánchez;Francisco Javier Saiz Soria;Asier Goiria Etxebarria;Iñaki Garmendia Larrea;Rayco García Dauta;Álvaro Corral Echazarreta;Daniel Jiménez López
0;2012;Numancia;Mirandés;0-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Aitor Blanco Aldeano;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Francisco Javier Saiz Soria;Mikel Martins das Neves;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Asier Goiria Etxebarria;Roberto Iván Agustín Suárez;Luis Morán Sánchez;Alain Arroyo Martínez de la Cuadra;Antonio Martínez Felipe;Antxon Muneta Beldarrain;Rayco García Dauta;Daniel Jiménez López
0;2012;Mirandés;Murcia;0-1;Iñaki Goitia Peña;Mikel Iribas Aliende;Aitor Blanco Aldeano;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Francisco Javier Saiz Soria;Mikel Martins das Neves;Luis Morán Sánchez;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Rayco García Dauta;Sergio Gustavo Suárez Arteaga;Antxon Muneta Beldarrain;Roberto Iván Agustín Suárez;Asier Goiria Etxebarria;Álvaro Corral Echazarreta;Daniel Jiménez López
0;2012;Racing de Santander;Mirandés;2-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Sergio Gustavo Suárez Arteaga;Francisco Javier Saiz Soria;Roberto Iván Agustín Suárez;Antonio Martínez Felipe;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Antxon Muneta Beldarrain;Asier Goiria Etxebarria;Pablo Infante Muñoz;Mikel Martins das Neves;Luis Morán Sánchez;Álvaro Corral Echazarreta;Daniel Jiménez López
1;2012;Mirandés;Lugo;1-0;Iñaki Goitia Peña;Iñaki Garmendia Larrea;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Sergio Gustavo Suárez Arteaga;Francisco Javier Saiz Soria;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Roberto López Esquiroz;Antxon Muneta Beldarrain;Luis Morán Sánchez;Asier Goiria Etxebarria;Mikel Iribas Aliende;Álvaro Corral Echazarreta;Daniel Jiménez López
1;2012;Elche;Mirandés;0-1;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Roberto López Esquiroz;Sergio Gustavo Suárez Arteaga;Francisco Javier Saiz Soria;Mikel Martins das Neves;Antxon Muneta Beldarrain;Iñigo Díaz de Cerio Conejero;Alain Arroyo Martínez de la Cuadra;Haritz Mujika López;Aitor Blanco Aldeano;Asier Goiria Etxebarria;Rayco García Dauta;Luis Morán Sánchez;Daniel Jiménez López
0;2012;Mirandés;Alcorcón;0-2;Iñaki Goitia Peña;Iñaki Garmendia Larrea;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Sergio Gustavo Suárez Arteaga;Francisco Javier Saiz Soria;Antxon Muneta Beldarrain;Antonio Martínez Felipe;Iñigo Díaz de Cerio Conejero;Rayco García Dauta;Asier Goiria Etxebarria;Alain Arroyo Martínez de la Cuadra;Luis Morán Sánchez;Roberto Iván Agustín Suárez;Mikel Martins das Neves;Álvaro Corral Echazarreta;Daniel Jiménez López
0;2012;Girona;Mirandés;4-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Roberto López Esquiroz;Sergio Gustavo Suárez Arteaga;Francisco Javier Saiz Soria;Antxon Muneta Beldarrain;Antonio Martínez Felipe;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Mikel Martins das Neves;Asier Goiria Etxebarria;Luis Morán Sánchez;Koikili Lertxundi del Campo;Alain Arroyo Martínez de la Cuadra;Rayco García Dauta;Daniel Jiménez López
0;2012;Mirandés;Villarreal;1-5;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Francisco Javier Saiz Soria;Mikel Martins das Neves;Antxon Muneta Beldarrain;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Alain Arroyo Martínez de la Cuadra;Luis Morán Sánchez;Pablo Infante Muñoz;Roberto Iván Agustín Suárez;Asier Goiria Etxebarria;Álvaro Corral Echazarreta;Daniel Jiménez López
0;2012;Barcelona B;Mirandés;1-1;Iñaki Goitia Peña;Iñaki Garmendia Larrea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Antxon Muneta Beldarrain;Antonio Martínez Felipe;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Pablo Infante Muñoz;Roberto Iván Agustín Suárez;Mikel Iribas Aliende;Asier Goiria Etxebarria;Luis Morán Sánchez;Aitor Blanco Aldeano;Daniel Jiménez López
1;2012;Mirandés;Almería;1-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Antxon Muneta Beldarrain;Antonio Martínez Felipe;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Roberto Iván Agustín Suárez;Mikel Martins das Neves;Pablo Infante Muñoz;Bernardo Domínguez Fernández;Asier Goiria Etxebarria;Luis Morán Sánchez;Aitor Blanco Aldeano
0;2012;Real Madrid Castilla;Mirandés;6-1;Iñaki Goitia Peña;Mikel Iribas Aliende;Iñaki Garmendia Larrea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Roberto Iván Agustín Suárez;Pablo Infante Muñoz;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Mikel Martins das Neves;Luis Morán Sánchez;Asier Goiria Etxebarria;Bernardo Domínguez Fernández;Antxon Muneta Beldarrain;Haritz Mujika López;Francisco Javier Saiz Soria
1;2012;Mirandés;Sabadell;2-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Antxon Muneta Beldarrain;Antonio Martínez Felipe;Pablo Infante Muñoz;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Asier Goiria Etxebarria;Bernardo Domínguez Fernández;Rayco García Dauta;Luis Morán Sánchez;Aitor Blanco Aldeano
0;2012;Guadalajara;Mirandés;1-1;Iñaki Goitia Peña;Iñaki Garmendia Larrea;Aitor Blanco Aldeano;Koikili Lertxundi del Campo;Roberto López Esquiroz;Francisco Javier Saiz Soria;Antonio Martínez Felipe;Pablo Infante Muñoz;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Asier Goiria Etxebarria;Roberto Iván Agustín Suárez;Sergio Gustavo Suárez Arteaga;Alain Arroyo Martínez de la Cuadra;Bernardo Domínguez Fernández;Raúl García Fernández;Mikel Martins das Neves;Luis Morán Sánchez
0;2012;Mirandés;Ponferradina;0-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Antonio Martínez Felipe;Pablo Infante Muñoz;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Asier Goiria Etxebarria;Luis Morán Sánchez;Sergio Gustavo Suárez Arteaga;Antxon Muneta Beldarrain;Bernardo Domínguez Fernández;Iñaki Garmendia Larrea;Roberto Iván Agustín Suárez;Francisco Javier Saiz Soria
0;2012;Hércules;Mirandés;1-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Antonio Martínez Felipe;Pablo Infante Muñoz;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Antxon Muneta Beldarrain;Sergio Gustavo Suárez Arteaga;Luis Morán Sánchez;Bernardo Domínguez Fernández;Iñaki Garmendia Larrea;Roberto Iván Agustín Suárez;Francisco Javier Saiz Soria
1;2012;Mirandés;Las Palmas;1-0;Iñaki Goitia Peña;Mikel Iribas Aliende;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Roberto López Esquiroz;Antxon Muneta Beldarrain;Antonio Martínez Felipe;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Iñigo Díaz de Cerio Conejero;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Asier Goiria Etxebarria;Bernardo Domínguez Fernández;Iñaki Garmendia Larrea;Luis Morán Sánchez;Francisco Javier Saiz Soria
1;2012;Córdoba;Mirandés;1-2;Iñaki Goitia Peña;Mikel Iribas Aliende;Aitor Blanco Aldeano;Álvaro Corral Echazarreta;Koikili Lertxundi del Campo;Roberto López Esquiroz;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Asier Goiria Etxebarria;Iñigo Díaz de Cerio Conejero;Mikel Martins das Neves;Luis Morán Sánchez;Bernardo Domínguez Fernández;Iñaki Garmendia Larrea;Francisco Javier Saiz Soria;Sergio Gustavo Suárez Arteaga
1;2012;Mirandés;Sporting de Gijón;2-1;Daniel Jiménez López;Iñaki Garmendia Larrea;Aitor Blanco Aldeano;Álvaro Corral Echazarreta;Sergio Gustavo Suárez Arteaga;Francisco Javier Saiz Soria;Mikel Martins das Neves;Roberto Iván Agustín Suárez;Luis Morán Sánchez;Rayco García Dauta;Asier Goiria Etxebarria;Haritz Mujika López;Alain Arroyo Martínez de la Cuadra;Antxon Muneta Beldarrain;Bernardo Domínguez Fernández;Raúl García Fernández;Mikel Iribas Aliende;Roberto López Esquiroz
1;2013;Mirandés;Barcelona B;2-1;Francisco Javier Prieto Caroca;Iván Malón Aragonés;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Iriome González González;Francisco de Borja Docal Saiz;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Juan Muñiz Gallego;Txomin Nagore Arbizu;Igor Martínez Caseras;Daniel Jiménez López;Javier Flaño Bezunartea;Manuel Lucena Medina;Antxon Muneta Beldarrain
0;2013;Zaragoza;Mirandés;0-0;Francisco Javier Prieto Caroca;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Iriome González González;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Manuel Lucena Medina;Igor Martínez Caseras;Juan Muñiz Gallego;Daniel Jiménez López;Asier Goiria Etxebarria;Francisco de Borja Docal Saiz;Iván Malón Aragonés
1;2013;Mirandés;Tenerife;2-0;Francisco Javier Prieto Caroca;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Iriome González González;Francisco de Borja Docal Saiz;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Manuel Lucena Medina;Iñigo Ruiz de Galarreta Etxeberria;Juan Muñiz Gallego;Daniel Jiménez López;Asier Goiria Etxebarria;Iván Malón Aragonés;Igor Martínez Caseras
1;2013;Real Madrid Castilla;Mirandés;0-1;Francisco Javier Prieto Caroca;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Iriome González González;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Haritz Mujika López;Asier Goiria Etxebarria;Francisco de Borja Docal Saiz;Manuel Lucena Medina;Iñigo Díaz de Cerio Conejero;Daniel Jiménez López;Iván Malón Aragonés;Igor Martínez Caseras;Juan Muñiz Gallego
0;2013;Lugo;Mirandés;1-1;Daniel Jiménez López;Iván Malón Aragonés;Jon Vega Villasante;Manuel Lucena Medina;César Fernández de las Heras Caneda;Juan Muñiz Gallego;Francisco de Borja Docal Saiz;Antxon Muneta Beldarrain;Asier Barahona Bregón;Igor Martínez Caseras;Iñigo Díaz de Cerio Conejero;Javier Flaño Bezunartea;Roberto Iván Agustín Suárez;Asier Goiria Etxebarria;Bernardo Domínguez Fernández;Txomin Nagore Arbizu;Haritz Mujika López;Álvaro Corral Echazarreta
0;2013;Mirandés;Recreativo de Huelva;0-3;Francisco Javier Prieto Caroca;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Iriome González González;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Haritz Mujika López;Asier Goiria Etxebarria;Manuel Lucena Medina;Iñigo Díaz de Cerio Conejero;Juan Muñiz Gallego;Daniel Jiménez López;Francisco de Borja Docal Saiz;Iván Malón Aragonés;Igor Martínez Caseras
0;2013;Mallorca;Mirandés;1-0;Daniel Jiménez López;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;Manuel Lucena Medina;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Iñigo Ruiz de Galarreta Etxeberria;Txomin Nagore Arbizu;Igor Martínez Caseras;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Juan Muñiz Gallego;Asier Goiria Etxebarria;Pablo Infante Muñoz;Bernardo Domínguez Fernández;Roberto Iván Agustín Suárez;Francisco de Borja Docal Saiz;Iván Malón Aragonés
1;2013;Mirandés;Ponferradina;1-0;Daniel Jiménez López;Iván Malón Aragonés;Álvaro Corral Echazarreta;Gaspar Gálvez Burgos;César Fernández de las Heras Caneda;Francisco de Borja Docal Saiz;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Asier Goiria Etxebarria;Antxon Muneta Beldarrain;Pablo Infante Muñoz;José Antonio Ríos Reina;Bernardo Domínguez Fernández;Koikili Lertxundi del Campo;Txomin Nagore Arbizu;Asier Barahona Bregón
0;2013;Deportivo de La Coruña;Mirandés;0-0;Daniel Jiménez López;Iván Malón Aragonés;Álvaro Corral Echazarreta;Gaspar Gálvez Burgos;César Fernández de las Heras Caneda;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Pablo Infante Muñoz;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;José Antonio Ríos Reina;Txomin Nagore Arbizu;Iriome González González;Bernardo Domínguez Fernández;Koikili Lertxundi del Campo;Asier Goiria Etxebarria;Asier Barahona Bregón
0;2013;Mirandés;Alavés;2-3;Daniel Jiménez López;Iván Malón Aragonés;Gaspar Gálvez Burgos;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iriome González González;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Pablo Infante Muñoz;Iñigo Díaz de Cerio Conejero;Asier Goiria Etxebarria;Antxon Muneta Beldarrain;Asier Barahona Bregón;Koikili Lertxundi del Campo;Bernardo Domínguez Fernández;Javier Flaño Bezunartea;Txomin Nagore Arbizu;Álvaro Corral Echazarreta
0;2013;Eibar;Mirandés;1-0;Daniel Jiménez López;Iván Malón Aragonés;Álvaro Corral Echazarreta;Manuel Lucena Medina;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Pablo Infante Muñoz;Haritz Mujika López;Asier Goiria Etxebarria;Asier Barahona Bregón;Iñigo Díaz de Cerio Conejero;Bernardo Domínguez Fernández;Javier Flaño Bezunartea;Koikili Lertxundi del Campo;Gaspar Gálvez Burgos
0;2013;Mirandés;Numancia;0-0;Daniel Jiménez López;Iván Malón Aragonés;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iñigo Ruiz de Galarreta Etxeberria;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Pablo Infante Muñoz;Haritz Mujika López;Asier Goiria Etxebarria;Iñigo Díaz de Cerio Conejero;Igor Martínez Caseras;Juan Muñiz Gallego;Bernardo Domínguez Fernández;Javier Flaño Bezunartea;Manuel Lucena Medina;Asier Barahona Bregón
1;2013;Jaén;Mirandés;1-2;Daniel Jiménez López;Iván Malón Aragonés;Gaspar Gálvez Burgos;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Juan Muñiz Gallego;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Pablo Infante Muñoz;Haritz Mujika López;Asier Goiria Etxebarria;Igor Martínez Caseras;Asier Barahona Bregón;Manuel Lucena Medina;Bernardo Domínguez Fernández;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;Iñigo Díaz de Cerio Conejero
0;2013;Mirandés;Girona;1-2;Daniel Jiménez López;Iván Malón Aragonés;Gaspar Gálvez Burgos;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Juan Muñiz Gallego;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Pablo Infante Muñoz;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Iriome González González;Francisco de Borja Docal Saiz;Igor Martínez Caseras;Bernardo Domínguez Fernández;Javier Flaño Bezunartea;Manuel Lucena Medina;Asier Goiria Etxebarria
0;2013;Las Palmas;Mirandés;3-1;Daniel Jiménez López;Iván Malón Aragonés;Javier Flaño Bezunartea;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iriome González González;Francisco de Borja Docal Saiz;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Igor Martínez Caseras;Haritz Mujika López;Manuel Lucena Medina;Pablo Infante Muñoz;Juan Muñiz Gallego;Francisco Javier Prieto Caroca;Asier Goiria Etxebarria;Gaspar Gálvez Burgos;Iñigo Díaz de Cerio Conejero
1;2013;Mirandés;Córdoba;3-1;Daniel Jiménez López;Iván Malón Aragonés;Gaspar Gálvez Burgos;Manuel Lucena Medina;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iriome González González;Txomin Nagore Arbizu;Igor Martínez Caseras;Pablo Infante Muñoz;Haritz Mujika López;Asier Barahona Bregón;Javier Flaño Bezunartea;Juan Muñiz Gallego;Francisco Javier Prieto Caroca;Francisco de Borja Docal Saiz;Iñigo Díaz de Cerio Conejero;Jon Vega Villasante
0;2013;Sabadell;Mirandés;3-1;Daniel Jiménez López;Iván Malón Aragonés;Álvaro Corral Echazarreta;Manuel Lucena Medina;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iriome González González;Juan Muñiz Gallego;Txomin Nagore Arbizu;Asier Barahona Bregón;Igor Martínez Caseras;Asier Goiria Etxebarria;Javier Flaño Bezunartea;Roberto Iván Agustín Suárez;Francisco Javier Prieto Caroca;Koikili Lertxundi del Campo;Francisco de Borja Docal Saiz;Iñigo Díaz de Cerio Conejero
0;2013;Mirandés;Murcia;1-1;Daniel Jiménez López;Iván Malón Aragonés;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Koikili Lertxundi del Campo;Iriome González González;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Igor Martínez Caseras;Asier Goiria Etxebarria;Juan Muñiz Gallego;Iñigo Díaz de Cerio Conejero;Francisco de Borja Docal Saiz;Francisco Javier Prieto Caroca;Javier Flaño Bezunartea;Jon Vega Villasante;Asier Barahona Bregón
0;2013;Sporting de Gijón;Mirandés;3-2;Daniel Jiménez López;Iván Malón Aragonés;Álvaro Corral Echazarreta;Gaspar Gálvez Burgos;César Fernández de las Heras Caneda;Iriome González González;Roberto Iván Agustín Suárez;Antxon Muneta Beldarrain;Txomin Nagore Arbizu;Igor Martínez Caseras;Iñigo Díaz de Cerio Conejero;Asier Goiria Etxebarria;Pablo Infante Muñoz;Francisco de Borja Docal Saiz;Francisco Javier Prieto Caroca;Javier Flaño Bezunartea;Koikili Lertxundi del Campo;José Antonio Ríos Reina
0;2013;Mirandés;Alcorcón;1-1;Daniel Jiménez López;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iriome González González;Francisco de Borja Docal Saiz;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Igor Martínez Caseras;Iñigo Díaz de Cerio Conejero;Koikili Lertxundi del Campo;Pablo Infante Muñoz;Bernardo Domínguez Fernández;Antxon Muneta Beldarrain;Asier Goiria Etxebarria;Gaspar Gálvez Burgos;Juan Muñiz Gallego
0;2013;Hércules;Mirandés;1-0;Daniel Jiménez López;Javier Flaño Bezunartea;Gaspar Gálvez Burgos;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iriome González González;Juan Muñiz Gallego;Francisco de Borja Docal Saiz;Roberto Iván Agustín Suárez;Txomin Nagore Arbizu;Iñigo Díaz de Cerio Conejero;Iván Malón Aragonés;Pablo Infante Muñoz;Asier Goiria Etxebarria;Bernardo Domínguez Fernández;Koikili Lertxundi del Campo;Antxon Muneta Beldarrain;Igor Martínez Caseras
1;2013;Mirandés;Lugo;2-0;Daniel Jiménez López;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;José Antonio Ríos Reina;Iriome González González;Antxon Muneta Beldarrain;Txomin Nagore Arbizu;Igor Martínez Caseras;Pablo Infante Muñoz;Asier Goiria Etxebarria;Roberto Iván Agustín Suárez;Koikili Lertxundi del Campo;Haritz Mujika López;Bernardo Domínguez Fernández;Iván Malón Aragonés;Juan Muñiz Gallego;Iñigo Díaz de Cerio Conejero
0;2013;Barcelona B;Mirandés;1-1;Daniel Jiménez López;Javier Flaño Bezunartea;Álvaro Corral Echazarreta;César Fernández de las Heras Caneda;Koikili Lertxundi del Campo;Iriome González González;Antxon Muneta Beldarrain;Txomin Nagore Arbizu;Igor Martínez Caseras;Pablo Infante Muñoz;Asier Goiria Etxebarria;Roberto Iván Agustín Suárez;Haritz Mujika López;Iñigo Díaz de Cerio Conejero;Francisco Javier Prieto Caroca;Francisco de Borja Docal Saiz;Iván Malón Aragonés;Asier Barahona Bregón
