WinOrLost;year;team1;team2;score;players;;;;;;;;;;;;;;;;;;;;;;
0;1970;Sevilla;Atlético de Madrid;1-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Julio Iglesias Santamaría;Jesús Martínez Jayo;Isacio Calleja García;Alberto Fernández Fernández;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;Julio Orozco Martín;Ignacio Manuel Salcedo Sánchez de la Blanca;;;;;;;;;;
1;1970;Atlético de Madrid;Granada;3-0;Roberto Rodríguez Aguirre;Julio Iglesias Santamaría;Jesús Martínez Jayo;Isacio Calleja García;José Luis Capón González;Alberto Fernández Fernández;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Adelardo Rodríguez Sánchez;Julio Orozco Martín;José Armando Ufarte Ventoso;Iselín Santos Ovejero Maya;Ignacio Manuel Salcedo Sánchez de la Blanca;;;;;;;;;;
0;1970;Legia Warszawa;Atlético de Madrid;2-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Eusebio Bejarano Vilaro;Iselín Santos Ovejero Maya;Julio Iglesias Santamaría;Isacio Calleja García;Javier Iruretagoyena Amiano;Adelardo Rodríguez Sánchez;Luis Aragonés Suárez;José Armando Ufarte Ventoso;Julio Orozco Martín;José Luis Capón González;Ignacio Manuel Salcedo Sánchez de la Blanca;;;;;;;;;;
1;1970;Real Sociedad;Atlético de Madrid;0-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Eusebio Bejarano Vilaro;Iselín Santos Ovejero Maya;Jesús Martínez Jayo;Isacio Calleja García;Luis Aragonés Suárez;Javier Iruretagoyena Amiano;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;Alberto Fernández Fernández;Ignacio Manuel Salcedo Sánchez de la Blanca;Jesús María Zubiarrain Arguiñano;Julio Iglesias Santamaría;;;;;;;;
1;1970;Atlético de Madrid;Gijón;2-0;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Jesús Martínez Jayo;Iselín Santos Ovejero Maya;Isacio Calleja García;Ignacio Manuel Salcedo Sánchez de la Blanca;Javier Iruretagoyena Amiano;Luis Aragonés Suárez;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;Carlos Couceiro Gómez;Alberto Fernández Fernández;;;;;;;;;;
0;1970;CD Málaga;Atlético de Madrid;0-0;Jesús María Zubiarrain Arguiñano;Francisco Delgado Melo;Jesús Martínez Jayo;Eusebio Bejarano Vilaro;Iselín Santos Ovejero Maya;Isacio Calleja García;Alberto Fernández Fernández;Adelardo Rodríguez Sánchez;Luis Aragonés Suárez;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;Julio Iglesias Santamaría;Javier Iruretagoyena Amiano;;;;;;;;;;
1;1970;Atlético de Madrid;Ajax;1-0;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Iselín Santos Ovejero Maya;Jesús Martínez Jayo;Isacio Calleja García;Javier Iruretagoyena Amiano;Alberto Fernández Fernández;Adelardo Rodríguez Sánchez;Luis Aragonés Suárez;José Armando Ufarte Ventoso;José Eulogio Gárate Ormaechea;José Luis Capón González;Ignacio Manuel Salcedo Sánchez de la Blanca;;;;;;;;;;
0;1970;Atlético de Madrid;Barcelona;1-1;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Jesús Martínez Jayo;Enrique Vicente Hernández;Iselín Santos Ovejero Maya;Ignacio Manuel Salcedo Sánchez de la Blanca;Alberto Fernández Fernández;Javier Iruretagoyena Amiano;Adelardo Rodríguez Sánchez;José Eulogio Gárate Ormaechea;José Armando Ufarte Ventoso;José Luis Capón González;Luis Aragonés Suárez;;;;;;;;;;
0;1970;Oviedo;Atlético de Madrid;0-0;Jesús María Zubiarrain Arguiñano;Julio Iglesias Santamaría;Eusebio Bejarano Vilaro;Enrique Vicente Hernández;Iselín Santos Ovejero Maya;Antonio Raya Pugnaire;Alberto Fernández Fernández;Ignacio Manuel Salcedo Sánchez de la Blanca;Luis Ramón Leirós Álvarez;Roberto Morón Romero;Carlos Couceiro Gómez;;;;;;;;;;;;
0;1970;Ajax;Atlético de Madrid;3-0;Roberto Rodríguez Aguirre;Francisco Delgado Melo;Enrique Vicente Hernández;Eusebio Bejarano Vilaro;Iselín Santos Ovejero Maya;Jesús Martínez Jayo;Javier Iruretagoyena Amiano;Alberto Fernández Fernández;Ignacio Manuel Salcedo Sánchez de la Blanca;Luis Aragonés Suárez;José Armando Ufarte Ventoso;;;;;;;;;;;;
