WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,,
0,2005,Ponferradina,Cultural Leonesa,1-Feb,Oinatz Aulestia Alkorta,Juan Pablo Vojvoda Rizzo,Alexander Goikoetxea Urkiaga,Iván Casquero Cosio,José Ángel Ferrera Nevado,Javier Vázquez Ares,Albert Puigdollers Saperas,José Vicente Soto Navarro,Rubén Suárez del Río,José Domingo Juárez Ramiro,José Ángel Pérez Cebrián,Roberto Rojo Landaburu,Diego Cascón Sandoval,,,,,,,,,,
0,2005,Cultural Leonesa,Palencia,2-Jan,Oinatz Aulestia Alkorta,Alexander Goikoetxea Urkiaga,Diego Galiano Jiménez,Iván Casquero Cosio,José Ángel Ferrera Nevado,Javier Vázquez Ares,Albert Puigdollers Saperas,José Vicente Soto Navarro,Rubén Suárez del Río,José Ángel Pérez Cebrián,José Domingo Juárez Ramiro,Roberto Rojo Landaburu,Diego Cascón Sandoval,Pablo Díaz Vázquez,,,,,,,,,
1,2005,Marino de Luanco,Cultural Leonesa,0-2,Oinatz Aulestia Alkorta,Juan Pablo Vojvoda Rizzo,Alexander Goikoetxea Urkiaga,Iván Casquero Cosio,José Ángel Ferrera Nevado,Pablo Díaz Vázquez,Xabier Burgueña Villaño,José Vicente Soto Navarro,Rubén Suárez del Río,José Ángel Pérez Cebrián,Paulino Martínez Soria,Roberto Rojo Landaburu,Diego Aller Padierna,Diego Galiano Jiménez,,,,,,,,,
1,2005,Cultural Leonesa,Alavés B,Jan-00,Oinatz Aulestia Alkorta,Alexander Goikoetxea Urkiaga,Juan Pablo Vojvoda Rizzo,Iván Casquero Cosio,José Ángel Ferrera Nevado,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Albert Puigdollers Saperas,Rubén Suárez del Río,José Ángel Pérez Cebrián,Paulino Martínez Soria,Roberto Rojo Landaburu,Alberto Negral González,Javier Vázquez Ares,,,,,,,,,
0,2005,Barakaldo,Cultural Leonesa,1-Jan,Oinatz Aulestia Alkorta,Alberto Negral González,Alexander Goikoetxea Urkiaga,Iván Casquero Cosio,José Ángel Ferrera Nevado,Pablo Díaz Vázquez,José Vicente Soto Navarro,Xabier Burgueña Villaño,Rubén Suárez del Río,José Ángel Pérez Cebrián,Paulino Martínez Soria,Javier Vázquez Ares,Roberto Rojo Landaburu,Diego Cascón Sandoval,,,,,,,,,
1,2005,Cultural Leonesa,Cultural de Durango,1-Mar,Oinatz Aulestia Alkorta,Marcos Rogelio Alonso González,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Iván Casquero Cosio,Pablo Díaz Vázquez,Xabier Burgueña Villaño,José Vicente Soto Navarro,Rubén Suárez del Río,José Ángel Pérez Cebrián,Paulino Martínez Soria,Javier Vázquez Ares,Albert Puigdollers Saperas,Diego Cascón Sandoval,,,,,,,,,
0,2005,Lemona,Cultural Leonesa,Jan-00,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Iván Casquero Cosio,Roberto Rojo Landaburu,Pablo Díaz Vázquez,Xabier Burgueña Villaño,José Vicente Soto Navarro,Rubén Suárez del Río,José Ángel Pérez Cebrián,Paulino Martínez Soria,Javier Vázquez Ares,José Domingo Juárez Ramiro,,,,,,,,,,
1,2005,Cultural Leonesa,Zalla,1-Feb,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Iván Casquero Cosio,José Ángel Ferrera Nevado,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Albert Puigdollers Saperas,José Ángel Pérez Cebrián,Rubén Suárez del Río,Paulino Martínez Soria,José Domingo Juárez Ramiro,Javier Vázquez Ares,,,,,,,,,,
0,2005,Salamanca,Cultural Leonesa,Jan-00,Oinatz Aulestia Alkorta,Juan Pablo Vojvoda Rizzo,Diego Galiano Jiménez,Iván Casquero Cosio,José Ángel Ferrera Nevado,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Albert Puigdollers Saperas,Rubén Suárez del Río,José Ángel Pérez Cebrián,Paulino Martínez Soria,Javier Vázquez Ares,José Vicente Soto Navarro,José Domingo Juárez Ramiro,,,,,,,,,
0,2005,Cultural Leonesa,Real Sociedad B,0-3,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Iván Casquero Cosio,Xabier Burgueña Villaño,José Vicente Soto Navarro,José Domingo Juárez Ramiro,Rubén Suárez del Río,José Ángel Pérez Cebrián,Paulino Martínez Soria,Diego Cascón Sandoval,Javier Vázquez Ares,Albert Puigdollers Saperas,Noé Calleja García,Roberto Rojo Landaburu,,,,,,,
0,2005,Cultural Leonesa,Burgos CF,2-Feb,Oinatz Aulestia Alkorta,Alexander Goikoetxea Urkiaga,Juan Pablo Vojvoda Rizzo,José Ángel Ferrera Nevado,Iván Casquero Cosio,Roberto Rojo Landaburu,Pablo Díaz Vázquez,Xabier Burgueña Villaño,José Vicente Soto Navarro,Rubén Suárez del Río,Paulino Martínez Soria,Albert Puigdollers Saperas,Javier Vázquez Ares,,,,,,,,,,
0,2005,Oviedo,Cultural Leonesa,0-0,Oinatz Aulestia Alkorta,Jonathan Martín Carabias,Alexander Goikoetxea Urkiaga,Juan Pablo Vojvoda Rizzo,Iván Casquero Cosio,Roberto Rojo Landaburu,Pablo Díaz Vázquez,Xabier Burgueña Villaño,José Vicente Soto Navarro,Rubén Suárez del Río,Paulino Martínez Soria,Diego Galiano Jiménez,Diego Cascón Sandoval,José Domingo Juárez Ramiro,Noé Calleja García,Diego Aller Padierna,,,,,,,
1,2005,Cultural Leonesa,Athletic Club B,Jan-00,Oinatz Aulestia Alkorta,Juan Pablo Vojvoda Rizzo,Alexander Goikoetxea Urkiaga,Jonathan Martín Carabias,Iván Casquero Cosio,Pablo Díaz Vázquez,Roberto Rojo Landaburu,Xabier Burgueña Villaño,José Vicente Soto Navarro,Rubén Suárez del Río,Paulino Martínez Soria,Albert Puigdollers Saperas,José Domingo Juárez Ramiro,Diego Galiano Jiménez,,,,,,,,,
0,2005,Amurrio,Cultural Leonesa,Jan-00,Oinatz Aulestia Alkorta,Jonathan Martín Carabias,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Iván Casquero Cosio,Roberto Rojo Landaburu,Albert Puigdollers Saperas,Pablo Díaz Vázquez,José Vicente Soto Navarro,Rubén Suárez del Río,Paulino Martínez Soria,Diego Cascón Sandoval,Javier Vázquez Ares,Alberto Negral González,,,,,,,,,
0,2005,Cultural Leonesa,Valladolid B,0-3,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Jonathan Martín Carabias,José Ángel Ferrera Nevado,Pablo Díaz Vázquez,Albert Puigdollers Saperas,José Vicente Soto Navarro,Rubén Suárez del Río,José Domingo Juárez Ramiro,Paulino Martínez Soria,Diego Cascón Sandoval,Xabier Burgueña Villaño,Javier Vázquez Ares,,,,,,,,,
0,2005,Portugalete,Cultural Leonesa,Jan-00,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Jonathan Martín Carabias,Juan Pablo Vojvoda Rizzo,Iván Casquero Cosio,Diego Aller Padierna,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Javier Vázquez Ares,David Murciego Fernández,Rubén Suárez del Río,José Domingo Juárez Ramiro,,,,,,,,,,,
1,2005,Cultural Leonesa,Real Unión,Jan-00,Oinatz Aulestia Alkorta,Alexander Goikoetxea Urkiaga,Juan Pablo Vojvoda Rizzo,Diego Galiano Jiménez,Jonathan Martín Carabias,Iván Casquero Cosio,Pablo Díaz Vázquez,Javier Vázquez Ares,Xabier Burgueña Villaño,Rubén Suárez del Río,Paulino Martínez Soria,David Murciego Fernández,José Vicente Soto Navarro,Roberto Rojo Landaburu,Alberto Negral González,Ricardo Pisón Calzada,,,,,,,
0,2005,Racing de Santander B,Cultural Leonesa,0-0,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Iván Casquero Cosio,Diego Aller Padierna,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Javier Vázquez Ares,Rubén Suárez del Río,Paulino Martínez Soria,José Ángel Pérez Cebrián,Diego Cascón Sandoval,José Vicente Soto Navarro,,,,,,,,,
0,2005,Cultural Leonesa,Ponferradina,0-1,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Iván Casquero Cosio,Iván Mateo Silva,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Nathaniel Revetria Soñora,Rubén Suárez del Río,José Ángel Pérez Cebrián,Diego Cascón Sandoval,Javier Vázquez Ares,Marcos Rogelio Alonso González,Diego Aller Padierna,,,,,,,,
0,2005,Palencia,Cultural Leonesa,1-Jan,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,José Ángel Ferrera Nevado,Jorge Cabeza Jareño,Iván Mateo Silva,Fernando López Álvarez,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Domingo Juárez Ramiro,José Ángel Pérez Cebrián,Alberto Negral González,David Murciego Fernández,Ricardo Pisón Calzada,Pablo Díaz Vázquez,Diego Aller Padierna,,,,,,,
0,2005,Cultural Leonesa,Marino de Luanco,1-Jan,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Iván Casquero Cosio,Pablo Díaz Vázquez,Iván Mateo Silva,Xabier Burgueña Villaño,Nathaniel Revetria Soñora,Rubén Suárez del Río,José Ángel Pérez Cebrián,Fernando López Álvarez,José Ángel Ferrera Nevado,Javier Vázquez Ares,,,,,,,,,
1,2005,Alavés B,Cultural Leonesa,0-1,Oinatz Aulestia Alkorta,Juan Pablo Vojvoda Rizzo,Diego Galiano Jiménez,Alexander Goikoetxea Urkiaga,Iván Casquero Cosio,Pablo Díaz Vázquez,Iván Mateo Silva,Fernando López Álvarez,Nathaniel Revetria Soñora,Rubén Suárez del Río,José Ángel Pérez Cebrián,José Ángel Ferrera Nevado,Jorge Cabeza Jareño,Diego Aller Padierna,,,,,,,,,
0,2005,Cultural Leonesa,Zamora,2-Jan,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,José Ángel Ferrera Nevado,Iván Casquero Cosio,Iván Mateo Silva,Pablo Díaz Vázquez,Fernando López Álvarez,Nathaniel Revetria Soñora,Rubén Suárez del Río,José Ángel Pérez Cebrián,Diego Cascón Sandoval,José Domingo Juárez Ramiro,Xabier Burgueña Villaño,Ricardo Pisón Calzada,Jorge Cabeza Jareño,,,,,,,
0,2005,Cultural Leonesa,Barakaldo,2-Feb,Oinatz Aulestia Alkorta,Juan Pablo Vojvoda Rizzo,José Ángel Ferrera Nevado,Jorge Cabeza Jareño,Iván Mateo Silva,Xabier Burgueña Villaño,Fernando López Álvarez,Javier Vázquez Ares,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Domingo Juárez Ramiro,David Murciego Fernández,Diego Aller Padierna,Ángel Manuel Caamaño Mayo,,,,,,,,,
0,2005,Cultural de Durango,Cultural Leonesa,1-Mar,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Iván Casquero Cosio,Iván Mateo Silva,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Javier Vázquez Ares,Nathaniel Revetria Soñora,Diego Cascón Sandoval,Rubén Suárez del Río,José Domingo Juárez Ramiro,Jorge Cabeza Jareño,,,,,,,,,
1,2005,Cultural Leonesa,Lemona,Jan-00,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Jorge Cabeza Jareño,Fernando López Álvarez,Iván Mateo Silva,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Domingo Juárez Ramiro,José Ángel Pérez Cebrián,Xabier Burgueña Villaño,Rubén Suárez del Río,Pablo Díaz Vázquez,,,,,,,,,
1,2005,Zalla,Cultural Leonesa,2-Jan,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Jorge Cabeza Jareño,Iván Mateo Silva,Xabier Burgueña Villaño,Fernando López Álvarez,Diego Cascón Sandoval,José Domingo Juárez Ramiro,José Ángel Pérez Cebrián,Diego Aller Padierna,David Murciego Fernández,Javier Vázquez Ares,,,,,,,,,
0,2005,Cultural Leonesa,Salamanca,4-Jan,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Alexander Goikoetxea Urkiaga,Alberto Negral González,Jorge Cabeza Jareño,Pablo Díaz Vázquez,Xabier Burgueña Villaño,Iván Mateo Silva,Fernando López Álvarez,Diego Cascón Sandoval,José Ángel Pérez Cebrián,Rubén Suárez del Río,Ángel Manuel Caamaño Mayo,,,,,,,,,,
0,2005,Real Sociedad B,Cultural Leonesa,1-May,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Jorge Cabeza Jareño,Fernando López Álvarez,Xabier Burgueña Villaño,Diego Cascón Sandoval,Rubén Suárez del Río,José Domingo Juárez Ramiro,José Ángel Pérez Cebrián,José Ángel Ferrera Nevado,Iván Casquero Cosio,Javier Vázquez Ares,Ricardo Pisón Calzada,Diego Aller Padierna,,,,,,,
0,2005,Burgos CF,Cultural Leonesa,1-Jan,Oinatz Aulestia Alkorta,Alexander Goikoetxea Urkiaga,Juan Pablo Vojvoda Rizzo,Jorge Cabeza Jareño,Iván Casquero Cosio,José Ángel Ferrera Nevado,Xabier Burgueña Villaño,Fernando López Álvarez,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Ángel Pérez Cebrián,Diego Galiano Jiménez,Pablo Díaz Vázquez,Rubén Suárez del Río,,,,,,,,,
0,2005,Cultural Leonesa,Oviedo,0-0,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Alexander Goikoetxea Urkiaga,José Ángel Ferrera Nevado,Jorge Cabeza Jareño,Iván Casquero Cosio,Iván Mateo Silva,Xabier Burgueña Villaño,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Ángel Pérez Cebrián,Pablo Díaz Vázquez,Alberto Negral González,Rubén Suárez del Río,Diego Aller Padierna,Ricardo Pisón Calzada,,,,,,,
0,2005,Athletic Club B,Cultural Leonesa,Jan-00,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Alexander Goikoetxea Urkiaga,José Ángel Ferrera Nevado,Jorge Cabeza Jareño,Iván Casquero Cosio,Iván Mateo Silva,Xabier Burgueña Villaño,Fernando López Álvarez,Diego Cascón Sandoval,José Ángel Pérez Cebrián,Rubén Suárez del Río,Pablo Díaz Vázquez,José Domingo Juárez Ramiro,,,,,,,,,
1,2005,Cultural Leonesa,Amurrio,Mar-00,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Alexander Goikoetxea Urkiaga,Alberto Negral González,Iván Casquero Cosio,Iván Mateo Silva,Xabier Burgueña Villaño,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Domingo Juárez Ramiro,José Ángel Pérez Cebrián,Pablo Díaz Vázquez,Rubén Suárez del Río,Fernando López Álvarez,,,,,,,,,
1,2005,Valladolid B,Cultural Leonesa,0-2,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Alberto Negral González,Alexander Goikoetxea Urkiaga,Iván Casquero Cosio,Iván Mateo Silva,Xabier Burgueña Villaño,José Domingo Juárez Ramiro,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Ángel Pérez Cebrián,Juan Pablo Vojvoda Rizzo,Fernando López Álvarez,Jorge Cabeza Jareño,,,,,,,,,
0,2005,Cultural Leonesa,Portugalete,1-Jan,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alberto Negral González,Iván Casquero Cosio,Iván Mateo Silva,Xabier Burgueña Villaño,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Domingo Juárez Ramiro,José Ángel Pérez Cebrián,Rubén Suárez del Río,Pablo Díaz Vázquez,,,,,,,,,,
1,2005,Real Unión,Cultural Leonesa,0-1,Oinatz Aulestia Alkorta,Diego Galiano Jiménez,Juan Pablo Vojvoda Rizzo,Alexander Goikoetxea Urkiaga,Jorge Cabeza Jareño,Iván Casquero Cosio,Iván Mateo Silva,Xabier Burgueña Villaño,Nathaniel Revetria Soñora,Diego Cascón Sandoval,José Ángel Pérez Cebrián,Sergio Conde Quintana,Rubén Suárez del Río,David Murciego Fernández,,,,,,,,,
0,2005,Cultural Leonesa,Racing de Santander B,0-0,Ricardo Pisón Calzada,Diego Galiano Jiménez,Alexander Goikoetxea Urkiaga,Jorge Cabeza Jareño,Iván Casquero Cosio,Javier Vázquez Ares,Iván Mateo Silva,Fernando López Álvarez,David Murciego Fernández,Diego Cascón Sandoval,José Ángel Pérez Cebrián,Juan Pablo Vojvoda Rizzo,Xabier Burgueña Villaño,Nathaniel Revetria Soñora,,,,,,,,,
0,2005,Zamora,Cultural Leonesa,2-Mar,Ricardo Pisón Calzada,Juan Pablo Vojvoda Rizzo,Diego Galiano Jiménez,Jorge Cabeza Jareño,Iván Casquero Cosio,Pablo Díaz Vázquez,Javier Vázquez Ares,Fernando López Álvarez,Sergio Rueda Monge,Nathaniel Revetria Soñora,Ángel Manuel Caamaño Mayo,Rubén Suárez del Río,Javier Medina García,Diego Cascón Sandoval,,,,,,,,,
0,2006,Cultural Leonesa,Universidad de Oviedo,1-Jan,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Francisco Jesús Rodríguez Villar,Gonzalo Arantegui Peñafiel,Fernando López Álvarez,Cristian Alberdi López,Ángel Manuel Caamaño Mayo,Oriol Riera Magem,Addison Alves de Oliveira,Diego Aller Padierna,Diego Cascón Sandoval,,,,,,,,,,
1,2006,Logroñés,Cultural Leonesa,0-1,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Iván Casquero Cosio,Gonzalo Arantegui Peñafiel,Fernando López Álvarez,Diego Aller Padierna,Diego Cascón Sandoval,Addison Alves de Oliveira,Alberto Negral González,Iván Mateo Silva,Oriol Riera Magem,,,,,,,,,
1,2006,Cultural Leonesa,Valladolid B,2-Apr,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Antonio Sambruno Aragón,Alexander Goikoetxea Urkiaga,Iván Casquero Cosio,Cristian Alberdi López,Fernando López Álvarez,Gonzalo Arantegui Peñafiel,Diego Cascón Sandoval,Addison Alves de Oliveira,Oriol Riera Magem,Nathaniel Revetria Soñora,Diego Aller Padierna,David Bandera Vázquez,,,,,,,,,
0,2006,Palencia,Cultural Leonesa,1-Feb,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Gonzalo Arantegui Peñafiel,Diego Aller Padierna,Fernando López Álvarez,Diego Cascón Sandoval,Addison Alves de Oliveira,Oriol Riera Magem,Nathaniel Revetria Soñora,Alberto Negral González,Iván Casquero Cosio,,,,,,,,,
0,2006,Cultural Leonesa,Eibar,2-Jan,Oinatz Aulestia Alkorta,Alexander Goikoetxea Urkiaga,Joaquín Menéndez Loureiro,Antonio Sambruno Aragón,Iván Casquero Cosio,Gonzalo Arantegui Peñafiel,Diego Aller Padierna,Fernando López Álvarez,Diego Cascón Sandoval,Addison Alves de Oliveira,Oriol Riera Magem,Nathaniel Revetria Soñora,Jesús María López Riego,Francisco Jesús Rodríguez Villar,,,,,,,,,
1,2006,Real Sociedad B,Cultural Leonesa,0-1,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Jesús María López Riego,Fernando López Álvarez,Diego Aller Padierna,Gonzalo Arantegui Peñafiel,Diego Cascón Sandoval,Addison Alves de Oliveira,Alberto Negral González,Nathaniel Revetria Soñora,Oriol Riera Magem,Álvaro Martínez Beltrán,David Bandera Vázquez,,,,,,,
0,2006,Cultural Leonesa,Real Unión,0-0,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Antonio Sambruno Aragón,Alexander Goikoetxea Urkiaga,Francisco Jesús Rodríguez Villar,Alberto Negral González,Gonzalo Arantegui Peñafiel,Fernando López Álvarez,Jesús María López Riego,Diego Cascón Sandoval,Oriol Riera Magem,Joaquín Menéndez Loureiro,Diego Aller Padierna,Addison Alves de Oliveira,,,,,,,,,
1,2006,Alfaro,Cultural Leonesa,0-2,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Alberto Negral González,Gonzalo Arantegui Peñafiel,Diego Aller Padierna,Fernando López Álvarez,Diego Cascón Sandoval,Addison Alves de Oliveira,Oriol Riera Magem,Javier Flórez García,Nathaniel Revetria Soñora,,,,,,,,,
1,2006,Cultural Leonesa,Burgos CF,1-Feb,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Alberto Negral González,Fernando López Álvarez,Diego Aller Padierna,Gonzalo Arantegui Peñafiel,Diego Cascón Sandoval,Addison Alves de Oliveira,Oriol Riera Magem,Nathaniel Revetria Soñora,Jesús María López Riego,,,,,,,,,
1,2006,Marino de Luanco,Cultural Leonesa,0-1,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Joaquín Menéndez Loureiro,Alexander Goikoetxea Urkiaga,Alberto Negral González,Jesús María López Riego,Diego Aller Padierna,Fernando López Álvarez,Gonzalo Arantegui Peñafiel,Diego Cascón Sandoval,Addison Alves de Oliveira,Diego Prendes Sánchez,Nathaniel Revetria Soñora,Oriol Riera Magem,,,,,,,,,
0,2006,Lemona,Cultural Leonesa,1-Feb,Oinatz Aulestia Alkorta,Joaquín Menéndez Loureiro,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Gonzalo Arantegui Peñafiel,Jesús María López Riego,Fernando López Álvarez,Diego Aller Padierna,Diego Cascón Sandoval,Addison Alves de Oliveira,Nathaniel Revetria Soñora,Oriol Riera Magem,,,,,,,,,,
0,2006,Cultural Leonesa,Logroñés CF,0-1,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Joaquín Menéndez Loureiro,Alexander Goikoetxea Urkiaga,Francisco Jesús Rodríguez Villar,Jesús María López Riego,Gonzalo Arantegui Peñafiel,Fernando López Álvarez,Cristian Alberdi López,Diego Cascón Sandoval,Nathaniel Revetria Soñora,Javier Flórez García,Diego Aller Padierna,David Bandera Vázquez,,,,,,,,,
0,2006,Guijuelo,Cultural Leonesa,1-Mar,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Joaquín Menéndez Loureiro,Cristian Alberdi López,Gonzalo Arantegui Peñafiel,Diego Cascón Sandoval,Nathaniel Revetria Soñora,Addison Alves de Oliveira,Oriol Riera Magem,David Bandera Vázquez,Jesús María López Riego,Diego Aller Padierna,,,,,,,,,
0,2006,Cultural Leonesa,Zamora,2-Jan,Álvaro Martínez Beltrán,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Alberto Negral González,Jesús María López Riego,Cristian Alberdi López,Fernando López Álvarez,Gonzalo Arantegui Peñafiel,Diego Cascón Sandoval,Addison Alves de Oliveira,Nathaniel Revetria Soñora,Diego Aller Padierna,Oriol Riera Magem,,,,,,,,,
0,2006,Bilbao Athletic,Cultural Leonesa,2-Mar,Oinatz Aulestia Alkorta,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Alberto Negral González,Gonzalo Arantegui Peñafiel,Fernando López Álvarez,Cristian Alberdi López,Diego Aller Padierna,Addison Alves de Oliveira,Oriol Riera Magem,Nathaniel Revetria Soñora,Diego Cascón Sandoval,Javier Flórez García,,,,,,,,,
0,2006,Cultural Leonesa,Barakaldo,1-Jan,Oinatz Aulestia Alkorta,Francisco Jesús Rodríguez Villar,Joaquín Menéndez Loureiro,Antonio Sambruno Aragón,Alberto Negral González,Diego Aller Padierna,Cristian Alberdi López,Diego Cascón Sandoval,Ángel Manuel Caamaño Mayo,Addison Alves de Oliveira,Oriol Riera Magem,Gonzalo Arantegui Peñafiel,Nathaniel Revetria Soñora,Fernando López Álvarez,,,,,,,,,
0,2006,Sestao River,Cultural Leonesa,Jan-00,Oinatz Aulestia Alkorta,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Alberto Negral González,Fernando López Álvarez,Gonzalo Arantegui Peñafiel,Cristian Alberdi López,Diego Cascón Sandoval,Addison Alves de Oliveira,Oriol Riera Magem,Joaquín Menéndez Loureiro,Diego Aller Padierna,Ángel Manuel Caamaño Mayo,,,,,,,,,
1,2006,Cultural Leonesa,Amurrio,Jan-00,Oinatz Aulestia Alkorta,Francisco Jesús Rodríguez Villar,Alberto Negral González,Antonio Sambruno Aragón,Alexander Goikoetxea Urkiaga,Iván Casquero Cosio,Gonzalo Arantegui Peñafiel,Diego Aller Padierna,Fernando López Álvarez,Diego Cascón Sandoval,Addison Alves de Oliveira,Jesús María López Riego,Oriol Riera Magem,,,,,,,,,,
0,2006,Oviedo,Cultural Leonesa,1-Jan,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Gonzalo Arantegui Peñafiel,Alberto Ortiz Blanco,Cristian Alberdi López,Ángel Manuel Caamaño Mayo,Addison Alves de Oliveira,Oriol Riera Magem,Joaquín Menéndez Loureiro,Diego Aller Padierna,Nathaniel Revetria Soñora,,,,,,,,,
0,2006,Universidad de Oviedo,Cultural Leonesa,Feb-00,Oinatz Aulestia Alkorta,Francisco Jesús Rodríguez Villar,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Alberto Negral González,Alberto Ortiz Blanco,Fernando López Álvarez,Gonzalo Arantegui Peñafiel,Ángel Manuel Caamaño Mayo,Oriol Riera Magem,Addison Alves de Oliveira,Diego Cascón Sandoval,Diego Aller Padierna,Javier Flórez García,,,,,,,,,
0,2006,Cultural Leonesa,Logroñés,0-2,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Alberto Negral González,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Gonzalo Arantegui Peñafiel,Fernando López Álvarez,Cristian Alberdi López,Diego Cascón Sandoval,Ángel Manuel Caamaño Mayo,Addison Alves de Oliveira,Nathaniel Revetria Soñora,Javier Flórez García,Oriol Riera Magem,,,,,,,,,
0,2006,Valladolid B,Cultural Leonesa,Feb-00,Oinatz Aulestia Alkorta,Pablo Suárez Álvarez,Alexander Goikoetxea Urkiaga,Antonio Sambruno Aragón,Iván Casquero Cosio,Jesús María López Riego,Gonzalo Arantegui Peñafiel,Fernando López Álvarez,Cristian Alberdi López,Addison Alves de Oliveira,Oriol Riera Magem,David Bandera Vázquez,Diego Cascón Sandoval,Ángel Manuel Caamaño Mayo,,,,,,,,,
