WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,,
1,1977,Cultural Leonesa,Ensidesa,2-0,Francisco Javier Alonso Goyenechea,Joaquín María Elustondo Mendiolea,Rafael Porto,Gerardo Rodríguez Morán,Antonio Herrero Alonso,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,José María Errandonea Gaínza,Francisco Villafañe Martínez,Celso Laiz García,Juan Carlos Montes Méndez,Mariano Arias Chamorro,Arsenio Valbuena Fernández,,,,,,,,,,
1,1977,Cultural Leonesa,Mirandés,3-0,Francisco Javier Alonso Goyenechea,Joaquín María Elustondo Mendiolea,Rafael Porto,Gerardo Rodríguez Morán,Antonio Herrero Alonso,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,José María Errandonea Gaínza,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Celso Laiz García,Mariano Arias Chamorro,Arsenio Valbuena Fernández,,,,,,,,,,
0,1977,Tudelano,Cultural Leonesa,1-1,Francisco Javier Alonso Goyenechea,Joaquín María Elustondo Mendiolea,Antonio Maiquez Iorido,Rafael Porto,Gerardo Rodríguez Morán,Antonio Herrero Alonso,José Luis Galdón Gil,José María Errandonea Gaínza,Mariano Arias Chamorro,Francisco Villafañe Martínez,Celso Laiz García,José Antonio Alonso García,Arsenio Valbuena Fernández,,,,,,,,,,
0,1977,Cultural Leonesa,Orense,1-2,Francisco Javier Alonso Goyenechea,Joaquín María Elustondo Mendiolea,Rafael Porto,Gerardo Rodríguez Morán,Antonio Herrero Alonso,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,Mariano Arias Chamorro,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Celso Laiz García,Arsenio Valbuena Fernández,José Antonio Alonso García,,,,,,,,,,
0,1977,Real Unión,Cultural Leonesa,1-0,Domingo Rivero de Vera,Antonio Maiquez Iorido,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Antonio Herrero Alonso,Rafael Porto,Gerardo Rodríguez Morán,José Luis Galdón Gil,Jorge Carracedo Carracedo,Celso Laiz García,José María Errandonea Gaínza,Juan Carlos Montes Méndez,Francisco Villafañe Martínez,,,,,,,,,,
1,1977,Cultural Leonesa,Torrejón,4-0,Domingo Rivero de Vera,Arsenio Valbuena Fernández,Rafael Porto,Gerardo Rodríguez Morán,Antonio Herrero Alonso,José Luis Galdón Gil,Jorge Carracedo Carracedo,Celso Laiz García,José María Errandonea Gaínza,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Mariano Arias Chamorro,,,,,,,,,,,
0,1977,Langreo,Cultural Leonesa,1-0,Domingo Rivero de Vera,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Rafael Porto,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José María Errandonea Gaínza,Mariano Arias Chamorro,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,,,,,,,,,,
0,1977,Cultural Leonesa,Atlético Madrileño,0-1,Domingo Rivero de Vera,Belarmino López Fierro,Rafael Porto,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,José María Errandonea Gaínza,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,,,,,,,,,,,,
0,1977,Racing de Ferrol,Cultural Leonesa,4-1,Domingo Rivero de Vera,Belarmino López Fierro,Antonio Maiquez Iorido,Julio González Rivo,Rafael Porto,José Antonio Alonso García,José Luis Galdón Gil,Jorge Carracedo Carracedo,Celso Laiz García,Francisco Villafañe Martínez,José María Errandonea Gaínza,Joaquín María Elustondo Mendiolea,José Antonio Cortabitarte Gutiérrez,,,,,,,,,,
1,1977,Cultural Leonesa,Huesca,2-0,Domingo Rivero de Vera,Joaquín María Elustondo Mendiolea,Belarmino López Fierro,Rafael Porto,José Antonio Alonso García,Gerardo Rodríguez Morán,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,José María Errandonea Gaínza,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,,,,,,,,,,
0,1978,Cultural Leonesa,Sestao,0-0,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Belarmino López Fierro,Gustavo Pérez Cubero,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,Gerardo Rodríguez Morán,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Julio González Rivo,Rafael Porto,,,,,,,,,,
0,1978,Lugo,Cultural Leonesa,0-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,Gerardo Rodríguez Morán,Jorge Carracedo Carracedo,Francisco Villafañe Martínez,Celso Laiz García,José Luis Galdón Gil,Rafael Porto,,,,,,,,,,
1,1978,Cultural Leonesa,Pontevedra,2-0,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,Jorge Carracedo Carracedo,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Rafael Porto,,,,,,,,,,,
0,1978,Orense,Cultural Leonesa,1-0,Esteban Folgueral Pérez,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jorge Carracedo Carracedo,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,José Luis Galdón Gil,,,,,,,,,,,
1,1978,Cultural Leonesa,Gijón Industrial,2-0,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Belarmino López Fierro,José Luis Galdón Gil,Antonio Herrero Alonso,Celso Laiz García,Jorge Carracedo Carracedo,Francisco Villafañe Martínez,José Antonio Cortabitarte Gutiérrez,Juan Carlos Montes Méndez,,,,,,,,,,,,
1,1978,Cultural Leonesa,Pegaso,3-2,Esteban Folgueral Pérez,Arsenio Valbuena Fernández,Belarmino López Fierro,Rafael Porto,Antonio Herrero Alonso,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,Jorge Carracedo Carracedo,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Gustavo Pérez Cubero,Santiago Ríos Rodríguez,,,,,,,,,,
0,1978,Gijón Industrial,Cultural Leonesa,1-1,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Santiago Ríos Rodríguez,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,Jorge Carracedo Carracedo,Celso Laiz García,Juan Carlos Montes Méndez,José Manuel Deville-Bellechasse Sánchez,Gustavo Pérez Cubero,,,,,,,,,,
0,1978,Oviedo,Cultural Leonesa,1-0,Esteban Folgueral Pérez,Arsenio Valbuena Fernández,Belarmino López Fierro,Juan Pedro Ruiz Cámara,José Luis Galdón Gil,Antonio Herrero Alonso,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jorge Carracedo Carracedo,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Gustavo Pérez Cubero,Santiago Ríos Rodríguez,,,,,,,,,,
1,1978,Cultural Leonesa,Atlético Madrileño,3-2,Esteban Folgueral Pérez,Arsenio Valbuena Fernández,Belarmino López Fierro,Juan Pedro Ruiz Cámara,José Luis Galdón Gil,Antonio Herrero Alonso,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jorge Carracedo Carracedo,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Santiago Ríos Rodríguez,José Manuel Deville-Bellechasse Sánchez,,,,,,,,,,
1,1978,Cultural Leonesa,Racing de Santander,1-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Antonio Herrero Alonso,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jorge Carracedo Carracedo,Juan Carlos Montes Méndez,José Manuel Deville-Bellechasse Sánchez,Gustavo Pérez Cubero,,,,,,,,,,
0,1978,Palencia CF,Cultural Leonesa,1-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,Antonio Herrero Alonso,Celso Laiz García,Jorge Carracedo Carracedo,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,José Manuel Deville-Bellechasse Sánchez,Belarmino López Fierro,,,,,,,,,,
0,1978,Cultural Leonesa,Ensidesa,0-0,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,José Manuel Deville-Bellechasse Sánchez,Arsenio Valbuena Fernández,Belarmino López Fierro,Gerardo Rodríguez Morán,Juan Pedro Ruiz Cámara,Celso Laiz García,Francisco Villafañe Martínez,Jorge Carracedo Carracedo,Juan Carlos Montes Méndez,Gustavo Pérez Cubero,Antonio Herrero Alonso,,,,,,,,,,
0,1978,Real Unión,Cultural Leonesa,1-1,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,Joaquín María Elustondo Mendiolea,Julio González Rivo,Arsenio Valbuena Fernández,Gustavo Pérez Cubero,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Francisco Villafañe Martínez,José Manuel Deville-Bellechasse Sánchez,,,,,,,,,,,
0,1978,Torrejón,Cultural Leonesa,2-0,Esteban Folgueral Pérez,Julio González Rivo,Joaquín María Elustondo Mendiolea,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Gustavo Pérez Cubero,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Francisco Villafañe Martínez,José Manuel Deville-Bellechasse Sánchez,,,,,,,,,,,
1,1978,Cultural Leonesa,Mirandés,2-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Antonio Herrero Alonso,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Francisco José Losada Merayo,Jesús Martínez Souto,,,,,,,,,,
0,1978,Racing de Santander,Cultural Leonesa,3-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Julio González Rivo,Santiago Ríos Rodríguez,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jorge Carracedo Carracedo,Juan Carlos Montes Méndez,Arsenio Valbuena Fernández,,,,,,,,,,,
0,1978,Caudal,Cultural Leonesa,0-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Julio González Rivo,Santiago Ríos Rodríguez,Arsenio Valbuena Fernández,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Rafael Porto,Juan Pedro Ruiz Cámara,,,,,,,,,,
1,1978,Cultural Leonesa,Logroñés,4-2,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Rafael Porto,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Juan Carlos Montes Méndez,Francisco Villafañe Martínez,Jorge Carracedo Carracedo,,,,,,,,,,
0,1978,Zamora,Cultural Leonesa,2-2,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Rafael Porto,Juan Pedro Ruiz Cámara,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Celso Laiz García,Juan Carlos Montes Méndez,Francisco Villafañe Martínez,,,,,,,,,,,
1,1978,Cultural Leonesa,Huesca,2-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Rafael Porto,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Antonio Herrero Alonso,,,,,,,,,,,
0,1978,Tenerife,Cultural Leonesa,1-0,Esteban Folgueral Pérez,Julio González Rivo,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Rafael Porto,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Francisco José Losada Merayo,Antonio Herrero Alonso,,,,,,,,,,
0,1978,Cultural Leonesa,Langreo,0-0,Esteban Folgueral Pérez,Julio González Rivo,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Rafael Porto,Antonio Herrero Alonso,Jesús Martínez Souto,Francisco Villafañe Martínez,Celso Laiz García,Juan Carlos Montes Méndez,Francisco José Losada Merayo,Juan Pedro Ruiz Cámara,,,,,,,,,,
1,1978,Bilbao Athletic,Cultural Leonesa,1-2,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Antonio Herrero Alonso,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,José Luis Galdón Gil,Francisco Villafañe Martínez,,,,,,,,,,
1,1978,Sestao,Cultural Leonesa,1-2,Esteban Folgueral Pérez,Julio González Rivo,Joaquín María Elustondo Mendiolea,Santiago Ríos Rodríguez,Belarmino López Fierro,Antonio Herrero Alonso,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,José Luis Galdón Gil,Francisco Villafañe Martínez,,,,,,,,,,
1,1978,Cultural Leonesa,Lugo,2-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Celso Laiz García,Rafael Porto,,,,,,,,,,,
0,1978,Pontevedra,Cultural Leonesa,3-2,Esteban Folgueral Pérez,Julio González Rivo,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Rafael Porto,Francisco Villafañe Martínez,,,,,,,,,,
1,1978,Cultural Leonesa,Orense,4-0,Esteban Folgueral Pérez,Julio González Rivo,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Francisco Villafañe Martínez,Rafael Porto,,,,,,,,,,
1,1978,Pegaso,Cultural Leonesa,0-1,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Julio González Rivo,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Gerardo Rodríguez Morán,Juan Pedro Ruiz Cámara,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Francisco Villafañe Martínez,José Salas,Santiago Ríos Rodríguez,,,,,,,,,,
1,1978,Cultural Leonesa,Oviedo,3-1,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Rafael Porto,Gerardo Rodríguez Morán,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Juan Carlos Montes Méndez,Santiago Ríos Rodríguez,,,,,,,,,,
0,1978,Atlético Madrileño,Cultural Leonesa,2-1,Esteban Folgueral Pérez,Julio González Rivo,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Celso Laiz García,Santiago Ríos Rodríguez,Rafael Porto,,,,,,,,,,
0,1978,Cultural Leonesa,Palencia CF,2-2,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Celso Laiz García,Santiago Ríos Rodríguez,Francisco Villafañe Martínez,,,,,,,,,,
1,1978,Ensidesa,Cultural Leonesa,0-2,Esteban Folgueral Pérez,Arsenio Valbuena Fernández,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Celso Laiz García,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Joaquín María Elustondo Mendiolea,Gustavo Pérez Cubero,,,,,,,,,,
1,1978,Cultural Leonesa,Real Unión,3-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Rafael Porto,Gustavo Pérez Cubero,,,,,,,,,,
0,1978,Cultural Leonesa,Torrejón,0-1,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Jesús Martínez Souto,Francisco Villafañe Martínez,Celso Laiz García,Juan Carlos Montes Méndez,Rafael Porto,,,,,,,,,,,
0,1978,Mirandés,Cultural Leonesa,1-0,Esteban Folgueral Pérez,Arsenio Valbuena Fernández,Julio González Rivo,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Francisco Villafañe Martínez,Juan Carlos Montes Méndez,Antonio Herrero Alonso,,,,,,,,,,,
1,1978,Cultural Leonesa,Caudal,2-1,Isidro Fernández Álvarez,Julio González Rivo,Arsenio Valbuena Fernández,Belarmino López Fierro,Gustavo Pérez Cubero,Antonio Herrero Alonso,José Luis Martínez Cabello,Juan Pedro Ruiz Cámara,Gerardo Rodríguez Morán,Pedro Blanco Marcos,Celso Laiz García,José Manuel Deville-Bellechasse Sánchez,Francisco José Losada Merayo,,,,,,,,,,
0,1978,Logroñés,Cultural Leonesa,0-0,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Julio González Rivo,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Juan Carlos Montes Méndez,José Manuel Deville-Bellechasse Sánchez,,,,,,,,,,,
0,1978,Cultural Leonesa,Zamora,1-1,Esteban Folgueral Pérez,Joaquín María Elustondo Mendiolea,Julio González Rivo,Arsenio Valbuena Fernández,Belarmino López Fierro,Antonio Herrero Alonso,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Juan Carlos Montes Méndez,José Manuel Deville-Bellechasse Sánchez,Rafael Porto,,,,,,,,,,
1,1978,Huesca,Cultural Leonesa,1-3,Esteban Folgueral Pérez,José Manuel Deville-Bellechasse Sánchez,Arsenio Valbuena Fernández,Belarmino López Fierro,José Luis Martínez Cabello,Rafael Porto,Juan Pedro Ruiz Cámara,José Luis Galdón Gil,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Antonio Herrero Alonso,Jesús Martínez Souto,,,,,,,,,,
1,1978,Cultural Leonesa,Tenerife,2-1,José Salas,José Manuel Deville-Bellechasse Sánchez,Arsenio Valbuena Fernández,Belarmino López Fierro,José Luis Martínez Cabello,Francisco José Losada Merayo,Juan Pedro Ruiz Cámara,José Luis Galdón Gil,Gerardo Rodríguez Morán,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Jesús Martínez Souto,Santiago Ríos Rodríguez,,,,,,,,,,
0,1978,Langreo,Cultural Leonesa,4-1,José Salas,José Manuel Deville-Bellechasse Sánchez,Arsenio Valbuena Fernández,Belarmino López Fierro,Rafael Porto,Francisco José Losada Merayo,José Luis Martínez Cabello,José Luis Galdón Gil,Gerardo Rodríguez Morán,Celso Laiz García,Juan Carlos Montes Méndez,Luis Fernando Franco de la Iglesia,Francisco Villafañe Martínez,,,,,,,,,,
1,1978,Cultural Leonesa,Bilbao Athletic,3-0,José Salas,José Manuel Deville-Bellechasse Sánchez,Arsenio Valbuena Fernández,Santiago Ríos Rodríguez,Belarmino López Fierro,Juan Pedro Ruiz Cámara,Francisco José Losada Merayo,Gerardo Rodríguez Morán,José Luis Galdón Gil,José Antonio Cortabitarte Gutiérrez,Celso Laiz García,Antonio Herrero Alonso,José Luis Martínez Cabello,,,,,,,,,,
1,1979,Bilbao Athletic,Cultural Leonesa,1-2,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,Pablo Villamandos Villalobos,Antonio Herrero Alonso,José Luis Martínez Cabello,Francisco José Losada Merayo,Gerardo Rodríguez Morán,Pedro Antonio Recarte Zubeldia,Primitivo Soto Sáez,Antonio Fernández García,Celso Laiz García,Jesús Martínez Souto,Manuel José Fuentes García,,,,,,,,,,
1,1979,Cultural Leonesa,Arenas de Guecho,3-2,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,Pablo Villamandos Villalobos,Antonio Herrero Alonso,José Luis Martínez Cabello,Francisco José Losada Merayo,Pedro Antonio Recarte Zubeldia,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Antonio Fernández García,Celso Laiz García,Carlos González Purroy,Jesús Martínez Souto,,,,,,,,,,
1,1979,Béjar,Cultural Leonesa,0-1,Isidro Fernández Álvarez,José Manuel Deville-Bellechasse Sánchez,Carlos González Purroy,Santiago Ríos Rodríguez,Pablo Villamandos Villalobos,Antonio Herrero Alonso,Eduardo Lafuente Aguirre,Francisco José Losada Merayo,Pedro Antonio Recarte Zubeldia,Primitivo Soto Sáez,Celso Laiz García,Jesús Martínez Souto,Antonio Fernández García,,,,,,,,,,
0,1979,Baracaldo,Cultural Leonesa,2-2,Esteban Folgueral Pérez,Santiago Ríos Rodríguez,Carlos González Purroy,Pablo Villamandos Villalobos,Antonio Herrero Alonso,José Luis Martínez Cabello,Francisco José Losada Merayo,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Antonio Fernández García,Celso Laiz García,José Manuel Deville-Bellechasse Sánchez,Jesús Martínez Souto,,,,,,,,,,
0,1979,Cultural Leonesa,Sestao,1-1,Jesús González Sanisidro,Santiago Ríos Rodríguez,Carlos González Purroy,Pablo Villamandos Villalobos,Francisco José Losada Merayo,José Luis Martínez Cabello,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Jesús Martínez Souto,Celso Laiz García,Antonio Fernández García,Belarmino López Fierro,,,,,,,,,,,
0,1979,Logroñés,Cultural Leonesa,2-0,Jesús González Sanisidro,Belarmino López Fierro,Santiago Ríos Rodríguez,Carlos González Purroy,Pablo Villamandos Villalobos,Antonio Herrero Alonso,José Luis Martínez Cabello,Francisco José Losada Merayo,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Celso Laiz García,Antonio Fernández García,Jesús Martínez Souto,,,,,,,,,,
1,1979,Cultural Leonesa,Béjar,4-1,Jesús González Sanisidro,José Manuel Deville-Bellechasse Sánchez,Belarmino López Fierro,Carlos González Purroy,Juan Carlos González Cañón,Pedro Antonio Recarte Zubeldia,Antonio Herrero Alonso,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Jesús Martínez Souto,Agustín Lasaosa Laliena,Rafael Nicolás,Francisco José Losada Merayo,,,,,,,,,,
1,1979,Cultural Leonesa,Huesca,4-0,Jesús González Sanisidro,José Manuel Deville-Bellechasse Sánchez,Belarmino López Fierro,Carlos González Purroy,Juan Carlos González Cañón,Francisco José Losada Merayo,Pedro Antonio Recarte Zubeldia,Antonio Herrero Alonso,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Jesús Martínez Souto,Celso Laiz García,Agustín Lasaosa Laliena,,,,,,,,,,
0,1979,Pontevedra,Cultural Leonesa,2-1,Jesús González Sanisidro,José Manuel Deville-Bellechasse Sánchez,Belarmino López Fierro,Carlos González Purroy,Juan Carlos González Cañón,Antonio Herrero Alonso,Francisco José Losada Merayo,Pedro Antonio Recarte Zubeldia,Primitivo Soto Sáez,Jesús Martínez Souto,Celso Laiz García,José Luis Martínez Cabello,Agustín Lasaosa Laliena,,,,,,,,,,
1,1979,Cultural Leonesa,Mirandés,3-0,Jesús González Sanisidro,José Manuel Deville-Bellechasse Sánchez,Juan Carlos González Cañón,Carlos González Purroy,Belarmino López Fierro,Francisco José Losada Merayo,José Luis Martínez Cabello,Antonio Herrero Alonso,Primitivo Soto Sáez,Jesús Martínez Souto,Celso Laiz García,Agustín Lasaosa Laliena,Santiago Ríos Rodríguez,,,,,,,,,,
0,1979,Zamora,Cultural Leonesa,1-0,Jesús González Sanisidro,Juan Carlos González Cañón,Carlos González Purroy,Belarmino López Fierro,Antonio Herrero Alonso,Francisco José Losada Merayo,José Luis Martínez Cabello,Eduardo Lafuente Aguirre,Primitivo Soto Sáez,Agustín Lasaosa Laliena,Celso Laiz García,Santiago Ríos Rodríguez,Rafael Nicolás,,,,,,,,,,
0,1979,Cultural Leonesa,Tenerife,0-0,Jesús González Sanisidro,Juan Carlos González Cañón,Carlos González Purroy,Belarmino López Fierro,José Luis Martínez Cabello,Eduardo Lafuente Aguirre,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Manuel José Fuentes García,Agustín Lasaosa Laliena,Celso Laiz García,Antonio Herrero Alonso,Jesús Martínez Souto,,,,,,,,,,
0,1979,Cultural Leonesa,Guecho,1-1,Jesús González Sanisidro,Belarmino López Fierro,Carlos González Purroy,Pablo Villamandos Villalobos,Francisco José Losada Merayo,Eduardo Lafuente Aguirre,Pedro Antonio Recarte Zubeldia,Antonio Herrero Alonso,Gerardo Rodríguez Morán,Primitivo Soto Sáez,Jesús Martínez Souto,Santiago Ríos Rodríguez,Agustín Lasaosa Laliena,,,,,,,,,,
1,1979,Sporting Atlético,Cultural Leonesa,1-3,Jesús González Sanisidro,Belarmino López Fierro,Carlos González Purroy,Pablo Villamandos Villalobos,Antonio Herrero Alonso,José Luis Martínez Cabello,Gerardo Rodríguez Morán,Eduardo Lafuente Aguirre,Primitivo Soto Sáez,Luis Fernando Franco de la Iglesia,Celso Laiz García,Antonio Fernández García,Agustín Lasaosa Laliena,,,,,,,,,,
